File,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,target
394,8,1,0,3,49,0,4.45,0,0,0,4,0,0,2.25,1,1.0,1,1,0.0,0,1.0,0,1,1,0,False
395,5,1,14,3,47,0,2.04,0,100,1,2,0,1,1.0,1,0.0,0,1,0.625,0,1.0,0,1,1,0,False
396,0,0,4,0,33,0,4.12,0,0,1,2,0,1,0.0,0,0.0,0,0,2.0,0,1.0,0,3,1,0,False
397,7,1,11,5,55,0,2.5,0,100,1,2,0,1,1.0,1,0.0,0,1,0.5,0,1.0,0,2,1,0,False
398,7,1,6,4,49,0,2.88,0,100,1,2,0,1,1.0,1,0.0,0,1,0.0,0,1.0,0,1,1,1,False
399,2,1,6,1,20,0,1.82,0,100,0,2,1,0,0.0,0,1.0,1,1,0.0,0,1.0,0,3,1,0,False
400,1,1,8,4,26,0,2.17,0,100,0,4,0,0,16.0,16,0.0,0,1,0.0,0,1.0,0,2,1,0,False
401,2,1,0,0,20,0,3.33,0,0,0,2,0,0,2.0,0,0.5,0,1,0.0,0,1.0,0,2,1,0,False
402,0,1,0,7,28,0,7.0,0,0,1,2,0,1,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,0,False
403,0,1,0,1,21,0,2.1,1,0,1,0,2,1,1.0,1,1.0,1,1,0.0,0,1.0,0,2,1,1,False
404,0,1,0,1,1,0,0.11,1,0,1,0,2,1,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,0,False
405,0,1,0,1,21,0,2.1,0,0,1,0,2,1,1.0,1,1.0,1,1,0.0,0,1.0,0,2,1,0,False
406,0,1,0,1,21,0,2.1,0,0,1,0,2,1,1.0,1,1.0,1,1,0.0,0,1.0,0,3,1,0,False
407,0,1,0,8,122,0,7.18,0,0,0,2,1,0,2.53846153846154,0,0.230769230769231,0,1,0.25,0,1.0,0,2,1,0,True
408,0,1,0,1,21,0,2.1,0,0,1,0,2,1,1.0,1,1.0,1,1,0.0,0,1.0,0,3,1,0,False
409,0,1,0,0,20,0,0.71,1,100,2,0,4,1,2.5,0,2.5,1,0,0.428571428571429,0,1.0,0,1,1,0,False
410,0,1,0,0,18,0,0.2,0,80,2,0,3,2,5.1,1,3.1,1,1,0.25,0,1.0,0,1,1,0,False
411,0,1,1,4,28,1,1.17,0,100,1,0,0,1,1.5,0,1.5,1,1,0.0,0,1.0,0,1,1,0,False
412,0,1,0,0,20,0,1.43,0,100,1,0,4,2,1.0,0,2.0,1,0,0.5,0,1.0,0,2,1,0,False
413,0,1,1,0,29,0,0.34,0,82,2,0,3,2,5.8,2,3.6,1,1,0.25,0,0.5,0,3,3,0,False
414,1,1,0,2,63,0,0.68,0,77,1,16,5,3,5.05555555555556,0,2.22222222222222,1,0,0.142857142857143,0,1.0,0,3,1,0,False
415,0,1,0,7,27,0,3.0,0,0,1,0,0,2,3.0,3,2.0,2,1,0.0,0,0.0,0,1,0,0,False
416,0,1,0,1,25,0,0.61,1,70,2,0,3,2,5.0,4,2.0,1,1,0.857142857142857,0,0.5,0,1,2,0,False
417,0,1,0,0,20,0,0.77,0,100,1,0,8,2,1.4,0,2.6,1,0,0.5,0,1.0,0,1,1,0,True
418,0,1,0,0,31,0,0.22,0,84,2,0,3,2,8.53846153846154,1,5.0,1,1,0.2,0,1.0,0,1,1,0,True
419,1,1,1,0,17,0,0.14,1,80,1,0,7,2,5.0,1,4.18181818181818,1,1,0.384615384615385,0,0.666666666666667,0,1,2,1,False
420,0,1,0,0,23,0,0.51,0,71,2,0,2,2,3.85714285714286,1,2.42857142857143,1,1,0.0,0,1.0,0,1,1,0,False
421,1,1,0,0,23,0,1.64,0,0,2,0,0,2,4.5,4,2.0,2,1,0.0,0,1.0,0,3,1,0,False
422,0,1,0,0,23,0,0.38,0,80,2,0,1,2,3.0,2,2.1,1,1,0.0,0,1.0,0,2,1,0,False
423,0,1,0,0,25,0,1.14,0,100,1,0,2,2,2.0,0,1.0,1,0,0.0,0,1.0,0,2,1,0,False
424,0,1,0,0,22,0,0.38,0,77,2,0,1,2,2.66666666666667,2,2.44444444444444,1,1,0.0,0,1.0,0,2,1,0,False
425,0,1,4,3,31,0,0.89,2,25,1,0,3,2,5.5,2,4.5,4,2,1.16666666666667,1,0.666666666666667,0,1,2,1,False
426,0,1,2,5,184,0,0.89,0,85,2,0,2,1,5.96551724137931,1,2.6551724137931,1,1,0.588235294117647,0,1.0,0,2,1,1,False
427,0,1,2,0,22,0,0.27,0,64,2,0,0,2,5.375,3,4.375,2,1,0.8,0,1.0,0,1,1,1,False
428,0,1,2,1,35,0,0.43,0,71,2,0,5,2,4.42857142857143,1,3.71428571428571,1,1,1.1,0,1.0,0,1,1,1,False
429,0,1,0,0,20,0,0.57,0,100,1,0,1,2,1.16666666666667,0,1.83333333333333,1,0,0.3,0,1.0,0,1,1,1,False
430,0,2,0,0,21,0,0.72,1,0,1,0,0,1,2.33333333333333,2,2.33333333333333,2,1,0.833333333333333,0,0.0,0,1,0,0,False
431,0,1,0,4,122,0,0.84,1,62,1,0,2,1,4.5,1,4.33333333333333,1,1,0.933333333333333,0,0.0,0,1,0,0,False
432,0,1,0,7,27,0,2.25,0,0,1,0,0,2,2.0,2,3.0,3,1,0.0,0,0.0,0,1,0,0,False
433,0,1,0,0,20,0,1.11,0,0,1,0,4,1,1.0,1,4.0,4,1,0.0,0,1.0,0,2,1,0,False
434,0,1,1,0,20,0,0.35,0,0,1,0,2,1,2.33333333333333,0,3.66666666666667,2,1,0.0,0,1.0,0,2,1,0,False
435,0,1,0,1,22,0,1.05,0,0,1,0,4,1,1.0,1,2.5,1,1,0.0,0,1.0,0,2,1,0,False
436,0,1,0,0,26,0,0.44,0,77,1,0,4,2,0.454545454545455,0,1.54545454545455,1,1,0.0,0,1.0,0,1,1,0,False
437,0,1,0,0,0,0,0.0,0,0,1,0,3,1,1.0,1,3.0,3,1,0.0,0,1.0,0,1,1,0,False
438,0,1,0,0,20,0,1.43,0,0,1,0,3,1,1.0,1,2.0,2,1,0.0,0,1.0,0,2,1,1,False
439,0,1,0,0,20,0,1.43,0,0,1,0,3,1,1.0,1,3.0,3,1,0.0,0,1.0,0,3,1,0,False
440,0,1,0,0,20,0,0.12,0,85,2,0,2,2,3.59259259259259,0,3.2962962962963,1,1,0.0967741935483871,0,1.0,0,2,1,0,True
441,0,1,0,0,22,0,0.88,0,0,1,0,3,1,0.333333333333333,0,2.33333333333333,2,1,0.0,0,1.0,0,2,1,0,False
442,0,1,2,0,22,0,0.24,0,70,2,0,0,2,5.11111111111111,2,4.88888888888889,2,1,0.727272727272727,0,1.0,0,1,1,1,False
443,0,1,0,0,18,0,1.29,0,0,1,0,3,1,1.0,1,2.0,2,1,0.0,0,1.0,0,2,1,0,False
444,0,1,0,0,22,0,0.88,0,0,1,0,3,1,0.333333333333333,0,2.33333333333333,2,1,0.0,0,1.0,0,2,1,0,False
445,1,1,4,1,61,0,1.27,0,94,2,1,1,1,1.71428571428571,0,0.857142857142857,0,0,0.0,0,0.0,0,1,0,0,False
446,0,1,0,0,41,0,0.2,0,68,2,0,19,1,2.6,0,3.56,0,1,0.555555555555556,0,0.333333333333333,0,1,3,2,True
447,0,1,0,0,43,2,0.33,0,100,3,1,6,1,2.32142857142857,0,2.25,1,0,0.0882352941176471,0,0.0,0,1,0,0,False
448,0,1,3,0,25,3,0.3,0,50,1,2,8,1,5.8,3,7.8,2,1,1.0,0,0.5,0,1,2,0,False
449,0,1,2,0,25,0,0.76,0,55,2,0,1,1,2.0,1,2.66666666666667,1,1,0.6,0,0.5,0,1,2,0,True
450,0,1,3,2,65,0,1.1,0,83,3,0,7,1,5.0,2,3.875,2,1,0.6,0,1.0,0,2,1,0,False
451,0,1,18,0,42,0,0.19,0,77,2,0,18,1,4.66666666666667,1,6.26666666666667,2,1,0.944444444444444,0,1.0,0,1,1,0,False
452,0,1,14,0,25,0,0.21,0,76,1,0,7,2,3.83333333333333,2,6.5,1,1,1.22222222222222,0,1.0,0,1,1,0,False
453,0,1,9,0,37,1,0.48,0,58,2,0,4,1,3.5,1,5.5,1,1,0.714285714285714,0,0.75,0,1,2,0,False
454,0,1,2,0,27,3,0.44,0,66,2,0,5,1,1.875,1,3.25,1,1,0.272727272727273,0,1.0,0,1,1,0,False
455,0,1,6,2,58,2,0.21,1,74,2,0,16,3,2.88235294117647,0,5.70588235294118,0,1,0.708333333333333,0,0.333333333333333,0,3,3,0,True
456,0,1,14,0,146,8,0.21,1,100,3,0,12,2,3.42,0,6.02,0,0,0.657142857142857,0,1.0,0,1,1,0,True
457,0,1,15,0,49,3,0.14,1,100,3,0,15,2,4.28571428571429,0,7.47619047619048,1,0,1.03703703703704,0,1.0,0,1,1,0,True
458,11,1,8,0,109,19,0.24,0,91,4,4,14,2,3.32692307692308,0,4.11538461538461,0,1,0.507042253521127,0,0.6,0,1,2,0,False
459,0,1,1,0,30,0,1.3,0,50,1,0,3,1,2.66666666666667,1,2.33333333333333,2,1,0.5,0,1.0,0,1,1,1,False
460,0,1,0,0,22,0,0.39,0,67,1,0,3,1,3.5,1,2.75,1,1,0.545454545454545,0,1.0,0,1,1,1,False
461,0,1,0,0,26,0,0.46,0,57,1,0,2,1,4.57142857142857,3,3.57142857142857,1,1,0.666666666666667,0,1.0,0,1,1,1,False
462,0,1,1,1,24,0,0.46,0,33,1,0,5,1,8.66666666666667,4,6.66666666666667,2,2,1.0,1,1.0,0,1,1,1,False
463,0,2,0,1,32,4,0.32,0,0,3,1,2,2,3.44444444444444,1,3.77777777777778,2,1,1.18181818181818,0,1.0,0,1,1,1,False
464,0,1,0,0,66,33,0.18,0,85,2,1,6,2,4.03846153846154,0,3.63461538461538,1,1,0.407407407407407,0,1.0,0,1,1,1,False
465,0,3,0,3,102,9,0.38,1,0,4,0,4,2,4.38888888888889,1,4.72222222222222,2,1,1.5,0,1.0,0,1,1,1,True
466,0,1,2,0,40,1,0.34,0,95,1,1,4,3,1.1,0,1.4,1,1,0.181818181818182,0,1.0,0,1,1,1,False
467,0,1,0,0,32,1,0.17,0,87,1,0,5,1,4.26470588235294,0,2.55882352941176,1,1,0.189189189189189,0,1.0,0,1,1,1,False
468,0,1,0,1,23,0,0.96,0,33,1,0,2,1,2.66666666666667,1,3.0,1,1,0.666666666666667,0,1.0,0,2,1,0,False
469,0,1,0,1,23,0,0.96,0,33,1,0,2,1,4.0,2,3.0,1,1,0.6,0,1.0,0,2,1,0,False
470,0,1,0,1,38,0,0.56,0,58,1,0,7,1,3.625,1,3.0,1,1,0.454545454545455,0,1.0,0,1,1,1,False
471,0,1,1,0,46,0,0.38,0,77,1,0,6,1,4.0,2,4.27272727272727,1,1,0.538461538461538,0,1.0,0,1,1,1,False
472,0,1,1,0,22,1,1.0,0,33,1,0,3,1,3.66666666666667,3,2.0,1,1,0.833333333333333,0,1.0,0,1,1,1,False
473,2,1,0,0,17,0,2.43,0,0,0,1,1,0,1.0,1,0.5,0,1,0.0,0,1.0,0,1,1,1,False
474,0,1,0,0,26,0,1.0,0,41,1,0,0,1,2.25,1,1.75,1,1,0.571428571428571,0,1.0,0,1,1,1,False
475,0,1,0,0,36,0,0.33,0,74,1,0,3,1,3.625,1,2.75,1,1,0.333333333333333,0,1.0,0,1,1,1,False
476,0,1,5,2,130,8,0.45,0,88,1,0,15,2,4.5625,2,5.0625,1,1,0.264705882352941,0,1.0,0,1,1,1,False
477,0,1,1,1,57,11,0.3,0,61,1,0,11,1,4.66666666666667,2,5.66666666666667,1,1,0.714285714285714,0,1.0,0,1,1,1,False
478,0,1,0,1,41,2,0.3,0,74,1,0,6,1,3.15384615384615,1,4.07692307692308,1,1,0.666666666666667,0,1.0,0,1,1,1,False
479,0,1,1,3,36,0,2.12,0,50,1,0,2,2,1.5,0,2.0,0,1,0.0,0,1.0,0,1,1,1,False
480,0,6,0,4,24,0,0.77,4,0,1,0,1,2,2.0,2,4.0,4,24,1.5,1,1.0,0,1,1,1,False
481,0,1,1,0,38,4,0.24,0,85,1,0,6,1,3.66666666666667,1,3.57142857142857,1,1,0.695652173913043,0,1.0,0,1,1,1,False
482,0,1,0,1,175,7,0.48,0,83,1,0,7,1,3.76470588235294,1,3.07843137254902,1,1,0.471698113207547,0,1.0,0,1,1,1,False
483,0,0,0,0,27,0,3.0,0,100,1,0,0,1,0.0,0,1.0,1,0,0.0,0,1.0,0,1,1,1,False
484,0,1,0,0,24,0,0.83,0,42,1,0,2,1,2.0,1,1.57142857142857,1,1,0.0,0,1.0,0,1,1,1,False
485,0,1,7,0,56,0,0.09,0,91,1,0,4,1,4.7752808988764,1,2.14606741573034,1,1,0.0652173913043478,0,1.0,0,1,1,1,False
486,0,1,0,2,50,0,0.36,0,0,1,0,23,2,2.77777777777778,0,5.55555555555556,1,1,1.45454545454545,0,1.0,0,2,1,0,False
487,0,1,1,3,72,2,0.68,0,71,1,0,9,2,2.57142857142857,1,2.71428571428571,1,1,0.5625,0,1.0,0,2,1,0,True
488,0,0,0,0,48,0,4.0,0,100,1,0,0,1,0.0,0,1.0,1,0,0.0,0,1.0,0,1,1,0,False
489,8,1,0,8,85,0,6.07,0,0,2,1,2,1,2.375,0,0.75,0,1,0.0,0,1.0,0,2,1,0,False
490,2,1,0,8,42,0,6.0,0,0,1,2,0,1,1.0,0,1.0,1,1,0.0,0,1.0,0,2,1,0,False
491,0,1,0,1,38,2,0.34,0,70,1,2,3,1,4.36363636363636,0,4.45454545454545,0,1,0.785714285714286,0,1.0,0,1,1,1,False
492,0,1,0,0,23,0,0.96,0,0,2,0,3,1,1.33333333333333,1,3.0,2,1,0.666666666666667,0,1.0,0,1,1,1,False
493,0,1,0,0,22,0,0.96,0,0,2,0,3,1,2.33333333333333,2,3.0,2,1,0.6,0,1.0,0,1,1,1,False
494,0,1,2,0,44,0,0.72,0,85,1,0,0,1,6.85714285714286,4,1.28571428571429,1,1,0.9,0,1.0,0,1,1,1,False
495,0,1,5,1,31,0,0.43,0,80,1,0,0,1,6.33333333333333,3,2.0,1,1,1.25,0,1.0,0,1,1,1,False
496,0,1,5,2,33,0,0.46,0,80,1,0,0,1,5.16666666666667,3,2.0,1,1,1.25,0,1.0,0,1,1,1,False
497,0,1,0,0,17,0,0.57,0,33,1,0,3,1,0.666666666666667,0,3.0,2,1,0.0,0,1.0,0,1,1,1,False
498,0,1,1,0,17,0,0.33,3,100,1,0,3,1,1.0,0,18.5,7,1,0.0,0,1.0,0,1,1,1,False
499,0,1,1,0,22,0,0.88,0,50,1,0,1,2,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,1,False
500,0,1,1,0,21,0,0.91,0,50,1,0,1,2,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,1,False
501,0,1,0,0,17,0,0.36,0,41,1,0,7,1,2.0,0,5.5,2,1,0.714285714285714,0,1.0,0,2,1,0,False
502,2,1,0,0,17,0,0.94,0,0,1,2,2,1,0.666666666666667,0,1.66666666666667,1,1,0.0,0,1.0,0,2,1,0,False
503,0,1,0,0,17,1,0.31,0,0,1,0,4,1,1.125,0,2.75,2,1,0.3,0,0.5,0,1,2,1,True
504,0,1,0,0,17,0,0.5,0,33,1,0,5,2,2.0,1,4.0,1,1,0.666666666666667,0,1.0,0,2,1,0,False
505,0,1,0,0,17,0,0.63,0,0,1,0,2,2,0.0,0,5.0,5,1,0.0,0,1.0,0,1,1,1,False
506,0,2,0,1,22,0,0.26,0,55,1,0,12,1,3.66666666666667,0,15.3333333333333,2,1,1.33333333333333,0,1.0,0,2,1,0,False
507,2,1,0,0,17,0,0.81,0,0,1,2,2,1,0.666666666666667,0,2.0,1,1,0.5,0,1.0,0,2,1,0,False
508,0,0,1,0,17,0,3.4,0,0,1,0,1,1,0.0,0,0.0,0,0,0.0,0,1.0,0,1,1,1,False
509,0,1,0,0,17,0,0.59,0,0,1,16,4,2,0.333333333333333,0,2.33333333333333,0,1,1.66666666666667,0,1.0,0,2,1,0,False
510,0,1,6,0,21,0,0.54,0,85,2,0,3,1,1.0,1,1.0,1,1,0.25,0,1.0,0,1,1,1,False
511,0,1,8,2,27,0,0.61,0,91,2,0,7,1,1.66666666666667,1,3.33333333333333,1,1,0.0,0,1.0,0,2,1,0,False
512,0,1,7,0,23,0,0.43,1,96,2,0,3,1,1.0,1,7.5,1,1,0.0,0,1.0,0,1,1,1,False
513,0,1,2,0,17,0,1.0,0,50,2,0,2,1,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,1,False
514,0,1,5,0,23,0,0.29,0,92,2,0,8,1,1.0,1,2.0,1,1,0.0,0,1.0,0,1,1,1,False
515,0,1,10,0,18,0,0.55,0,90,2,0,2,1,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,1,False
516,0,1,9,0,18,0,0.56,0,88,2,0,3,1,1.0,1,1.0,1,1,0.0,0,1.0,0,2,1,0,False
517,0,1,1,0,25,0,0.93,0,50,2,0,4,1,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,1,False
518,0,1,10,0,18,0,0.58,0,90,2,0,2,1,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,1,False
519,0,1,2,0,17,0,1.0,0,50,2,0,1,1,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,1,False
520,0,1,9,2,29,0,0.41,2,68,2,0,7,1,4.8,1,6.8,1,1,0.0,0,1.0,0,2,1,0,True
521,0,1,9,4,29,0,0.43,4,55,2,0,8,1,6.5,1,7.5,1,1,0.0,0,1.0,0,2,1,0,True
522,0,1,7,0,17,0,0.68,0,85,2,0,3,1,1.0,1,1.0,1,1,0.0,0,1.0,0,2,1,0,False
523,0,1,7,2,24,0,0.62,0,95,2,0,6,1,1.33333333333333,1,3.0,1,1,0.0,0,1.0,0,2,1,0,False
524,0,1,5,0,24,0,0.39,0,85,2,0,7,1,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,1,False
525,0,1,8,1,28,0,0.34,3,87,2,0,11,1,1.0,1,9.0,1,1,0.75,0,1.0,0,1,1,1,False
526,0,1,1,2,33,0,0.24,0,42,1,0,13,1,2.14285714285714,0,8.42857142857143,2,1,2.22222222222222,0,1.0,0,2,1,0,True
527,4,1,0,0,28,0,0.5,0,0,1,1,16,1,3.0,1,1.5,0,1,0.333333333333333,0,1.0,0,2,1,0,False
528,0,1,1,1,30,1,0.23,0,80,1,0,11,1,3.22222222222222,0,7.33333333333333,1,1,1.0,0,1.0,0,2,1,0,False
529,0,1,0,0,17,0,0.59,0,0,1,0,0,2,0.0,0,1.66666666666667,1,1,0.0,0,1.0,0,1,1,1,False
530,0,1,0,0,17,0,0.57,0,0,1,0,0,2,1.0,1,1.66666666666667,1,1,0.0,0,1.0,0,1,1,1,False
531,0,1,1,0,17,0,0.65,0,33,1,0,0,2,0.666666666666667,0,1.33333333333333,1,1,0.0,0,1.0,0,1,1,1,False
532,3,1,0,0,17,0,0.81,0,0,1,3,3,1,1.5,1,1.5,1,1,0.125,0,1.0,0,2,1,0,False
533,0,1,0,0,17,0,0.27,0,56,1,0,5,1,2.16666666666667,0,6.0,2,1,0.625,0,1.0,0,1,1,1,False
534,0,1,0,0,17,0,1.55,0,0,1,0,1,1,0.0,0,3.0,3,1,0.0,0,1.0,0,1,1,1,False
535,0,1,0,0,17,0,1.89,0,0,1,0,1,2,2.0,2,2.0,2,1,0.0,0,1.0,0,1,1,1,False
536,0,1,0,1,18,0,1.64,0,0,1,0,0,1,1.0,1,2.0,2,2,1.25,1,1.0,0,1,1,1,False
537,0,3,0,0,17,0,1.42,0,0,1,0,0,1,2.0,2,2.0,2,3,2.0,2,1.0,0,1,1,1,False
538,0,1,0,0,19,0,0.21,0,0,1,0,1,1,0.5,0,2.25,2,1,0.3,0,1.0,0,1,1,1,False
539,0,1,0,0,17,0,0.25,0,0,1,0,1,1,0.714285714285714,0,2.42857142857143,2,1,0.333333333333333,0,1.0,0,1,1,1,False
540,0,1,0,0,19,0,0.26,0,0,1,0,2,1,0.833333333333333,0,3.0,2,1,0.375,0,1.0,0,1,1,1,False
541,44,1,70,0,94,49,0.02,0,98,2,2,25,2,2.30133657351154,0,3.17982989064399,0,0,0.454128440366972,0,0.5,0,2,2,1,False
542,131,1,196,0,282,133,0.02,0,99,2,2,67,2,2.18934646374217,0,3.19964189794091,0,0,0.417198808003406,0,0.5,0,2,2,3,True
543,13,1,14,0,26,9,0.02,0,95,2,3,7,2,2.51923076923077,0,3.12980769230769,0,1,0.330357142857143,0,1.0,0,1,1,0,False
544,33,1,47,0,77,29,0.02,0,98,2,2,15,2,2.06122448979592,0,3.00816326530612,0,0,0.338432122370937,0,1.0,0,1,1,0,False
545,263,1,211,0,394,105,0.02,0,99,2,2,53,2,2.60681728101467,0,3.50614347998415,0,0,0.452390057361377,0,0.555555555555556,0,3,3,3,True
546,3,1,6,0,10,4,0.02,0,94,2,2,3,2,2.13559322033898,0,2.96610169491525,0,1,0.461538461538462,0,1.0,0,1,1,0,False
547,55,1,46,0,68,16,0.02,0,96,2,2,23,2,2.59918200408998,0,3.71165644171779,0,0,0.529644268774704,0,0.5,0,1,2,2,False
548,29,1,49,0,69,32,0.02,0,98,2,2,17,2,2.17479674796748,0,3.10365853658537,0,0,0.431861804222649,0,1.0,0,1,1,0,False
549,30,1,23,0,45,12,0.02,0,96,2,2,7,2,2.17307692307692,0,3.39230769230769,0,1,0.477941176470588,0,1.0,0,1,1,0,False
550,98,1,148,0,225,104,0.02,0,99,2,2,53,2,2.15525672371638,0,3.1778728606357,0,0,0.424083769633508,0,0.333333333333333,0,2,3,0,False
551,7,1,16,0,21,8,0.02,0,95,2,2,5,2,2.11450381679389,0,2.96946564885496,0,0,0.394366197183099,0,1.0,0,1,1,0,False
552,179,1,180,0,309,80,0.02,0,99,2,2,41,2,2.99592786503781,0,3.20418848167539,0,0,0.372625698324022,0,0.363636363636364,0,3,4,1,False
553,30,1,22,0,50,8,0.03,0,95,2,2,6,2,2.25675675675676,0,3.20720720720721,0,1,0.329004329004329,0,0.5,0,2,2,0,False
554,2,1,6,0,10,4,0.03,0,94,2,2,3,2,1.85964912280702,0,2.7719298245614,0,1,0.365079365079365,0,1.0,0,1,1,0,False
555,5,1,6,0,10,4,0.02,0,93,2,2,6,2,2.17721518987342,0,3.26582278481013,0,1,0.541176470588235,0,1.0,0,1,1,0,False
556,101,1,249,0,331,209,0.02,0,99,2,2,105,2,2.05752508361204,0,3.01137123745819,0,1,0.388149556400507,0,0.571428571428571,0,3,4,1,False
557,18,1,31,0,45,25,0.02,0,97,2,2,13,2,2.09923664122137,0,3.04325699745547,0,1,0.40855106888361,0,1.0,0,1,1,0,False
558,2,1,10,0,14,9,0.02,0,96,2,2,7,2,1.912,0,2.744,0,1,0.347517730496454,0,1.0,0,1,1,0,False
559,5,1,10,0,14,9,0.01,0,96,2,3,7,2,2.0952380952381,0,3.04081632653061,0,1,0.460122699386503,0,0.5,0,1,2,1,False
560,0,1,9,0,11,8,0.02,0,96,2,2,5,2,1.65957446808511,0,2.6063829787234,0,1,0.359223300970874,0,1.0,0,1,1,0,False
561,27,1,43,0,65,33,0.02,0,98,2,2,17,2,2.15094339622642,0,3.1377358490566,0,1,0.418439716312057,0,1.0,0,2,1,0,False
562,10,1,13,0,23,9,0.02,0,95,2,3,7,2,2.0718954248366,0,3.01307189542484,0,1,0.390532544378698,0,1.0,0,1,1,0,False
563,54,1,45,0,87,24,0.02,0,97,2,2,13,2,2.25051334702259,0,3.37782340862423,0,1,0.440944881889764,0,0.666666666666667,0,1,2,0,True
564,33,1,41,0,67,29,0.02,0,98,2,3,15,2,2.11656441717791,0,3.14314928425358,0,1,0.421153846153846,0,1.0,0,1,1,0,False
565,4,1,7,0,13,4,0.03,0,93,2,2,3,2,2.07692307692308,0,2.81538461538462,0,1,0.323943661971831,0,1.0,0,1,1,0,False
566,49,1,82,0,110,44,0.02,0,98,2,2,23,2,2.06938775510204,0,3.17414965986395,0,0,0.418275418275418,0,0.333333333333333,0,2,3,1,False
567,0,1,1,6,77,0,1.01,0,55,1,0,6,1,4.44444444444444,3,3.55555555555556,2,1,0.666666666666667,0,0.5,0,1,2,2,True
568,0,1,1,3,40,0,1.33,0,40,1,0,0,1,3.4,2,1.8,1,1,0.428571428571429,0,0.0,0,1,0,0,False
569,0,2,1,2,33,0,0.55,1,11,3,0,2,1,4.33333333333333,3,7.0,4,3,1.6,1,1.0,0,2,1,0,False
570,0,1,2,5,111,0,0.85,0,81,2,0,5,1,3.5,1,3.9375,1,1,0.722222222222222,0,1.0,0,1,1,1,True
571,0,1,1,7,92,0,1.84,0,83,2,0,6,1,3.33333333333333,1,2.88888888888889,2,1,0.272727272727273,0,0.0,0,1,0,1,False
572,8,1,3,4,230,0,0.6,0,70,2,2,13,2,3.1219512195122,0,3.80487804878049,0,1,0.673076923076923,0,0.538461538461538,0,2,5,3,False
573,0,1,0,0,23,0,1.64,0,0,1,2,0,2,7.5,7,1.0,1,1,0.0,0,0.0,0,1,0,0,False
574,5,1,1,6,216,0,0.74,0,64,1,0,19,1,5.96428571428571,2,4.78571428571429,1,1,0.6,0,0.3,0,4,6,2,True
575,9,1,1,4,72,0,0.58,0,50,1,0,12,2,5.0,2,4.91666666666667,2,1,0.666666666666667,0,0.5,0,1,2,1,False
576,0,1,0,0,28,0,0.27,0,0,2,0,5,1,1.29411764705882,0,2.41176470588235,0,1,0.263157894736842,0,1.0,0,1,1,0,True
577,0,1,0,0,22,0,0.92,0,0,2,0,3,1,5.0,5,10.0,10,2,0.6,0,1.0,0,2,1,0,False
578,2,1,0,0,23,1,0.37,0,0,2,0,6,2,1.66666666666667,1,7.5,2,1,0.3,0,1.0,0,1,1,0,True
579,0,0,0,0,21,0,3.5,0,0,2,7,0,2,0.0,0,0.0,0,0,1.33333333333333,0,0.0,0,2,0,0,False
580,0,1,0,10,67,0,6.7,0,0,2,1,2,1,1.0,1,0.0,0,1,0.0,0,1.0,0,1,1,2,True
581,0,1,1,3,32,0,0.67,0,44,2,0,9,1,2.33333333333333,0,4.33333333333333,1,1,0.8,0,0.0,0,1,0,1,False
582,1,1,10,11,316,0,1.25,0,93,1,0,6,2,4.73076923076923,0,4.23076923076923,1,1,0.758620689655172,0,1.0,0,1,1,1,False
583,0,0,0,0,247,0,247.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,1.0,0,1,1,1,False
584,1,1,1,6,99,0,0.25,0,45,2,0,14,3,4.54545454545455,0,17.6363636363636,0,1,1.88888888888889,0,0.4,0,3,4,2,True
585,0,1,0,0,18,0,0.07,0,0,1,4,7,2,0.0175438596491228,0,0.0175438596491228,0,1,0.0,0,0.5,0,4,3,2,True
586,0,1,0,0,19,0,0.06,0,0,1,17,23,2,0.688524590163934,0,0.491803278688525,0,1,0.0,0,0.428571428571429,0,5,5,5,True
587,1,2,0,4,45,0,0.47,0,60,2,1,9,3,3.2,0,4.8,0,1,1.22222222222222,0,0.333333333333333,0,2,3,2,True
588,0,2,3,6,85,2,0.76,1,70,2,0,0,1,3.0,2,4.2,2,2,2.71428571428571,1,0.5,0,2,2,1,False
589,2,1,9,1,181,5,0.34,0,89,2,4,15,2,6.93846153846154,0,3.18461538461538,1,1,0.346153846153846,0,0.375,0,3,5,5,True
590,0,1,0,0,21,0,2.33,0,0,0,12,0,0,2.0,2,1.0,1,1,0.0,0,0.0,0,1,0,0,False
