File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,target
1000,1,2,1,0,0,10,231,1,1,2,15,1.05,1,55,3,0,20,1,3.0,0,1,0.761904761904762,0,6,0.969348659003831,0,2,True
1001,0,1,2,5,0,11,107,1,1,0,4,0.82,3,83,2,6,20,1,6.83333333333333,0,1,1.125,0,6,0.975524475524476,0,1,False
1002,0,0,1,0,0,13,122,1,1,4,6,1.45,1,64,3,0,15,1,2.28571428571429,0,0,0.444444444444444,0,6,0.971311475409836,0,2,True
1003,2,1,2,0,0,23,266,1,0,7,6,0.44,22,79,4,0,38,1,10.5555555555556,1,1,3.72727272727273,0,8,0.973897389738974,0,2,True
1004,0,1,2,0,0,7,91,1,0,0,8,0.79,1,0,3,0,8,1,3.44444444444444,1,1,1.36363636363636,0,6,0.975206611570248,0,1,True
1005,17,4,1,19,0,19,950,1,2,15,19,0.87,4,88,3,0,49,1,6.97619047619048,0,1,1.15909090909091,0,14,0.990013026487191,0,3,True
1006,0,1,2,0,0,0,21,1,0,3,3,0.49,0,50,1,0,3,2,2.25,0,1,0.5,0,76,1.0,0,0,False
1007,1,0,1,0,0,8,60,1,1,1,3,0.87,1,40,1,0,12,2,3.2,0,1,1.14285714285714,0,6,0.953947368421053,0,1,False
1008,9,3,2,0,0,10,218,1,0,2,7,0.34,4,86,3,0,41,1,5.26315789473684,1,1,2.33333333333333,0,6,0.890688259109312,0,2,False
1009,0,6,2,8,0,5,92,1,0,2,4,1.31,0,88,2,2,4,1,3.1,1,1,0.333333333333333,0,6,0.968253968253968,0,1,False
1010,0,0,1,0,0,6,123,1,0,3,13,1.1,0,58,2,0,3,1,10.2307692307692,0,1,0.466666666666667,0,6,0.93040293040293,0,2,False
1011,0,5,1,0,0,9,346,1,2,6,27,0.71,0,68,4,2,26,1,4.17647058823529,0,0,0.777777777777778,0,37,0.918389553862894,0,2,True
1012,1,0,1,0,0,7,55,1,0,5,4,0.53,1,48,2,0,17,1,4.8,1,2,2.0,0,95,0.508379888268156,0,1,True
1013,8,0,1,10,0,8,278,1,3,11,19,0.5,1,84,3,1,25,1,5.76666666666667,1,1,1.03125,0,19,0.85499462943072,0,2,True
1014,0,0,1,0,0,13,61,1,0,3,3,1.05,3,33,5,0,12,1,6.33333333333333,4,3,0.6,0,6,0.952702702702703,0,1,False
1015,0,0,1,0,0,10,50,1,0,0,3,0.86,0,0,4,0,11,1,6.66666666666667,2,4,0.6,0,6,0.875968992248062,0,1,True
1016,0,1,2,0,0,5,74,1,1,0,8,0.77,1,0,2,0,5,1,1.9,0,1,0.5,0,6,0.970443349753695,0,1,False
1017,0,0,1,0,0,4,60,1,1,0,8,0.75,1,0,2,0,5,1,1.44444444444444,0,1,0.454545454545455,0,6,0.96551724137931,0,1,False
1018,0,0,1,0,1,7,72,1,0,10,2,3.6,0,95,1,0,0,1,1.0,1,1,0.75,0,6,0.944954128440367,0,0,False
1019,0,1,1,0,0,4,35,1,0,0,2,1.94,0,0,3,1,0,1,0.333333333333333,0,1,0.0,0,6,0.907692307692308,0,0,False
1020,0,0,1,0,0,0,21,1,0,3,2,0.95,0,0,1,0,0,1,3.5,3,1,0.0,0,6,0.884615384615385,0,0,False
1021,1,1,10,26,2,4,32,1,0,0,1,0.12,8,66,1,0,10,2,22.3333333333333,1,2,2.2,0,6,0.954545454545455,0,2,False
1022,4,0,1,1,0,0,53,1,0,18,23,0.15,1,79,1,0,0,2,4.14814814814815,0,1,0.827586206896552,0,6,0.987394957983193,0,1,False
1023,1,1,1,6,0,10,97,1,0,4,4,0.72,1,55,4,0,14,1,8.33333333333333,5,2,1.375,0,6,0.805343511450382,0,1,True
1024,1,2,2,0,0,6,153,1,0,0,17,0.64,1,0,4,1,20,1,2.5,0,1,1.0,0,62,0.864923747276688,0,1,False
1025,1,0,2,2,0,8,55,1,1,0,2,0.48,2,62,4,0,21,1,8.75,2,5,1.33333333333333,0,6,0.969543147208122,0,1,False
1026,0,0,1,0,0,15,61,1,1,0,2,1.56,1,0,4,2,7,1,4.66666666666667,4,1,0.6,0,6,0.950413223140496,0,1,False
1027,0,4,1,10,0,11,375,1,4,8,20,0.92,1,87,3,10,25,1,5.64285714285714,1,1,0.9,0,137,0.535307517084282,0,2,True
1028,1,3,1,0,0,16,274,1,0,3,11,0.92,3,82,6,0,29,1,4.33333333333333,0,1,1.41176470588235,0,28,0.786786786786787,0,2,True
1029,0,1,1,0,0,7,58,1,0,0,3,1.93,0,0,4,0,8,1,0.75,0,1,0.5,0,6,0.94392523364486,0,0,False
1030,4,1,2,1,1,20,384,1,2,8,10,0.62,5,88,5,0,51,1,5.47058823529412,0,1,1.73684210526316,0,103,0.82688927943761,0,3,True
1031,0,0,1,0,0,5,69,1,1,0,8,1.08,0,0,2,0,7,1,1.0,0,1,0.272727272727273,0,6,0.96319018404908,0,1,False
1032,0,1,2,0,0,16,166,1,0,1,7,1.08,1,12,4,0,19,1,3.375,1,1,1.2,0,6,0.953678474114441,0,1,False
1033,3,10,1,4,0,10,659,1,5,5,42,1.13,0,96,2,19,35,1,11.4333333333333,0,1,0.548387096774194,0,36,0.958180484225972,0,3,True
1034,0,2,2,0,0,8,216,1,1,0,19,0.62,2,0,3,0,17,1,2.68181818181818,1,1,1.79166666666667,0,6,0.978625954198473,0,2,True
1035,0,0,1,0,0,7,22,1,0,0,1,1.05,1,0,5,0,2,1,1.0,1,2,0.0,0,6,0.879310344827586,0,0,False
1036,0,0,1,0,0,9,70,1,0,1,4,1.06,1,25,1,0,11,2,2.75,0,1,1.0,0,27,0.828025477707006,0,1,True
1037,0,2,1,0,0,7,149,1,2,4,11,1.32,0,73,3,0,9,1,2.93333333333333,0,1,0.588235294117647,0,15,0.943333333333333,0,3,True
1038,1,0,2,0,1,3,40,1,0,5,4,0.27,1,52,1,0,14,2,6.4,0,1,3.42857142857143,0,6,0.971014492753623,0,1,False
1039,0,2,1,0,0,9,52,1,0,0,2,1.58,0,0,4,0,5,1,1.25,1,2,0.0,0,7,0.938775510204082,0,0,False
1040,0,0,1,0,0,7,83,1,2,0,7,1.15,0,0,2,0,7,1,1.11111111111111,0,1,0.454545454545455,0,6,0.950276243093923,0,1,False
1041,0,0,1,0,0,1,32,1,0,2,8,0.71,0,62,1,0,4,2,1.25,0,0,0.727272727272727,0,6,0.944954128440367,0,0,False
1042,5,1,1,3,1,2,56,1,0,4,6,0.29,1,72,1,0,18,2,6.0,1,1,1.35714285714286,0,9,0.849122807017544,0,2,True
1043,15,0,1,3,0,7,1141,1,3,54,127,0.7,1,97,2,0,66,2,2.84827586206897,0,1,0.782312925170068,0,46,0.974627339042182,0,5,True
1044,1,0,1,0,0,3,138,1,5,14,23,0.54,0,93,1,0,42,6,2.3448275862069,0,0,0.290322580645161,0,6,0.968684759916493,0,3,True
1045,2,1,1,0,0,6,259,2,0,20,28,0.67,1,87,2,0,21,2,2.96774193548387,0,1,1.02941176470588,0,21,0.981157469717362,0,2,True
1046,0,9,1,0,0,2,182,1,0,4,1,4.14,0,65,1,0,1,1,4.0,3,1,0.0,0,6,0.9765625,0,1,False
1047,0,0,1,0,0,4,65,1,0,4,6,0.62,0,33,1,0,6,2,3.5,0,1,2.0,0,6,0.968421052631579,0,1,False
1048,0,0,1,0,0,4,81,1,0,3,9,1.16,0,44,1,0,3,3,1.88888888888889,0,1,0.272727272727273,0,6,0.964912280701754,0,1,False
1049,0,1,1,0,0,3,44,1,0,2,3,1.91,0,37,1,0,4,2,1.75,1,1,1.14285714285714,0,6,0.927710843373494,0,0,False
1050,13,0,2,1,2,12,401,1,1,3,14,0.5,5,87,1,0,33,2,5.28571428571429,1,1,2.33333333333333,0,83,0.968443197755961,0,3,True
1051,0,0,1,0,0,3,71,1,0,3,9,0.76,0,44,1,0,6,2,2.11111111111111,1,1,0.545454545454545,0,6,0.969387755102041,0,1,False
1052,0,0,1,0,0,0,16,1,0,0,1,1.14,0,0,2,0,2,1,2.0,2,2,1.0,1,6,0.846153846153846,0,0,False
1053,0,1,1,0,0,4,47,1,0,4,2,1.47,0,16,3,0,4,1,3.66666666666667,2,1,1.16666666666667,0,6,0.928571428571429,0,0,False
1054,0,0,1,0,0,22,87,1,0,3,3,1.04,2,33,2,0,8,1,6.33333333333333,4,5,3.0,1,6,0.969543147208122,0,1,False
1055,0,0,1,0,0,6,134,1,0,7,13,1.26,0,61,1,0,4,2,3.38461538461538,0,1,0.2,0,6,0.977272727272727,0,1,False
1056,0,0,1,0,0,7,68,1,0,0,5,1.51,0,0,2,0,2,2,1.0,1,1,1.14285714285714,0,6,0.953846153846154,0,1,False
1057,23,1,2,0,1,14,550,1,0,40,10,0.35,5,88,4,0,69,2,10.0,0,0,1.86111111111111,0,105,0.991105463786531,0,4,True
1058,0,0,1,0,0,6,84,1,0,6,8,0.65,1,68,3,0,8,1,5.25,1,1,1.0,0,6,0.976284584980237,0,1,True
1059,0,0,1,0,2,5,97,1,0,10,12,0.89,0,75,1,0,8,1,4.25,1,1,0.571428571428571,0,6,0.974248927038627,0,1,False
1060,0,0,1,0,0,7,89,1,1,2,6,0.75,3,28,4,0,10,1,4.28571428571429,0,1,1.33333333333333,0,6,0.976,0,1,False
1061,1,1,1,2,5,4,553,1,15,37,91,0.63,0,97,1,2,52,3,2.49074074074074,0,0,0.663636363636364,0,43,0.967494089834515,0,5,True
1062,0,1,1,0,2,11,58,1,0,0,2,0.84,0,0,1,0,5,1,4.0,0,1,0.8,0,6,0.96078431372549,0,1,False
1063,0,3,1,0,0,6,362,1,10,27,35,0.6,1,95,1,1,22,2,7.83333333333333,0,0,1.08,0,6,0.994594594594595,0,1,False
1064,1,0,1,0,0,10,85,1,0,5,5,1.23,0,60,1,2,3,2,4.5,2,2,0.625,0,6,0.966101694915254,0,1,False
1065,1,1,2,1,0,9,125,1,2,3,5,0.6,1,58,4,0,14,2,7.77777777777778,0,1,1.36363636363636,0,10,0.968085106382979,0,3,True
1066,0,1,1,0,0,2,31,1,0,1,2,1.0,0,33,2,0,3,1,1.66666666666667,0,0,0.0,0,6,0.924050632911392,0,0,True
1067,1,0,1,0,0,2,47,1,0,4,10,0.55,0,72,1,0,5,2,2.36363636363636,1,1,0.615384615384615,0,6,0.9625,0,1,False
1068,0,0,1,7,0,6,87,1,0,10,6,0.49,1,63,1,0,9,2,5.66666666666667,0,1,1.0,0,6,0.926910299003322,0,1,True
1069,0,0,1,0,0,0,20,1,0,0,8,0.95,0,0,2,0,3,1,0.125,0,0,0.3,0,6,0.896551724137931,0,0,False
1070,0,3,1,0,2,20,145,1,0,6,3,0.74,1,77,4,2,27,1,6.16666666666667,1,1,1.5,0,6,0.977464788732394,0,3,True
1071,0,0,1,0,0,4,100,1,0,6,12,0.74,0,66,1,0,9,2,2.66666666666667,0,1,1.14285714285714,0,6,0.97864768683274,0,1,False
1072,0,0,1,0,0,4,73,1,1,2,9,1.06,0,40,2,0,6,1,1.5,0,1,0.333333333333333,0,6,0.962962962962963,0,1,False
1073,0,1,5,0,0,16,74,1,0,6,2,0.32,13,22,3,0,21,1,13.6666666666667,6,2,3.2,2,6,0.8,0,1,True
1074,1,1,2,0,0,17,159,1,0,6,5,0.5,5,57,5,0,33,1,7.85714285714286,1,1,1.77777777777778,0,9,0.98874296435272,0,1,False
1075,2,2,3,0,0,31,225,1,0,9,2,0.49,12,66,5,0,49,1,9.16666666666667,1,1,2.0,0,10,0.985969387755102,0,2,True
1076,0,1,1,0,0,11,64,1,0,2,2,1.23,2,16,3,0,11,1,3.33333333333333,1,1,0.6,0,6,0.959183673469388,0,1,True
1077,0,1,1,0,0,26,103,1,0,9,2,0.5,7,25,3,0,23,1,14.6666666666667,3,2,2.4,1,19,0.943342776203966,0,3,True
1078,1,1,1,0,0,22,118,1,0,20,2,0.52,5,50,4,0,18,1,14.75,1,2,1.33333333333333,0,32,0.884615384615385,0,2,True
1079,0,1,1,0,0,13,63,1,0,8,2,0.5,4,29,3,0,22,1,11.0,1,2,2.0,0,9,0.964444444444444,0,2,True
1080,1,0,1,0,0,1,54,1,0,4,5,1.26,0,54,1,0,0,1,1.66666666666667,0,1,0.75,0,6,0.947826086956522,0,0,False
1081,2,0,1,0,0,8,138,1,0,7,10,0.85,1,82,3,0,15,2,3.16666666666667,0,1,1.5,0,7,0.873198847262248,0,3,True
1082,0,0,1,0,0,3,28,1,0,0,2,2.0,0,0,2,0,0,1,0.5,0,1,0.75,0,6,0.88,0,0,False
1083,0,3,3,0,2,32,238,1,3,0,0,1.32,1,0,2,15,23,1,7.33333333333333,4,1,3.375,0,276,0.93681917211329,0,3,True
1084,0,1,1,0,0,5,29,1,0,1,0,2.64,0,0,3,7,1,1,8.0,8,2,0.0,0,7,0.88,0,0,True
1085,5,6,1,0,0,3,90,1,0,9,4,0.28,1,74,4,0,17,1,4.73333333333333,1,2,2.11764705882353,0,6,0.987679671457906,0,1,False
1086,0,0,1,0,0,8,76,1,0,3,5,0.94,1,40,2,0,10,1,5.2,0,1,0.0,0,6,0.968085106382979,0,1,False
1087,0,9,1,0,0,9,154,1,0,25,4,0.38,4,77,3,1,34,1,9.76923076923077,0,1,1.8,0,9,0.980451127819549,0,3,True
1088,0,0,1,0,0,8,45,1,1,2,1,0.42,5,50,4,0,16,1,8.0,3,2,2.25,0,6,0.948863636363636,0,2,True
1089,10,1,1,0,0,3,137,1,0,54,12,0.28,2,92,3,0,28,2,6.26086956521739,0,1,1.0,0,8,0.985294117647059,0,3,True
1090,0,1,1,0,0,0,66,1,0,0,0,1.69,0,0,5,0,3,1,11.0,11,2,0.0,0,10,0.923076923076923,0,2,True
1091,1,1,1,0,0,14,162,1,1,7,5,0.89,3,69,5,0,18,1,6.25,0,2,1.6,0,10,0.95,0,3,True
1092,0,1,1,0,0,7,42,1,0,1,1,0.47,4,50,4,0,7,1,13.0,6,3,1.5,0,10,0.924050632911392,0,3,True
1093,0,1,1,0,0,3,42,1,1,7,4,0.62,1,71,3,3,7,1,2.83333333333333,1,0,0.5,0,6,0.956834532374101,0,1,False
1094,1,3,1,0,0,8,77,1,2,8,1,0.67,1,80,2,4,15,1,5.0,1,1,1.66666666666667,0,6,0.972602739726027,0,1,False
1095,0,1,1,0,0,13,64,1,0,4,2,0.86,4,25,3,0,13,1,6.0,1,1,0.6,0,8,0.857954545454545,0,1,False
1096,0,1,2,0,1,17,101,1,0,3,3,0.6,7,41,5,0,21,1,10.5,3,1,2.5,0,14,0.981651376146789,0,1,True
1097,0,1,1,0,1,15,87,1,0,2,3,0.92,3,37,5,0,14,1,7.25,1,1,1.16666666666667,0,8,0.973333333333333,0,1,True
1098,0,1,1,0,0,3,50,1,1,3,2,1.61,0,41,3,0,4,1,2.25,1,1,0.0,0,6,0.941176470588235,0,0,False
1099,0,1,1,0,0,16,76,1,0,1,2,1.49,3,0,3,0,9,1,3.0,1,1,0.6,0,6,0.962732919254658,0,1,True
1100,0,1,1,0,0,1,24,1,0,4,2,0.42,2,25,3,0,9,1,4.0,2,1,0.6,0,6,0.941747572815534,0,0,False
1101,1,1,3,0,0,27,135,1,0,5,2,0.69,9,44,4,0,25,1,7.0,1,1,2.66666666666667,0,13,0.971867007672634,0,2,True
1102,0,1,1,0,1,10,64,1,0,2,3,0.63,3,37,4,0,15,1,5.75,1,1,0.833333333333333,0,8,0.97029702970297,0,1,False
1103,0,1,1,0,0,10,55,1,0,3,2,0.89,2,22,3,0,13,1,4.33333333333333,1,1,0.8,0,6,0.96,0,1,True
1104,0,0,2,2,1,11,129,1,0,12,7,0.56,3,47,1,0,9,2,8.0,0,1,2.11111111111111,0,6,0.978155339805825,0,1,False
1105,0,3,2,0,0,14,65,1,0,0,0,1.38,2,0,2,0,11,1,6.33333333333333,1,1,1.4,0,6,0.9453125,0,0,False
1106,0,1,1,0,0,13,74,1,2,5,1,0.69,3,60,3,2,16,1,6.5,1,2,1.33333333333333,0,7,0.963470319634703,0,2,True
1107,0,12,1,0,0,9,151,1,0,9,0,0.75,2,81,1,0,13,1,4.91666666666667,2,1,1.0,0,6,0.985365853658537,0,1,False
1108,0,0,1,0,0,0,18,1,0,0,2,0.86,0,0,1,5,0,2,0.0,0,0,0.0,0,6,0.896551724137931,0,0,False
1109,0,0,1,0,1,11,448,1,1,0,34,0.88,0,0,1,0,56,1,7.2,1,1,0.0,0,6,0.9638671875,0,2,True
1110,0,1,1,0,0,4,79,1,0,4,8,0.89,0,72,2,0,9,2,2.11111111111111,1,1,0.727272727272727,0,6,0.970149253731343,0,1,True
1111,0,0,1,0,0,3,117,1,0,2,20,0.57,0,95,1,0,36,4,2.95,0,0,0.272727272727273,0,6,0.983561643835616,0,1,False
1112,0,0,1,0,0,4,71,1,0,9,10,0.72,0,71,1,0,6,2,3.0,1,1,0.75,0,6,0.969230769230769,0,1,False
1113,1,0,1,0,1,4,252,1,0,0,41,0.29,0,0,1,0,50,2,9.11904761904762,1,1,0.0909090909090909,0,53,0.915054667788057,0,3,True
1114,1,5,1,0,0,10,107,1,1,9,1,0.82,0,75,1,2,13,1,5.625,2,0,1.0,0,6,0.971774193548387,0,1,False
1115,0,0,1,0,0,5,78,1,0,7,10,1.01,0,72,1,0,3,2,2.5,0,0,0.666666666666667,0,6,0.967914438502674,0,1,False
1116,0,2,2,0,0,11,86,1,4,10,0,0.77,0,73,1,2,15,1,4.5,1,0,1.875,0,7,0.917431192660551,0,2,True
1117,0,1,1,0,0,2,22,1,0,3,2,0.76,0,22,2,0,3,1,3.33333333333333,1,1,0.0,0,6,0.890625,0,0,False
1118,7,1,2,0,0,13,260,1,0,18,7,0.71,3,85,4,1,24,2,6.26666666666667,2,1,1.52941176470588,0,10,0.986072423398329,0,2,True
1119,0,1,1,0,0,0,20,1,0,0,0,0.61,0,0,5,0,2,1,13.0,13,2,0.0,0,10,0.850746268656716,0,0,True
1120,0,1,1,0,0,0,20,1,0,0,0,0.53,0,0,6,0,2,1,15.0,15,2,0.0,0,10,0.861111111111111,0,0,True
1121,2,1,2,3,0,9,191,1,0,39,13,0.33,4,87,3,1,27,2,9.25,1,1,2.0,0,8,0.986409966024915,0,4,True
1122,2,1,2,0,0,13,202,1,0,27,9,0.47,5,82,3,0,22,2,8.33333333333333,1,2,2.5,1,10,0.983914209115281,0,3,True
1123,12,1,1,0,0,9,232,1,0,19,9,0.56,2,84,1,0,36,1,5.54545454545455,1,0,1.45833333333333,0,6,0.985915492957746,0,2,True
1124,0,0,1,0,0,2,68,1,0,2,8,1.62,0,37,1,0,1,3,2.75,0,1,0.0,0,6,0.953846153846154,0,1,False
1125,0,0,1,0,0,6,43,1,1,3,2,1.07,0,44,4,2,3,1,3.66666666666667,2,1,0.6,0,6,0.931372549019608,0,0,True
1126,0,1,1,0,0,3,81,1,0,1,8,1.53,0,44,2,0,3,2,1.55555555555556,0,1,0.454545454545455,0,6,0.963636363636364,0,1,False
1127,0,1,2,0,0,14,191,1,0,23,9,0.52,6,79,3,0,23,2,8.8,1,1,2.33333333333333,0,23,0.942249240121581,0,4,True
1128,1,0,1,3,0,8,124,1,0,16,10,0.54,1,73,1,0,14,1,7.54545454545455,2,1,1.76923076923077,0,6,0.985185185185185,0,1,False
1129,0,1,1,0,0,0,45,1,0,1,16,0.6,0,11,1,0,6,2,1.70588235294118,1,1,0.210526315789474,0,6,0.961290322580645,0,1,False
1130,0,0,1,0,0,6,117,1,0,6,11,0.96,0,63,2,0,10,1,4.45454545454545,0,1,0.461538461538462,0,6,0.97864768683274,0,1,True
1131,20,2,2,0,0,16,601,2,1,45,9,0.38,6,87,3,0,81,2,10.8125,1,1,1.97142857142857,0,25,0.967903293038766,0,4,True
1132,1,0,1,0,0,9,68,1,1,4,3,0.37,3,44,4,0,14,1,6.8,3,3,2.71428571428571,0,6,0.969178082191781,0,2,True
1133,1,6,2,0,0,7,275,1,1,17,18,0.78,0,88,1,0,24,3,3.07692307692308,0,1,1.14285714285714,0,35,0.991304347826087,0,1,False
1134,2,0,1,0,6,2,32,1,0,0,4,0.48,1,0,1,0,8,1,5.0,3,3,0.375,0,6,0.935483870967742,0,2,False
1135,4,0,1,4,6,6,112,1,0,7,10,0.48,2,75,1,0,23,1,7.42857142857143,2,2,1.125,0,6,0.982673267326733,0,1,True
1136,0,2,1,0,0,6,105,1,2,16,6,0.72,0,83,3,2,7,2,5.2,1,2,1.0,0,9,0.958333333333333,0,3,True
1137,0,0,1,0,0,14,142,1,0,18,6,0.68,3,85,3,0,12,1,8.33333333333333,1,1,1.375,0,8,0.970074812967581,0,3,True
1138,0,1,1,0,0,5,41,1,0,3,2,0.75,1,22,2,0,6,1,6.0,1,1,1.2,0,6,0.943089430894309,0,0,False
1139,2,0,1,0,0,8,121,1,0,11,8,0.58,3,74,3,0,13,2,6.2,1,1,1.16666666666667,0,8,0.979695431472081,0,2,True
1140,0,0,1,0,0,4,56,1,1,1,5,1.19,0,16,3,0,3,1,1.5,1,1,0.375,0,6,0.948275862068966,0,0,False
1141,2,1,2,3,0,13,113,1,0,1,3,0.8,3,83,4,0,12,1,7.5,3,2,1.75,0,10,0.966442953020134,0,2,True
1142,0,1,1,0,0,3,32,1,0,1,2,1.45,0,33,2,1,3,1,1.66666666666667,0,0,0.0,0,6,0.91044776119403,0,0,False
1143,0,2,2,0,0,12,89,1,0,2,3,0.51,3,50,4,2,10,1,8.8,1,2,2.14285714285714,0,10,0.966666666666667,0,2,True
1144,0,2,2,0,0,12,80,1,1,6,1,0.45,4,50,5,1,10,1,9.25,0,4,2.16666666666667,0,10,0.966329966329966,0,2,True
1145,0,1,2,0,1,6,198,1,5,11,19,0.66,1,93,2,20,21,1,6.68,0,0,1.03703703703704,0,7,0.917525773195876,0,2,True
1146,1,0,1,0,0,9,140,1,0,6,10,0.76,2,72,3,0,15,2,4.63636363636364,1,1,1.76923076923077,0,8,0.939947780678851,0,3,True
1147,0,1,1,0,2,8,306,1,1,13,30,1.11,0,95,1,3,24,2,1.90625,0,0,0.529411764705882,0,16,0.972602739726027,0,2,True
1148,0,0,1,3,0,8,93,1,0,7,7,0.54,2,72,3,0,13,1,7.0,1,1,2.11111111111111,0,6,0.980519480519481,0,1,True
1149,0,0,1,0,0,7,62,1,0,1,5,1.44,0,19,2,2,4,1,2.4,1,0,0.428571428571429,0,6,0.950413223140496,0,1,False
1150,0,0,1,0,0,10,46,1,2,0,1,1.15,0,0,1,2,7,1,5.0,1,0,0.8,0,28,0.717171717171717,0,0,True
1151,1,1,1,0,0,9,175,1,0,13,13,0.54,3,80,3,0,15,2,5.46666666666667,1,1,1.47058823529412,0,37,0.876689189189189,0,3,True
1152,0,0,9,0,0,11,94,1,0,0,5,0.08,16,0,1,0,83,2,30.6,0,1,2.14285714285714,0,32,0.971428571428571,0,2,True
1153,0,2,3,0,0,14,52,1,0,0,0,0.98,3,0,2,0,12,1,10.5,7,3,2.75,2,6,0.944444444444444,0,0,False
1154,3,0,1,0,0,8,99,1,0,9,4,0.42,4,58,4,0,20,1,8.57142857142857,1,1,2.0,0,6,0.985037406483791,0,1,False
1155,0,1,1,0,0,3,51,1,1,4,2,1.42,0,37,3,0,4,1,3.0,1,1,0.0,0,6,0.932038834951456,0,0,False
1156,5,0,4,3,0,8,107,1,0,14,2,0.54,3,73,1,0,9,1,6.0,4,2,2.77777777777778,0,6,0.979827089337176,0,1,False
1157,0,1,1,0,0,8,70,1,0,1,5,0.91,1,16,1,0,9,1,5.83333333333333,3,0,1.5,0,6,0.952941176470588,0,1,False
1158,0,0,1,0,0,9,33,1,0,1,2,0.66,2,0,2,0,9,1,3.5,2,2,1.5,0,40,0.785714285714286,0,0,True
1159,1,0,1,0,0,11,176,1,0,22,12,0.51,3,81,1,0,19,2,6.84615384615385,1,1,1.86666666666667,0,17,0.971476510067114,0,2,True
1160,0,2,1,0,0,5,83,1,0,5,6,0.69,1,72,3,0,7,2,4.25,1,1,1.8,0,8,0.966386554621849,0,2,True
1161,0,2,4,0,0,14,49,1,0,0,0,0.78,3,0,2,0,9,1,5.5,5,2,3.0,0,6,0.921875,0,2,True
1162,0,0,1,0,19,6,149,1,0,0,19,0.66,1,0,1,0,11,1,4.36842105263158,1,1,1.33333333333333,0,6,0.983606557377049,0,1,False
1163,0,0,1,0,0,4,48,1,0,3,6,0.52,0,55,3,0,3,1,6.0,0,2,0.444444444444444,0,6,0.96319018404908,0,1,False
1164,1,0,1,1,0,5,89,1,2,12,8,0.76,0,86,1,1,3,2,7.27272727272727,0,1,0.307692307692308,0,6,0.975,0,1,False
1165,0,0,1,0,0,5,48,1,0,0,5,0.87,0,0,3,0,3,1,3.0,0,1,0.0,0,6,0.951612903225806,0,1,False
1166,0,0,1,0,0,6,49,1,0,1,4,0.53,2,25,3,0,3,1,8.25,1,2,2.5,0,6,0.966101694915254,0,1,False
1167,0,0,1,0,0,4,47,1,0,4,5,0.76,0,60,2,1,3,1,5.2,0,2,0.428571428571429,0,6,0.953846153846154,0,1,False
1168,0,0,1,0,0,5,48,1,0,1,5,1.12,0,60,2,0,3,1,3.0,0,2,0.428571428571429,0,6,0.945945945945946,0,0,False
1169,0,0,1,0,0,4,49,1,0,1,6,0.69,0,83,4,0,3,1,5.0,0,2,0.0,0,6,0.957142857142857,0,1,False
1170,0,0,1,0,0,5,55,1,0,0,6,0.31,1,0,4,0,4,1,11.5,0,2,0.875,0,6,0.976744186046512,0,1,False
1171,0,0,1,0,0,4,47,1,0,5,6,0.47,0,60,3,0,4,1,6.66666666666667,0,2,0.375,0,6,0.964912280701754,0,1,False
1172,0,0,1,0,0,2,26,1,1,0,1,0.39,0,0,5,0,3,1,12.0,5,2,0.75,0,6,0.926605504587156,0,1,False
1173,0,0,1,0,0,2,26,1,1,0,1,0.47,0,0,6,0,3,1,10.5,2,2,0.0,0,6,0.917525773195876,0,1,False
1174,0,0,1,0,0,5,55,1,0,12,6,0.28,1,62,3,1,5,1,11.8333333333333,0,2,1.125,0,6,0.978798586572438,0,1,False
1175,0,0,1,0,0,5,55,1,0,7,6,0.34,1,73,3,0,4,1,8.16666666666667,0,1,1.875,0,6,0.975806451612903,0,1,False
1176,0,1,1,0,0,4,58,1,0,3,7,0.56,0,58,3,0,4,1,4.75,0,1,0.3,0,6,0.967741935483871,0,1,False
1177,0,0,1,0,0,5,48,1,0,6,5,0.51,1,60,2,0,3,1,6.4,0,2,1.0,0,6,0.964912280701754,0,1,False
1178,0,0,1,0,0,5,48,1,0,2,5,0.89,0,60,2,0,3,1,3.6,0,2,0.428571428571429,0,6,0.952,0,1,False
1179,0,0,1,0,0,4,30,1,0,5,2,0.54,0,50,3,1,3,1,8.5,1,2,0.0,0,6,0.904761904761905,0,1,False
1180,0,0,1,0,0,5,55,1,0,4,6,0.51,0,50,3,0,3,1,6.66666666666667,0,2,0.5,0,6,0.96875,0,1,False
1181,0,0,1,0,0,4,48,1,0,3,6,0.56,0,55,3,0,3,1,5.83333333333333,0,2,0.0,0,6,0.961538461538462,0,1,False
1182,0,0,1,0,0,3,51,1,1,5,6,0.37,0,60,4,2,3,1,8.14285714285714,0,1,0.777777777777778,0,6,0.914027149321267,0,1,False
1183,0,0,1,0,0,4,45,1,1,1,4,0.42,0,60,5,1,3,1,9.6,0,2,0.0,0,6,0.954285714285714,0,2,False
