File,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
430,0,1,0,0,24,1,0,0.38,0,0,2,0,4,1,2.0,1,1,1,0.454545454545455,0,1.0,0,3,1,False
431,0,1,0,0,21,1,0,2.33,0,0,0,1,0,0,1.0,1,1,1,0.0,0,0.0,0,1,0,False
432,0,1,0,1,19,1,0,2.71,0,0,2,0,0,2,2.0,2,2,1,0.0,0,0.0,0,1,0,False
433,0,1,0,4,166,5,10,1.19,0,100,2,1,3,2,2.2,0,1,1,0.307692307692308,0,0.0,0,2,0,False
434,0,1,0,6,40,2,0,1.05,1,0,2,0,1,2,1.0,0,1,1,0.375,0,0.0,0,1,1,False
435,4,1,0,1,60,1,12,0.25,0,86,1,4,11,2,4.75,0,0,1,1.0,0,0.5,0,3,1,False
436,6,2,17,3,80,1,0,0.26,0,88,1,0,15,1,5.05555555555556,0,1,1,1.6,0,1.0,0,4,3,False
437,0,1,0,2,41,3,1,0.56,0,0,2,1,3,2,2.28571428571429,0,1,1,0.2,0,0.0,0,1,2,True
438,0,1,2,0,52,2,6,0.16,1,74,2,3,15,3,4.39130434782609,1,1,1,0.821428571428571,0,0.5,0,4,6,False
439,0,1,0,0,25,2,2,0.69,0,44,2,0,1,1,3.4,1,1,1,0.375,0,0.0,0,1,0,False
440,0,1,0,2,24,2,2,0.5,1,33,2,0,3,2,3.0,0,1,1,0.375,0,1.0,0,1,2,False
441,0,1,0,17,45,1,0,3.21,0,0,2,7,1,1,1.0,1,1,1,0.0,0,1.0,0,2,1,False
442,0,1,0,0,23,2,0,0.59,0,0,2,0,4,2,0.5,0,0,1,0.666666666666667,0,1.0,0,1,0,False
443,0,1,0,3,21,1,0,4.2,0,0,2,1,0,1,2.0,2,1,1,0.0,0,0.0,0,1,0,False
444,0,1,0,0,21,1,0,0.47,0,0,2,0,1,1,1.625,1,1,1,0.333333333333333,0,1.0,0,5,0,False
445,0,1,0,5,35,2,1,1.06,1,100,2,0,2,2,2.33333333333333,0,1,1,0.0,0,1.0,0,2,2,False
446,0,1,0,0,23,2,1,0.7,0,0,2,0,1,2,2.5,2,1,1,0.0,0,0.0,0,2,0,False
447,0,1,0,4,24,1,0,2.4,0,0,0,2,1,0,1.0,1,1,1,0.0,0,0.0,0,2,0,False
448,0,1,1,0,35,3,15,0.29,0,100,1,0,1,2,3.35714285714286,0,1,0,0.1875,0,1.0,0,3,0,False
449,0,1,1,0,22,1,1,0.65,0,50,1,0,1,1,3.4,1,1,1,0.714285714285714,0,0.0,0,1,0,False
450,3,1,3,7,228,1,2,0.99,0,80,2,0,1,2,2.25,0,1,1,0.833333333333333,0,0.0,0,1,0,False
451,2,1,0,0,29,1,1,0.63,0,22,2,0,1,1,6.66666666666667,2,0,1,0.272727272727273,0,0.0,0,1,0,False
452,0,1,0,0,22,3,4,0.25,0,83,1,0,3,3,0.466666666666667,0,0,1,0.157894736842105,0,1.0,0,1,0,False
453,11,1,1,2,431,8,92,0.37,0,100,1,1,11,2,5.95121951219512,0,1,1,0.901098901098901,0,0.5,0,4,4,True
454,2,1,2,1,34,1,3,0.11,3,90,2,0,20,3,3.66666666666667,0,0,1,1.33333333333333,0,0.333333333333333,0,1,5,True
455,0,1,0,0,18,1,3,0.2,0,82,2,0,7,2,2.21428571428571,0,1,1,0.25,0,0.0,0,2,0,False
456,0,1,0,0,17,1,0,1.0,2,0,2,0,1,1,3.0,3,4,1,0.0,0,0.0,0,1,0,False
457,0,1,2,0,17,1,0,0.74,0,0,2,0,0,1,1.66666666666667,0,1,1,0.0,0,0.0,0,1,0,False
458,0,1,0,0,23,1,6,0.25,0,75,1,0,4,2,2.08333333333333,0,1,1,0.357142857142857,0,0.0,0,1,1,False
459,0,1,1,0,17,1,6,0.47,0,93,1,0,1,2,1.0,0,0,1,0.0,0,0.0,0,1,1,False
460,3,1,2,2,36,1,15,0.21,1,77,2,0,14,2,6.0,0,1,1,1.36363636363636,0,1.0,0,3,0,False
461,0,1,0,0,17,1,1,0.71,0,75,1,0,1,2,0.75,0,0,1,0.0,0,0.0,0,1,0,False
462,0,2,0,0,23,1,0,0.45,0,0,2,0,4,2,3.0,2,2,1,0.857142857142857,0,0.0,0,3,0,False
463,0,1,2,4,54,3,0,0.69,1,0,2,0,5,2,2.75,0,1,1,0.0,0,1.0,0,1,2,False
464,0,1,0,0,29,1,5,0.31,0,70,2,0,3,2,3.21428571428571,1,1,1,0.333333333333333,0,1.0,0,3,0,False
465,0,1,0,0,17,1,0,2.43,0,0,0,2,2,0,1.0,1,0,1,0.0,0,0.0,0,1,0,False
466,0,1,0,2,28,1,0,3.11,0,0,2,0,0,1,1.0,1,0,1,0.0,0,0.5,0,1,1,False
467,0,1,0,3,29,1,0,3.22,0,0,2,0,0,1,1.0,1,0,1,0.0,0,1.0,0,1,0,False
468,0,4,0,0,21,1,0,0.68,0,0,1,0,1,2,3.0,3,6,4,2.0,2,0.0,0,3,0,False
469,0,1,0,4,21,1,0,0.37,4,0,1,1,4,2,3.0,3,19,16,4.0,4,0.0,0,1,0,False
470,1,1,1,2,56,2,1,0.34,0,0,2,0,4,5,3.18181818181818,0,0,1,0.928571428571429,0,0.0,0,3,1,False
471,0,1,0,5,58,1,4,0.91,0,62,1,3,3,2,8.33333333333333,3,1,1,1.44444444444444,0,0.0,0,2,1,False
472,0,1,0,11,45,1,3,1.18,2,0,1,0,5,2,18.0,6,4,1,1.5,0,0.0,0,1,1,False
473,0,1,0,13,34,1,0,4.86,0,0,0,7,2,0,3.0,3,1,1,0.0,0,0.0,0,1,2,False
474,0,1,0,10,30,1,0,3.75,0,0,0,2,1,0,31.0,31,0,1,0.0,0,0.0,0,1,1,False
475,0,1,0,5,32,1,0,5.33,0,0,0,4,0,0,12.0,11,1,1,0.0,0,0.0,0,1,1,False
476,0,1,0,12,33,1,0,4.71,0,0,0,104,3,0,1.0,1,1,1,0.0,0,0.0,0,1,1,False
477,0,0,0,0,20,1,0,6.67,0,0,0,24,0,0,0.0,0,0,0,0.0,0,0.0,0,1,1,False
478,0,1,0,7,39,1,0,2.17,1,0,2,0,3,1,3.5,2,2,1,1.5,0,0.0,0,1,0,False
479,0,1,0,4,29,1,0,4.14,0,0,0,1,1,0,0.5,0,1,1,0.0,0,0.0,0,1,0,False
480,0,2,0,7,44,1,2,1.57,0,33,1,0,1,2,10.3333333333333,2,1,1,1.2,0,0.0,0,1,0,False
481,0,1,0,4,61,2,6,0.51,0,60,1,0,6,2,3.44444444444444,2,1,1,1.41666666666667,0,0.0,0,1,0,False
482,0,1,1,9,29,1,0,1.93,5,0,1,0,1,1,3.0,3,6,4,1.0,1,0.0,0,1,0,False
483,0,1,0,0,17,1,0,3.4,0,0,1,1,2,1,2.0,2,1,1,0.4,0,0.0,0,1,0,False
484,0,1,0,0,25,1,0,1.56,0,0,0,1,5,0,1.1,0,0,1,0.0,0,0.0,0,3,0,False
485,0,1,0,0,17,1,1,1.06,0,25,1,0,1,1,2.75,0,1,1,0.0,0,0.0,0,1,0,False
486,0,0,0,0,17,1,2,4.25,0,100,1,0,0,1,0.0,0,1,0,0.0,0,0.0,0,1,0,False
487,0,1,0,0,17,1,2,0.71,0,41,1,0,2,1,2.33333333333333,1,1,1,0.0,0,0.0,0,1,0,False
488,0,1,0,0,21,2,7,0.17,0,57,1,0,4,1,3.57894736842105,0,1,1,0.454545454545455,0,0.0,0,3,0,False
489,0,1,0,0,20,1,0,1.18,0,100,3,0,0,1,1.25,0,2,1,0.0,0,0.0,0,1,0,False
490,0,1,0,0,17,1,3,0.53,0,57,2,0,2,1,1.85714285714286,1,1,1,0.4,0,0.0,0,1,0,False
491,16,2,7,3,117,3,9,0.22,1,85,1,0,18,2,5.8,0,0,1,1.52941176470588,0,1.0,0,3,1,True
492,0,1,2,3,48,1,2,0.6,0,94,1,0,4,1,4.75,1,0,1,1.18181818181818,0,1.0,0,3,0,False
493,0,1,0,0,17,1,0,1.55,0,0,2,0,0,1,1.0,1,3,1,0.0,0,0.0,0,1,0,False
494,0,1,0,0,25,1,6,0.3,0,73,1,0,0,1,1.78571428571429,1,1,1,0.375,0,1.0,0,2,1,False
495,0,1,0,3,32,1,0,2.0,0,100,2,0,0,1,1.25,0,1,1,0.857142857142857,0,1.0,0,2,0,False
496,0,1,0,3,66,2,6,1.16,0,75,1,0,1,2,3.28571428571429,1,1,1,0.0,0,0.0,0,2,1,False
497,0,1,0,0,28,1,1,0.5,0,80,1,1,6,2,0.5,0,0,1,0.0,0,1.0,0,2,0,True
498,0,1,0,0,22,1,2,0.47,0,14,1,1,0,1,2.71428571428571,1,1,1,0.333333333333333,0,0.0,0,2,0,False
499,0,1,0,0,24,1,2,0.5,0,70,2,0,3,1,1.75,0,1,1,0.3,0,1.0,0,2,1,False
500,8,1,0,1,61,1,0,0.17,0,85,1,0,10,2,4.5,2,2,1,1.82608695652174,0,1.0,0,1,0,False
501,1,1,1,0,21,1,1,0.6,0,37,1,0,0,1,6.875,1,1,1,0.363636363636364,0,1.0,0,1,0,False
502,0,1,0,3,65,1,0,1.25,0,100,0,2,6,0,1.81818181818182,1,0,1,0.0,0,1.0,0,1,0,False
503,13,1,20,0,32,1,0,0.15,1,69,1,0,14,1,4.33333333333333,0,1,1,0.782608695652174,0,1.0,0,4,1,False
504,1,2,0,3,62,1,0,0.17,1,63,1,0,13,2,5.25,2,1,1,2.57142857142857,0,1.0,0,1,0,False
505,9,1,10,7,666,3,3,0.5,0,93,1,0,43,2,9.04545454545454,0,1,1,1.32608695652174,0,0.5,0,4,11,True
506,0,1,0,0,20,1,0,1.33,0,0,2,3,0,1,37.75,4,1,1,0.0,0,0.0,0,2,0,False
507,3,1,0,13,145,1,2,0.76,3,66,1,0,10,1,5.55555555555556,3,2,1,2.36363636363636,0,0.0,0,1,5,False
508,0,1,0,8,100,1,0,4.0,0,0,2,1,4,1,1.0,0,0,1,0.0,0,1.0,0,2,0,True
509,0,1,0,23,56,2,2,4.0,0,0,1,1,3,1,1.0,1,1,1,0.0,0,0.0,0,1,0,False
510,1,1,8,1,32,1,0,0.17,0,100,1,0,10,1,5.22222222222222,0,1,1,2.0,0,1.0,0,4,0,False
511,0,1,0,0,21,1,1,0.91,0,0,3,0,0,1,2.2,1,1,1,0.0,0,0.0,0,2,0,False
512,1,1,0,2,142,1,6,0.35,0,84,1,1,19,2,6.13953488372093,0,1,1,0.844444444444444,0,0.333333333333333,0,5,6,True
513,0,1,0,0,22,1,1,1.69,0,0,2,0,0,1,1.5,1,2,1,0.0,0,0.0,0,2,0,False
514,0,1,0,0,24,1,4,0.4,0,40,1,0,2,1,3.0,2,1,1,0.4,0,0.0,0,2,0,False
515,3,1,1,1,141,1,6,0.24,0,89,1,0,26,2,8.01234567901234,0,1,1,0.566265060240964,0,0.5,0,4,7,True
516,0,1,2,0,17,1,3,0.22,0,84,1,0,4,2,3.38461538461538,0,1,1,0.333333333333333,0,0.0,0,2,0,False
517,7,3,0,2,60,5,2,0.15,1,100,1,0,21,2,2.71428571428571,0,1,1,1.57142857142857,0,0.0,0,2,0,False
518,0,1,0,6,56,2,2,0.66,1,25,2,0,12,2,2.0,1,2,1,1.28571428571429,0,0.0,0,3,2,False
519,0,1,0,4,57,1,3,0.7,0,62,1,0,7,2,4.375,2,1,1,1.2,0,0.0,0,2,1,False
520,6,2,13,4,124,10,0,0.23,1,100,1,0,27,2,2.33333333333333,0,1,1,1.68571428571429,0,0.0,0,3,4,False
521,4,2,20,8,205,1,0,0.25,4,95,1,0,47,1,7.71428571428571,0,1,1,2.26086956521739,0,0.6,0,3,3,False
522,10,2,0,13,179,1,0,0.41,6,83,1,0,54,2,5.83333333333333,1,1,1,2.0,0,0.666666666666667,0,4,2,True
523,0,1,0,4,28,1,0,1.12,0,0,1,0,6,2,2.0,1,1,1,0.0,0,0.0,0,1,1,False
524,0,1,0,2,196,4,29,0.7,0,92,1,0,9,2,5.98360655737705,0,1,1,0.0,0,0.666666666666667,0,2,2,False
525,0,1,0,5,31,1,0,0.61,2,0,1,0,10,2,2.0,1,1,1,1.5,0,0.0,0,1,1,False
526,0,1,0,4,28,1,0,0.62,2,0,1,0,9,2,1.5,1,1,1,0.75,0,0.0,0,1,1,False
527,0,1,0,8,37,1,0,0.69,4,0,1,0,10,2,1.5,1,1,1,1.5,0,0.666666666666667,0,2,1,False
528,0,1,0,8,37,1,0,0.76,3,0,1,0,10,2,1.5,1,1,1,1.5,0,0.0,0,1,0,False
529,0,2,0,8,37,1,0,0.51,2,0,1,0,20,2,4.0,1,1,1,3.0,0,1.0,0,3,1,False
530,5,1,0,9,86,1,0,0.44,4,0,1,0,27,2,3.28571428571429,1,1,1,1.55555555555556,0,0.5,0,2,1,True
531,5,3,0,3,71,4,1,0.35,1,100,1,0,24,2,2.1,0,1,1,1.13333333333333,0,0.0,0,2,1,False
532,2,1,1,0,58,2,18,0.24,0,93,1,0,13,2,2.48837209302326,0,1,1,0.297872340425532,0,0.0,0,1,0,False
533,2,2,3,4,60,4,0,0.38,0,100,1,0,14,2,1.875,0,1,1,2.46153846153846,0,0.0,0,1,0,False
534,5,3,0,9,159,1,6,0.56,1,70,1,0,17,2,4.9,2,1,1,2.5,0,0.0,0,1,0,False
535,2,1,2,5,42,1,0,0.61,2,33,1,0,12,1,4.0,0,1,1,0.6,0,1.0,0,1,1,False
536,1,1,3,6,64,4,0,0.29,3,100,1,0,19,2,2.28571428571429,0,1,1,1.5,0,0.0,0,1,0,False
537,2,1,1,1,42,2,8,0.41,0,85,1,0,16,2,2.6,0,1,1,0.0,0,0.0,0,1,0,False
538,6,3,7,3,56,1,0,0.29,1,66,1,0,17,1,5.33333333333333,0,1,1,1.72727272727273,0,1.0,0,1,1,False
539,3,2,0,11,68,1,0,0.86,2,0,1,0,10,2,2.25,1,5,2,2.33333333333333,1,0.0,0,2,0,False
540,0,1,0,5,45,1,2,2.37,0,33,1,0,2,2,2.33333333333333,2,1,1,1.0,0,0.0,0,1,0,False
541,0,2,5,2,55,4,0,0.47,2,0,1,0,20,2,2.25,1,1,1,0.769230769230769,0,0.0,0,1,0,False
542,0,1,0,4,29,1,0,0.71,6,0,1,0,14,2,1.0,1,23,2,1.0,1,0.0,0,1,0,False
543,0,1,1,6,93,2,3,1.18,0,62,1,0,7,2,6.875,1,1,1,0.636363636363636,0,1.0,0,1,1,False
544,0,1,10,3,116,10,0,0.34,2,100,2,7,21,2,2.57894736842105,1,1,1,1.46666666666667,0,0.0,0,1,3,False
545,1,1,6,2,66,6,0,0.23,3,0,1,0,22,2,2.41666666666667,0,1,1,0.736842105263158,0,0.0,0,1,1,False
546,8,2,11,5,213,6,5,0.32,2,88,1,0,48,2,3.03125,0,1,1,1.23076923076923,0,0.333333333333333,0,2,3,True
547,0,1,0,4,39,1,2,0.66,0,37,1,0,19,1,4.0,1,1,1,1.16666666666667,0,0.0,0,3,4,False
548,0,1,0,4,33,1,0,0.8,6,100,1,0,14,2,1.0,1,15,2,1.75,1,0.0,0,1,0,False
549,0,1,0,0,24,1,2,0.96,0,40,1,0,0,2,1.8,1,1,1,0.0,0,0.0,0,1,0,False
550,1,3,13,1,77,7,9,0.23,0,100,1,0,28,2,3.80952380952381,0,1,0,1.13793103448276,0,0.0,0,1,0,False
551,1,3,2,3,48,3,0,0.41,2,100,1,0,21,2,2.2,0,1,1,1.0,0,0.0,0,1,0,False
552,0,1,0,0,23,2,4,0.62,0,33,1,0,2,2,2.16666666666667,2,1,1,0.0,0,0.0,0,1,0,False
553,3,3,0,6,58,2,1,0.28,4,40,1,0,22,2,3.83333333333333,2,2,1,2.9,0,0.0,0,2,0,False
554,1,2,5,7,67,1,0,0.24,6,66,1,0,32,1,6.33333333333333,0,1,1,1.375,0,0.5,0,2,2,False
555,0,1,0,0,17,1,2,0.77,0,55,1,0,2,2,2.66666666666667,2,1,1,0.333333333333333,0,0.0,0,1,0,False
556,3,3,0,8,68,1,1,0.42,3,60,1,0,21,2,4.6,2,2,1,1.57142857142857,0,0.0,0,1,0,False
557,2,1,0,3,39,2,1,0.45,2,50,1,0,19,2,1.4,0,1,1,0.875,0,0.0,0,1,0,False
558,0,1,0,0,17,1,0,0.89,1,0,1,0,7,2,2.0,2,5,1,0.0,0,0.0,0,1,0,False
559,1,1,3,2,46,4,0,0.32,0,0,1,0,27,2,1.875,0,1,1,0.846153846153846,0,0.0,0,2,0,True
560,2,1,0,1,63,3,5,0.29,0,67,1,0,26,2,2.11764705882353,1,1,1,1.04761904761905,0,0.0,0,2,0,False
561,5,1,0,1,63,5,3,0.32,1,100,1,0,22,2,2.5625,1,1,1,0.954545454545455,0,0.5,0,2,0,False
562,0,1,0,0,20,1,5,0.42,0,71,1,0,4,1,3.22222222222222,1,1,1,0.0,0,0.0,0,2,1,False
563,1,1,0,3,32,1,2,0.86,0,33,1,0,10,1,4.33333333333333,3,3,1,0.8,0,1.0,0,3,1,False
564,0,1,0,6,27,1,0,5.4,0,0,0,5,2,0,1.0,1,1,1,0.0,0,1.0,0,2,1,False
565,1,1,2,1,29,3,0,0.76,0,0,1,0,8,2,0.8,0,1,1,0.0,0,0.0,0,2,0,False
566,0,1,0,0,31,3,3,0.36,0,40,1,0,14,2,1.7,1,1,1,0.214285714285714,0,0.0,0,2,1,False
567,0,1,0,0,28,1,2,1.27,0,40,1,0,0,2,1.8,1,1,1,0.625,0,0.0,0,2,0,False
568,1,1,5,3,72,5,0,0.45,1,0,1,0,18,2,1.4,0,1,1,1.0625,0,0.0,0,2,1,False
569,0,1,0,0,24,1,1,2.18,0,0,1,0,0,2,1.0,1,1,1,0.0,0,0.0,0,2,0,False
570,2,1,2,2,46,3,0,0.61,1,0,1,0,14,2,1.5,0,1,1,0.4,0,0.0,0,2,1,False
571,0,1,0,0,27,1,2,1.23,0,37,1,0,0,2,2.25,2,1,1,0.0,0,0.0,0,2,0,False
572,0,1,3,4,29,1,0,0.38,3,0,1,0,9,1,4.33333333333333,3,8,1,0.8,0,0.0,0,1,0,False
573,3,4,6,11,108,1,0,0.42,4,71,1,0,37,2,5.42857142857143,1,3,1,3.0,0,0.0,0,2,3,False
574,7,3,2,0,42,5,3,0.12,2,40,1,0,24,2,2.58823529411765,0,1,1,1.0,0,1.0,0,1,1,False
575,0,2,5,3,100,6,8,0.49,0,100,1,0,19,2,3.0,0,1,0,0.761904761904762,0,0.0,0,3,0,False
576,5,2,0,0,28,3,1,0.13,0,100,1,0,26,2,2.27272727272727,0,1,1,0.866666666666667,0,0.0,0,1,0,False
577,0,1,0,8,31,1,0,5.17,0,0,0,14,2,0,1.0,1,1,1,0.0,0,0.0,0,3,0,False
578,0,1,0,0,33,2,8,0.36,0,75,1,0,2,2,3.41176470588235,1,1,1,0.761904761904762,0,1.0,0,3,0,True
579,0,1,0,7,42,1,0,1.08,1,0,1,0,12,2,1.0,1,1,1,0.0,0,0.0,0,2,1,False
580,1,1,6,0,41,6,0,0.3,0,0,1,0,9,2,2.08333333333333,0,1,1,0.631578947368421,0,1.0,0,3,0,True
581,0,1,0,0,17,1,0,1.21,0,0,1,5,3,2,2.5,2,0,1,1.6,0,0.0,0,1,0,False
582,0,1,0,0,17,1,4,0.4,0,72,1,0,1,1,1.66666666666667,1,1,1,0.0,0,0.0,0,1,0,False
583,0,1,0,2,44,1,1,0.86,0,85,2,0,1,3,1.85714285714286,0,1,1,1.11111111111111,0,0.0,0,2,1,False
584,0,1,0,3,55,1,5,1.77,0,66,1,0,1,1,2.66666666666667,2,1,1,0.0,0,0.0,0,1,0,False
585,3,1,11,1,114,6,32,0.17,0,100,1,7,23,1,9.95348837209302,0,0,0,1.18,0,0.5,0,4,10,True
586,61,1,3,2,218,2,3,0.12,2,97,2,0,86,1,8.74626865671642,0,1,1,1.78571428571429,0,0.625,0,5,10,True
587,3,1,6,1,48,1,130,0.16,0,99,1,0,3,1,8.70588235294118,0,1,0,0.684210526315789,0,0.5,0,4,6,False
588,2,2,9,2,56,1,0,0.22,0,86,1,0,9,1,5.7,0,1,1,2.16666666666667,0,0.0,0,1,1,True
589,0,1,0,0,22,1,1,0.4,1,33,2,0,8,1,3.0,1,1,1,1.2,0,0.5,0,4,2,False
590,0,1,0,1,24,1,0,0.24,2,0,2,0,15,1,8.0,2,2,1,3.0,0,0.0,0,1,0,False
591,2,1,0,0,23,1,0,0.51,0,75,2,0,10,1,4.25,2,2,1,0.666666666666667,0,0.0,0,3,1,False
592,0,1,0,8,36,1,0,1.33,2,0,2,0,4,1,2.5,2,2,1,0.75,0,0.0,0,2,0,False
593,0,1,0,12,54,1,0,4.15,0,0,1,1,3,1,0.0,0,0,1,0.0,0,1.0,0,1,0,False
594,0,1,0,3,34,1,0,2.62,0,0,2,1,3,1,0.25,0,0,1,0.0,0,0.5,0,1,1,False
595,0,1,0,0,17,1,3,0.45,0,61,1,0,4,2,1.0,1,1,1,0.0,0,1.0,0,1,0,False
596,6,2,3,2,48,2,1,0.1,0,77,2,0,30,2,6.1,2,1,1,2.76923076923077,0,0.5,0,1,2,True
597,4,1,0,0,18,1,5,0.13,0,45,1,0,10,1,4.71428571428571,3,2,1,1.22222222222222,0,0.0,0,1,0,False
598,0,1,0,0,22,1,2,0.29,0,66,1,0,2,1,2.33333333333333,0,1,1,1.0,0,0.0,0,2,0,False
599,0,1,0,0,30,1,4,0.77,0,70,1,0,1,1,2.3,0,1,1,0.0,0,0.0,0,3,0,False
600,0,0,0,0,21,1,6,5.25,0,100,1,0,0,1,0.0,0,1,0,0.0,0,0.0,0,2,0,False
601,2,1,1,4,43,1,2,0.21,5,70,2,0,20,1,8.8,2,2,1,2.71428571428571,0,1.0,0,5,3,True
602,0,1,0,2,34,1,1,2.0,0,62,1,0,1,2,3.75,0,1,1,0.0,0,0.0,0,3,0,False
603,0,1,0,3,206,1,27,0.77,0,94,1,0,8,1,4.75925925925926,0,1,1,0.0,0,1.0,0,3,5,False
604,1,1,2,1,82,5,2,0.26,0,66,2,0,6,2,2.52631578947368,0,0,1,0.44,0,0.5,0,4,2,False
605,0,1,0,0,28,1,3,1.12,0,40,1,0,0,1,2.4,1,1,1,0.0,0,0.0,0,2,0,False
606,0,1,0,0,21,1,1,1.11,1,50,2,0,1,1,3.0,2,2,1,0.75,0,0.0,0,2,0,False
607,1,1,2,5,38,1,0,1.73,0,0,1,0,1,1,3.0,0,1,1,0.8,0,0.0,0,2,0,False
608,2,1,0,0,21,1,3,0.33,0,53,1,0,4,2,2.2,0,2,1,1.85714285714286,0,0.0,0,1,1,False
609,0,1,0,5,56,1,3,1.93,0,55,1,0,0,1,4.33333333333333,1,1,1,0.0,0,0.0,0,2,0,False
610,0,1,0,0,26,1,13,0.19,0,91,1,0,5,1,4.96774193548387,0,1,1,0.181818181818182,0,0.0,0,4,1,False
611,0,1,0,0,25,2,9,0.36,0,100,1,0,2,1,2.625,0,1,0,0.157894736842105,0,0.0,0,2,0,False
612,0,1,0,1,95,1,17,0.58,0,94,1,0,2,2,3.65789473684211,0,1,1,0.225,0,0.5,0,3,3,False
613,0,1,0,0,26,1,7,0.31,0,87,1,0,3,1,3.8125,1,1,1,0.0,0,0.0,0,3,1,False
614,0,1,0,0,97,1,25,0.3,0,94,1,0,4,1,3.92647058823529,1,1,1,0.157142857142857,0,0.0,0,6,2,False
615,0,1,0,1,62,1,5,0.34,0,83,1,0,4,2,9.16,1,1,1,0.888888888888889,0,0.0,0,5,0,False
616,116,2,14,7,1285,7,39,0.21,4,95,2,0,181,2,8.59259259259259,1,1,1,1.94152046783626,0,0.45,0,4,12,True
617,2,4,2,0,22,1,0,0.12,0,66,1,0,13,1,21.3333333333333,0,1,1,2.0,0,1.0,0,4,8,False
618,0,1,0,0,20,1,0,1.18,0,100,3,1,0,1,36.5,2,2,1,0.0,0,0.0,0,3,0,False
619,0,1,0,0,31,1,2,1.11,0,66,1,0,1,2,1.16666666666667,0,1,1,0.0,0,0.0,0,1,0,False
620,0,1,0,5,98,1,4,2.33,0,65,1,0,0,1,2.2,1,1,1,0.0,0,0.0,0,3,1,False
621,0,1,0,3,71,1,5,1.69,0,76,1,0,3,2,3.2,2,1,1,0.0,0,0.0,0,3,0,False
622,2,3,12,7,187,7,0,0.3,3,100,1,0,34,2,6.8,0,1,1,1.75,0,0.333333333333333,0,4,3,True
623,0,2,0,7,87,3,7,0.62,0,50,1,0,5,1,4.77777777777778,1,1,1,1.30769230769231,0,1.0,0,3,0,True
624,1,4,0,1,20,1,0,0.29,1,33,1,0,4,1,10.5,9,10,6,2.0,2,0.0,0,3,0,False
625,0,1,0,2,98,1,15,0.74,0,92,2,0,0,2,2.24242424242424,0,1,1,0.194444444444444,0,0.0,0,4,0,False
626,0,1,0,0,28,1,5,0.38,0,76,1,0,4,2,2.76923076923077,0,1,1,0.4,0,0.0,0,4,0,False
627,0,1,0,0,24,1,5,0.4,0,80,2,0,1,2,1.61538461538462,0,1,1,0.0,0,0.0,0,1,0,False
628,0,1,0,2,68,2,8,1.05,0,100,2,0,2,2,1.8125,0,1,0,0.0,0,0.0,0,2,0,False
629,0,1,0,3,210,3,45,0.8,0,100,2,0,6,2,2.14754098360656,0,1,0,0.0461538461538462,0,1.0,0,4,4,False
630,0,1,0,0,28,1,4,0.58,0,70,2,0,1,1,2.4,0,1,1,0.25,0,0.0,0,1,0,False
631,0,0,0,0,21,1,0,7.0,0,0,2,0,0,1,0.0,0,0,0,0.0,0,0.0,0,1,0,False
632,0,1,0,0,21,2,6,0.95,0,100,1,0,1,2,0.4,0,1,0,0.0,0,0.0,0,1,0,False
633,0,1,0,0,21,1,1,1.17,0,62,1,0,0,2,1.5,0,1,1,0.0,0,0.0,0,2,0,False
634,0,1,0,9,30,1,0,3.75,0,0,0,3,1,0,1.0,1,1,1,0.0,0,0.0,0,2,0,False
635,1,1,0,0,38,3,8,0.23,0,100,1,0,5,3,2.66666666666667,1,1,1,0.863636363636364,0,0.0,0,1,0,False
636,2,1,0,4,78,2,3,0.4,1,100,1,0,13,3,2.66666666666667,0,1,1,1.6,0,0.0,0,2,2,False
637,0,1,0,0,33,2,1,0.46,0,100,1,0,3,3,1.83333333333333,0,1,1,1.66666666666667,0,0.0,0,3,0,False
638,0,1,0,1,28,1,1,1.47,0,62,1,0,0,2,2.0,0,1,1,0.0,0,0.0,0,1,0,False
639,0,1,0,0,21,1,3,0.54,0,77,1,0,1,2,2.22222222222222,0,1,1,0.0,0,0.0,0,3,0,False
640,0,1,0,0,24,1,5,0.4,0,80,2,0,1,2,1.84615384615385,0,1,1,0.0,0,0.0,0,1,0,False
641,0,1,0,0,24,1,2,0.86,0,66,1,0,1,2,1.66666666666667,0,1,1,0.0,0,0.0,0,3,0,False
642,0,1,0,0,20,1,20,0.11,0,93,2,0,0,2,1.90697674418605,0,1,1,0.0,0,0.0,0,1,0,False
643,0,1,0,0,49,1,22,0.2,0,94,2,0,4,2,3.3125,0,1,1,0.0,0,0.333333333333333,0,4,2,True
644,0,1,0,0,35,1,9,0.37,0,86,2,0,1,2,1.85,0,1,1,0.0,0,0.0,0,3,0,False
645,0,1,0,0,24,1,10,0.22,0,89,2,0,2,2,1.95833333333333,0,1,1,0.0,0,0.0,0,4,0,False
646,0,0,0,0,21,1,0,4.2,0,0,1,30,0,2,0.0,0,0,0,0.0,0,0.0,0,2,0,False
