File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,target
481,0,0,1,0,0,0,1,19,5,2,0,7,0,4,0,6,2,0,1,0,1.0,0,1,1,0,False
482,0,0,1,0,0,0,1,21,3,2,0,3,0,4,0,4,2,0,1,0,1.0,0,1,1,0,False
483,0,0,1,1,0,0,1,19,3,2,3,4,0,4,0,4,2,0,1,0,0.0,0,2,0,0,False
484,0,0,1,1,0,0,1,19,4,2,3,6,0,4,0,4,2,0,1,0,0.0,0,1,0,1,False
485,0,0,1,0,0,0,1,19,3,2,0,3,0,4,0,4,2,0,1,0,1.0,0,1,1,0,False
486,0,0,1,0,0,0,1,19,4,2,4,5,1,4,0,5,2,0,1,0,0.0,0,2,0,1,True
487,0,0,1,1,0,0,1,19,4,2,3,5,0,4,0,4,2,0,1,0,0.0,0,2,0,0,False
488,0,0,1,1,0,0,1,19,3,2,2,5,0,4,0,4,2,0,1,0,0.0,0,1,0,1,False
489,0,4,1,0,0,0,1,16,3,3,1,4,0,4,0,6,2,0,0,0,1.0,0,2,1,0,False
490,0,0,1,1,0,0,1,19,3,2,2,5,0,4,0,4,2,0,1,0,0.0,0,2,0,0,False
491,0,0,1,2,1,0,1,20,3,3,2,5,0,4,0,6,2,0,1,0,1.0,0,1,1,1,True
492,0,0,1,1,0,0,1,19,3,2,2,4,0,4,0,4,2,0,1,0,1.0,0,1,1,1,False
493,0,0,1,0,0,1,1,24,3,2,1,5,0,4,0,3,2,0,1,0,0.0,0,1,0,0,False
494,0,0,1,0,0,0,1,20,3,3,2,3,0,4,0,8,2,0,1,0,0.5,0,2,2,0,False
495,0,0,1,0,0,0,2,19,1,1,1,1,0,4,0,3,1,1,3,0,1.0,0,1,1,1,False
496,0,0,1,0,0,0,1,19,2,2,1,2,0,4,0,4,2,0,1,0,0.333333333333333,0,1,3,1,True
497,0,0,1,0,0,0,1,19,2,2,1,2,0,4,0,4,2,0,1,0,1.0,0,2,1,0,False
498,0,0,1,0,0,0,1,19,3,1,0,3,0,4,0,2,2,0,1,0,0.0,0,1,0,1,True
499,0,0,1,0,0,1,1,22,3,0,0,3,2,2,0,8,2,0,1,0,1.0,0,1,1,2,False
500,0,0,1,0,0,0,1,21,3,2,0,3,0,4,0,4,2,0,1,0,1.0,0,1,1,1,True
501,0,0,1,0,0,0,1,22,3,2,2,3,1,3,0,4,2,1,2,0,1.0,0,3,1,0,False
502,0,0,1,0,0,1,1,27,3,3,5,3,0,4,0,3,2,0,1,0,1.0,0,2,1,0,False
503,1,0,1,2,0,2,2,24,1,0,0,1,1,4,0,4,1,2,1,0,0.75,0,3,2,1,False
504,1,0,1,0,1,1,1,30,3,2,0,5,2,4,0,4,2,0,1,0,0.666666666666667,0,1,2,0,False
505,0,0,1,0,0,0,1,19,2,2,0,2,0,4,0,2,2,0,1,0,1.0,0,1,1,1,False
506,0,0,1,0,0,0,1,19,1,1,0,1,1,5,0,1,1,0,3,0,0.5,0,2,3,2,False
507,0,0,1,0,0,0,1,19,2,1,2,4,0,4,0,7,2,0,3,0,0.5,0,2,2,0,False
508,0,0,1,0,0,3,1,22,2,1,0,1,2,5,0,4,2,0,1,0,1.0,0,1,1,0,False
509,0,0,1,0,0,1,1,21,2,1,0,2,0,4,0,5,2,0,1,0,1.0,0,1,1,1,True
510,0,0,1,0,0,1,1,22,2,1,0,2,1,4,0,4,2,0,1,0,1.0,0,1,1,1,True
511,1,0,1,0,1,1,1,27,3,2,0,4,1,4,0,4,2,0,1,0,1.0,0,2,1,0,False
512,0,0,1,0,0,0,1,19,1,1,0,0,0,5,0,0,1,0,3,0,0.666666666666667,0,1,2,2,False
513,0,0,1,0,0,1,1,22,2,1,0,2,1,4,0,7,2,0,1,0,0.0,0,2,0,0,False
514,0,0,1,0,0,1,1,25,2,2,0,3,2,4,0,4,2,0,1,0,1.0,0,1,1,0,False
515,0,0,1,0,0,0,1,19,1,1,0,0,0,5,0,0,1,0,3,0,0.666666666666667,0,1,2,2,False
516,0,0,1,0,0,0,2,19,2,2,2,2,1,4,0,4,2,0,1,0,1.0,0,3,1,0,False
517,0,0,1,0,0,0,1,19,2,2,2,2,0,4,4,2,2,0,1,0,0.6,0,2,3,2,False
518,0,0,1,0,0,0,1,21,2,1,0,4,1,4,0,6,2,0,1,0,1.0,0,2,1,1,False
519,0,0,1,0,0,0,1,23,2,5,6,2,1,4,1,3,2,0,1,0,1.0,0,1,1,1,False
520,0,0,1,0,0,0,1,19,1,1,0,0,0,5,0,0,1,0,2,0,1.0,0,2,1,0,False
521,0,0,1,0,0,2,1,31,3,2,0,3,0,4,0,3,2,0,1,0,1.0,0,1,1,1,False
522,0,0,1,1,0,0,1,19,2,1,2,2,2,4,0,3,2,0,1,0,1.0,0,1,1,1,False
523,0,0,1,0,0,0,1,19,1,0,0,6,0,4,0,6,1,0,1,0,1.0,0,1,1,0,False
524,0,0,1,1,0,0,1,19,1,0,0,4,0,4,0,0,1,1,1,0,0.0,0,2,0,1,False
525,0,0,1,0,0,0,1,23,2,3,0,11,1,4,0,3,2,0,1,0,1.0,0,3,1,2,False
526,0,1,1,0,0,0,1,16,1,0,0,0,0,0,1,0,0,1,1,0,0.0,0,1,0,1,False
527,0,0,1,0,0,4,1,28,2,0,0,2,2,2,0,8,2,0,2,0,1.0,0,2,1,1,False
528,0,0,1,0,0,0,1,16,1,0,1,5,0,1,0,0,2,0,1,0,0.0,0,1,0,1,False
529,0,0,1,0,0,0,1,19,1,0,0,1,0,4,0,1,1,1,5,0,0.0,0,2,0,0,False
530,0,0,1,0,0,1,1,25,5,0,0,6,2,3,0,8,2,0,3,0,1.0,0,2,1,1,False
531,0,0,1,1,0,0,1,21,3,2,2,3,0,4,0,3,2,0,1,0,0.0,0,3,0,0,False
532,0,0,1,0,0,0,1,19,3,2,4,3,1,3,0,5,2,0,2,0,0.0,0,1,0,3,False
533,0,0,1,0,0,2,1,98,4,26,4,7,0,3,259,16,2,0,0,0,0.428571428571429,0,3,3,4,True
534,0,0,1,1,0,0,1,21,3,1,2,17,0,2,0,6,1,0,1,0,0.5,0,2,2,2,False
535,1,0,1,1,0,0,1,19,1,0,0,2,0,2,0,1,1,1,0,0,0.0,0,3,0,0,False
536,0,0,1,1,0,0,1,22,1,0,1,4,2,2,0,4,1,3,3,0,1.0,0,3,1,1,False
537,0,0,1,0,0,0,1,19,1,0,0,1,1,2,0,1,1,0,6,0,1.0,0,2,1,0,False
538,0,0,1,1,0,0,1,21,1,2,1,2,0,2,0,3,1,0,2,0,0.0,0,1,0,0,False
539,0,0,1,0,0,0,1,19,1,0,2,1,5,2,0,4,1,3,13,0,0.0,0,2,0,0,False
540,0,0,1,0,0,1,1,21,1,0,0,2,0,2,0,1,1,1,2,0,0.0,0,2,0,0,False
541,0,0,1,2,0,0,2,17,1,0,1,3,4,5,0,3,1,4,7,0,0.0,0,1,0,0,True
542,0,0,1,0,0,2,1,29,1,3,1,0,0,4,3,3,1,2,2,0,0.0,0,1,0,2,False
543,0,0,1,0,0,0,1,19,5,3,1,7,0,4,0,4,2,0,1,0,0.0,0,1,0,1,False
544,0,0,1,0,0,0,1,19,1,0,0,2,0,2,0,3,1,0,4,0,0.0,0,1,0,2,True
545,1,0,1,0,0,0,1,19,2,1,0,5,0,4,0,2,1,0,1,0,0.666666666666667,0,1,2,1,False
546,0,0,1,0,0,1,2,26,1,0,0,4,0,4,0,3,1,1,2,0,1.0,0,1,1,0,False
547,0,0,1,0,0,0,1,19,1,0,0,1,0,2,0,2,1,4,2,0,0.0,0,1,0,2,False
548,0,0,1,0,0,0,1,20,4,1,2,6,1,3,0,9,2,0,1,0,1.0,0,2,1,1,False
549,0,0,1,0,0,0,1,19,1,1,1,3,0,2,0,2,1,0,2,0,0.0,0,2,0,1,False
550,0,0,1,0,0,1,1,21,2,1,0,2,0,3,0,5,2,0,1,0,0.0,0,1,0,0,False
551,0,0,1,0,0,0,1,29,7,2,5,13,1,3,0,6,2,0,1,0,0.0,0,1,0,1,False
552,0,0,1,1,0,0,1,19,1,0,0,1,0,2,0,3,1,1,4,0,0.0,0,2,0,1,False
553,0,0,1,0,0,0,1,19,3,1,0,3,0,4,0,2,2,0,0,0,0.0,0,1,0,1,False
554,0,0,1,1,0,0,1,19,3,1,0,4,0,4,0,4,2,0,1,0,0.0,0,1,0,1,False
555,0,0,1,0,0,0,1,19,3,1,0,6,1,4,0,3,2,0,1,0,0.5,0,1,2,1,True
556,0,0,1,0,0,1,1,21,2,1,0,2,1,4,0,2,2,0,1,0,0.0,0,2,0,0,False
557,0,0,1,0,0,0,1,19,7,0,0,12,2,4,0,2,2,0,3,0,0.0,0,1,0,0,True
558,0,0,1,0,0,0,1,20,2,1,3,2,1,4,1,2,2,0,1,0,1.0,0,2,1,0,False
559,0,0,1,0,0,2,1,22,3,1,1,3,3,4,0,2,2,0,1,0,0.0,0,1,0,2,False
560,0,0,1,0,0,0,1,19,6,2,4,10,0,4,0,3,2,0,1,0,0.5,0,1,2,1,False
561,0,0,1,1,0,0,1,19,3,2,0,4,2,4,0,4,2,0,1,0,0.5,0,1,2,1,True
562,0,0,1,0,0,0,1,21,2,2,4,3,1,4,0,3,2,0,1,0,1.0,0,1,1,1,False
563,0,0,1,0,0,0,1,19,2,2,0,4,0,6,0,3,1,0,1,0,1.0,0,2,1,0,True
564,0,0,1,0,0,0,1,19,1,1,0,4,0,6,0,0,1,0,1,0,1.0,0,1,1,2,False
565,0,0,1,0,0,0,1,19,1,2,0,2,0,6,0,2,1,0,1,0,1.0,0,2,1,1,True
566,0,0,1,0,0,2,1,38,1,7,0,0,0,5,9,1,1,2,1,0,0.333333333333333,0,1,3,2,True
567,0,0,1,0,0,0,1,19,4,3,5,5,1,4,0,3,2,0,1,0,1.0,0,1,1,1,True
568,0,0,1,0,0,0,1,21,1,2,0,3,0,6,0,1,1,1,1,0,0.333333333333333,0,1,3,0,False
569,0,0,1,0,0,0,2,23,2,6,3,3,2,4,3,4,2,0,1,0,0.5,0,3,3,0,True
570,0,0,1,0,0,0,1,21,1,3,0,1,0,6,0,1,1,1,2,0,1.0,0,1,1,0,False
571,0,0,1,0,0,1,1,24,1,2,0,1,0,5,2,1,1,1,2,0,1.0,0,2,1,0,False
572,0,0,1,1,0,0,2,25,1,3,1,0,0,5,0,1,1,2,3,0,1.0,0,2,1,0,False
573,0,0,1,0,0,0,1,24,2,1,0,3,2,5,0,3,2,0,1,0,0.5,0,1,3,0,True
574,0,0,1,3,0,0,1,16,1,0,0,2,0,2,0,1,1,3,2,0,1.0,0,1,1,0,False
575,0,0,1,0,0,0,1,19,1,1,0,2,0,4,0,7,1,0,7,0,0.5,0,3,2,1,False
576,0,0,1,0,0,0,1,34,1,20,0,24,0,4,0,25,1,0,0,0,0.285714285714286,0,3,5,3,True
577,0,0,1,0,0,0,1,19,1,3,2,0,0,3,2,1,1,0,3,0,1.0,0,3,1,1,False
578,2,0,1,3,0,2,1,27,5,1,3,5,7,4,0,8,2,0,1,0,0.5,0,2,2,1,False
579,0,0,1,0,0,0,1,24,2,1,1,6,1,4,1,5,2,0,1,0,0.4,0,4,3,1,False
580,0,0,1,0,0,0,1,22,3,1,0,4,0,4,0,5,2,0,1,0,0.0,0,1,0,1,False
581,0,0,1,0,0,0,1,21,3,2,2,4,0,4,0,5,2,0,1,0,0.0,0,1,0,1,False
582,0,0,1,2,0,0,1,19,4,3,3,8,0,4,0,6,2,0,1,0,0.0,0,2,0,1,False
583,0,0,1,1,0,0,1,19,3,3,3,4,1,4,0,6,2,0,1,0,0.5,0,2,2,0,True
584,0,0,1,1,0,0,1,20,3,2,3,4,0,4,0,4,2,0,1,0,0.0,0,2,0,0,False
585,0,0,1,0,0,0,1,21,2,3,3,4,1,4,1,2,2,0,1,0,1.0,0,2,1,2,False
586,0,0,1,0,0,0,1,16,2,1,0,2,1,4,1,2,2,0,1,0,0.0,0,1,0,0,False
587,0,0,1,0,0,0,1,19,2,2,0,2,0,4,0,2,2,0,0,0,0.0,0,2,0,1,False
588,0,0,1,0,0,0,1,19,3,1,2,4,0,4,0,3,2,0,1,0,0.0,0,2,0,0,False
589,0,0,1,0,0,1,1,23,3,2,5,4,1,4,0,7,2,0,1,0,0.375,0,3,4,1,True
590,0,0,1,0,0,1,1,25,3,1,0,4,0,4,0,2,2,0,0,0,0.0,0,1,0,0,False
591,0,0,1,0,0,2,1,25,2,2,0,2,1,4,0,2,2,0,1,0,1.0,0,3,1,1,False
592,1,0,1,0,1,0,1,16,4,2,0,5,0,3,1,5,1,0,0,0,0.0,0,1,0,0,False
593,0,0,1,2,0,1,1,26,5,1,0,4,1,4,0,6,2,0,1,0,0.75,0,1,2,0,True
594,2,0,1,0,0,0,1,20,1,0,5,8,0,2,0,6,1,2,3,0,1.0,0,1,1,0,False
595,0,0,1,0,0,0,1,22,1,1,0,1,0,2,1,1,1,0,1,0,0.5,0,2,2,0,False
596,2,0,1,0,0,0,1,21,4,2,5,9,1,4,1,6,2,0,1,0,0.25,0,3,4,0,True
597,0,0,1,0,0,0,1,19,2,1,0,3,1,4,1,2,2,0,1,0,0.0,0,2,0,1,False
598,0,0,1,0,0,0,1,20,3,3,2,3,0,4,1,4,2,0,1,0,0.5,0,2,2,1,False
599,0,0,1,0,0,0,1,18,2,2,2,5,1,4,0,9,2,0,1,0,0.333333333333333,0,2,3,0,False
600,0,0,1,0,0,0,1,20,2,1,0,2,1,4,0,2,2,0,1,0,0.0,0,1,0,1,False
601,0,0,1,0,0,0,1,19,2,3,0,1,0,5,0,2,2,0,1,0,0.0,0,3,0,0,False
602,0,0,1,0,0,0,1,19,1,3,2,2,0,4,6,1,1,0,0,0,1.0,0,2,1,0,False
603,0,0,1,0,0,0,1,19,2,3,0,1,0,5,0,2,2,0,1,0,0.0,0,3,0,0,False
604,0,0,1,0,0,0,1,19,2,3,0,1,0,5,0,2,2,0,1,0,0.0,0,2,0,1,False
605,0,0,1,0,0,0,1,20,2,3,0,1,0,5,0,2,2,0,1,0,0.0,0,3,0,1,False
606,0,0,1,0,0,0,1,19,2,3,0,1,0,5,0,2,2,0,1,0,0.0,0,2,0,0,False
607,0,0,1,0,0,0,1,20,3,3,2,3,0,4,0,4,2,0,1,0,1.0,0,1,1,2,False
608,0,0,1,0,0,0,1,18,2,3,3,2,0,4,1,2,2,0,1,0,1.0,0,2,1,1,False
609,0,0,1,0,0,0,1,23,3,2,0,4,0,4,0,4,2,0,1,0,1.0,0,2,1,0,True
610,1,0,1,0,0,0,1,21,6,1,1,8,1,4,0,5,2,0,1,0,0.666666666666667,0,2,2,0,False
611,0,0,1,0,0,0,1,21,4,2,4,4,1,4,0,4,2,0,1,0,0.5,0,1,2,2,False
612,0,0,1,0,0,1,1,22,4,2,4,4,1,4,0,4,2,0,1,0,0.333333333333333,0,2,3,1,False
613,0,0,1,0,0,1,2,22,1,0,0,2,0,2,0,2,1,1,2,1,1.0,0,2,1,0,False
614,0,0,1,0,0,0,2,19,1,0,0,1,0,1,0,3,2,1,4,1,0.0,0,1,0,2,False
615,0,0,1,0,0,1,2,22,4,1,0,4,1,4,0,2,2,0,1,0,1.0,0,1,1,1,True
616,0,0,1,0,0,1,1,42,9,2,1,12,0,4,0,5,2,0,1,0,1.0,0,2,1,1,False
617,0,0,1,0,0,1,1,21,2,2,0,2,1,4,1,2,2,0,1,0,1.0,0,1,1,2,False
618,0,0,1,0,0,0,1,19,3,2,2,4,2,4,0,6,2,0,1,0,0.5,0,2,2,0,True
619,0,0,1,0,0,0,1,21,2,3,2,4,1,4,1,12,2,0,1,0,0.5,0,2,2,2,True
620,0,0,1,3,0,0,1,18,3,4,2,5,0,4,0,6,2,0,1,0,0.5,0,2,2,0,True
621,0,0,1,2,0,1,1,28,2,4,0,7,1,4,1,3,2,0,1,0,1.0,0,2,1,0,False
622,1,0,1,2,0,0,1,16,4,8,4,9,0,4,0,6,2,0,0,0,0.0,0,2,0,0,False
623,0,0,1,0,0,0,2,19,1,0,0,1,0,4,0,1,1,3,5,1,0.0,0,2,0,1,False
624,0,0,1,0,0,1,1,21,2,1,1,2,1,4,0,4,2,0,1,0,1.0,0,1,1,1,False
625,0,0,1,0,0,0,1,19,8,1,2,13,0,4,0,4,2,0,1,0,1.0,0,1,1,2,False
626,0,0,1,0,0,2,1,22,2,1,0,1,0,6,0,1,2,0,1,0,1.0,0,1,1,1,False
627,0,0,1,0,0,0,1,21,4,3,1,6,0,4,0,6,2,0,1,0,0.0,0,2,0,1,True
628,0,0,1,0,0,0,1,19,7,1,0,11,1,4,0,5,2,0,1,0,0.5,0,3,3,1,True
629,0,0,1,0,0,0,1,16,2,2,0,1,0,5,1,1,2,0,1,0,0.0,0,1,0,0,False
630,0,0,1,0,0,0,1,18,3,5,1,5,0,4,1,11,2,0,1,0,0.5,0,2,2,0,True
631,0,0,1,0,0,1,1,37,9,3,2,11,1,4,0,3,2,0,1,0,0.0,0,2,0,0,False
632,0,0,1,0,0,2,1,23,2,1,1,2,0,4,0,2,2,0,1,0,0.666666666666667,0,1,2,2,False
633,0,0,1,0,0,1,1,24,3,1,0,4,0,4,0,2,2,0,0,0,1.0,0,2,1,1,False
634,0,0,1,0,0,2,1,18,2,1,0,1,0,5,1,1,2,0,1,0,0.0,0,1,0,0,False
635,0,0,1,0,0,0,1,19,2,1,0,2,0,4,0,2,2,0,1,0,1.0,0,1,1,0,True
636,0,0,1,0,0,0,1,21,3,2,1,3,0,4,0,2,2,0,1,0,0.0,0,1,0,2,False
637,0,0,1,0,0,1,1,21,2,2,1,2,0,4,1,2,2,0,1,0,0.0,0,1,0,2,False
638,0,0,1,0,0,0,1,19,4,1,1,4,0,4,0,3,2,0,0,0,0.0,0,2,0,0,False
639,0,0,1,0,0,0,1,19,5,3,5,8,1,4,1,5,2,0,1,0,0.0,0,1,0,0,False
640,0,0,1,0,0,0,1,19,1,1,0,0,0,5,0,0,1,0,2,0,0.0,0,1,0,1,False
641,0,0,1,0,0,0,1,22,2,2,3,3,1,4,0,4,2,0,1,0,1.0,0,2,1,2,True
642,0,0,1,0,0,0,1,21,2,2,4,3,1,4,0,4,2,0,1,0,0.0,0,2,0,1,False
643,0,0,1,0,0,0,1,19,2,2,3,4,1,4,9,6,2,0,1,0,0.5,0,2,2,2,True
644,0,0,1,0,0,0,1,16,2,1,0,1,0,5,0,2,2,0,1,0,1.0,0,2,1,0,True
645,0,0,1,0,0,0,1,19,2,1,0,1,1,5,0,2,2,0,1,0,1.0,0,1,1,1,False
646,0,0,1,0,0,0,1,22,2,1,0,1,0,5,0,2,2,0,1,0,0.0,0,2,0,1,False
647,0,0,1,0,0,0,1,22,2,1,0,1,1,5,0,2,2,0,1,0,1.0,0,2,1,0,False
648,0,0,1,0,0,0,1,22,2,1,0,1,0,5,0,2,2,0,1,0,0.0,0,3,0,0,False
649,0,0,1,0,0,0,1,19,2,1,0,1,1,5,0,2,2,0,1,0,0.5,0,1,2,1,False
650,0,0,1,0,0,0,1,22,2,1,0,1,0,5,0,2,2,0,1,0,0.0,0,2,0,0,False
651,0,0,1,0,0,0,1,22,2,1,0,1,1,5,0,2,2,0,1,0,0.0,0,2,0,1,False
652,0,0,1,0,0,0,1,19,3,1,0,2,1,5,0,4,2,0,1,0,0.0,0,2,0,1,False
653,0,0,1,0,0,0,1,19,2,3,3,4,1,4,0,2,2,0,1,0,1.0,0,1,1,1,False
654,0,0,1,0,0,1,1,21,2,1,2,3,1,4,5,2,2,0,1,0,1.0,0,1,1,2,False
655,0,0,1,0,0,2,1,27,2,2,2,3,1,4,0,3,2,0,1,0,1.0,0,2,1,1,False
656,0,0,1,0,0,1,1,24,2,2,2,3,1,4,0,3,2,0,1,0,1.0,0,2,1,1,False
657,0,0,1,0,2,3,1,126,1,19,1,11,0,2,26,17,2,0,1,0,0.666666666666667,0,3,2,1,False
658,0,0,1,1,0,0,2,19,1,1,1,3,0,2,0,5,1,1,2,0,0.0,0,2,0,1,False
659,0,0,1,0,0,0,1,19,1,0,2,5,0,1,0,0,1,1,1,0,0.0,0,1,0,2,False
660,0,0,1,0,1,0,1,19,1,2,1,3,0,3,0,1,1,0,2,0,0.0,0,2,0,1,False
661,0,0,1,0,0,0,1,21,1,0,0,6,2,2,0,1,1,0,0,0,0.5,0,3,2,1,False
662,0,0,1,0,0,1,1,19,1,0,0,2,0,2,0,1,1,0,2,0,0.0,0,2,0,0,True
663,0,0,1,0,0,0,1,19,1,1,1,3,0,2,0,1,1,0,2,0,0.0,0,1,0,0,True
664,0,0,1,0,0,0,1,19,6,1,1,6,0,4,1,8,1,0,2,0,0.5,0,2,2,0,False
665,0,0,1,0,0,0,1,19,1,0,0,1,0,2,0,1,1,0,2,0,0.0,0,2,0,0,False
666,0,0,1,0,0,0,1,19,1,0,0,1,0,5,0,2,1,2,2,0,0.0,0,2,0,0,False
667,1,0,1,0,1,0,1,22,1,0,0,5,0,4,0,2,1,0,1,0,0.0,0,2,0,0,False
668,0,0,1,0,0,0,1,21,2,5,1,3,1,4,0,7,2,0,1,0,0.8,0,2,2,0,True
669,0,0,2,0,0,0,2,21,1,0,2,6,0,1,0,0,2,1,1,0,0.0,0,1,0,1,False
670,0,0,1,0,0,0,1,23,1,1,0,0,0,3,0,2,1,2,2,0,1.0,0,3,1,0,False
671,0,0,1,1,0,0,1,19,1,0,1,1,0,4,1,2,1,3,3,0,0.5,0,2,2,0,False
672,1,0,1,1,1,0,1,20,1,0,0,1,0,1,0,1,1,0,1,0,0.0,0,1,0,0,False
673,0,0,1,1,0,1,1,54,1,0,4,16,0,4,0,11,1,0,1,0,0.6,0,2,2,1,False
674,2,0,2,0,0,0,2,23,1,0,4,2,0,6,0,6,1,2,1,0,1.0,0,2,1,1,False
675,0,0,1,0,0,0,1,21,1,1,0,1,0,5,1,4,1,1,2,0,1.0,0,2,1,1,False
676,0,0,1,1,0,0,1,21,1,0,1,2,0,3,0,2,1,0,0,0,1.0,0,2,1,1,False
677,1,0,1,0,2,4,1,31,1,0,0,2,0,1,0,0,1,0,1,0,0.0,0,2,0,0,False
678,0,1,1,0,0,8,1,30,1,0,0,0,0,0,1,1,0,2,1,0,1.0,0,2,1,1,False
679,0,0,3,1,0,0,4,22,1,0,1,2,0,1,0,1,2,3,2,0,1.0,0,2,1,1,False
680,0,0,1,0,0,0,1,19,2,1,0,4,0,4,0,2,2,0,1,0,1.0,0,1,1,0,False
681,1,0,1,0,0,6,1,60,3,3,2,3,1,3,0,7,2,0,1,0,0.0,0,2,0,0,False
682,0,0,1,0,0,0,1,20,2,1,0,3,1,4,0,5,2,0,1,0,1.0,0,1,1,0,False
683,0,0,1,0,0,0,1,19,2,1,0,2,0,4,0,2,2,0,1,0,0.0,0,1,0,1,False
684,0,0,1,0,0,1,2,20,1,0,0,1,0,4,0,2,1,1,3,1,0.0,0,1,0,0,False
685,0,0,1,1,0,0,1,19,2,1,0,2,1,4,0,4,2,0,1,0,1.0,0,2,1,1,False
686,0,0,1,0,0,4,3,23,1,0,0,1,3,2,0,3,1,1,13,2,1.0,0,1,1,0,False
687,0,0,1,0,0,0,1,29,3,0,4,13,0,1,0,9,2,1,1,0,0.0,0,1,0,2,False
688,0,0,0,0,0,0,0,19,1,0,2,2,0,1,0,1,1,0,1,0,0.0,0,1,0,2,False
689,0,0,1,0,0,0,1,20,1,0,2,6,0,2,0,1,1,0,1,0,0.333333333333333,0,1,3,2,True
690,0,0,1,1,0,0,1,41,1,4,6,18,0,3,0,5,1,0,0,0,0.5,0,2,2,2,True
691,0,0,1,0,0,0,1,21,1,0,1,3,0,1,3,0,1,1,1,0,0.0,0,1,0,2,False
692,0,0,1,1,2,0,1,22,1,0,1,5,0,2,0,1,1,1,1,0,0.333333333333333,0,2,3,1,True
693,0,0,1,1,0,0,1,31,1,1,5,16,0,1,0,3,1,0,1,0,0.5,0,3,2,0,False
694,0,0,1,0,0,0,1,19,1,0,2,6,0,2,1,0,1,2,1,0,0.0,0,2,0,1,False
695,0,0,1,1,1,0,1,30,2,6,7,14,0,3,2,11,2,1,1,0,0.0,0,2,0,1,False
696,0,0,1,1,0,0,2,25,3,4,7,5,0,2,0,3,2,1,1,0,0.0,0,2,0,1,False
697,0,0,1,1,0,0,2,27,2,7,5,4,0,1,1,5,2,1,0,0,0.333333333333333,0,2,3,2,False
698,0,0,1,1,0,0,1,25,1,1,0,2,1,3,0,7,1,3,2,0,1.0,0,2,1,1,False
699,0,0,1,2,0,0,1,35,1,8,5,12,0,2,1,8,1,1,1,0,1.0,0,3,1,1,False
700,0,0,1,0,0,0,1,23,1,0,1,2,0,4,0,2,1,1,1,0,0.0,0,2,0,1,False
701,0,0,1,0,0,0,1,29,1,0,5,14,0,1,0,5,1,1,0,0,0.0,0,1,0,2,False
702,0,0,1,1,0,0,1,29,1,2,6,10,0,2,0,8,1,1,1,0,0.0,0,1,0,2,False
703,0,0,1,0,0,0,1,23,1,2,2,5,0,2,0,6,1,1,1,0,0.0,0,2,0,1,False
704,0,0,1,1,0,1,2,43,1,4,6,10,0,2,0,17,1,0,1,0,0.0,0,2,0,2,False
705,0,0,1,0,0,0,1,24,1,0,3,10,0,1,2,7,1,1,1,0,0.0,0,1,0,2,False
706,0,0,1,0,0,1,1,24,2,4,2,2,1,5,1,6,2,0,1,0,0.0,0,3,0,1,False
707,0,0,1,0,0,1,1,22,2,1,0,2,2,7,0,2,2,0,2,0,0.0,0,2,0,0,False
708,0,0,1,0,0,0,1,22,3,4,0,1,0,6,1,1,2,1,1,0,0.0,0,1,0,1,False
709,0,0,1,0,0,0,2,20,1,1,2,6,0,1,0,2,2,1,1,0,0.0,0,1,0,2,False
710,0,0,1,1,0,3,2,43,2,1,0,3,1,4,0,4,2,0,1,0,1.0,0,3,1,0,True
711,0,0,1,0,0,0,2,21,2,0,3,4,0,1,0,4,2,1,1,0,0.0,0,2,0,0,False
712,0,0,2,1,0,4,5,36,1,0,1,5,2,1,0,12,3,2,2,0,0.666666666666667,0,3,3,1,True
713,1,0,1,0,9,1,3,35,1,1,0,8,0,1,0,6,1,0,1,0,0.571428571428571,0,2,4,3,True
714,0,0,1,0,0,0,1,22,1,1,0,2,0,3,0,3,1,0,1,0,0.5,0,2,3,1,False
715,0,0,0,0,0,0,0,21,1,0,15,0,0,0,0,0,0,0,0,0,1.0,0,3,1,0,False
716,0,0,1,0,0,1,3,27,1,2,2,2,2,3,0,8,1,1,1,0,0.714285714285714,0,3,3,0,True
717,0,0,1,0,0,0,1,23,1,0,14,30,0,2,0,11,1,0,1,0,0.454545454545455,0,3,4,0,True
718,0,0,1,1,0,0,1,32,1,3,1,16,0,2,0,4,1,0,1,0,0.5,0,3,3,2,False
719,0,0,1,0,0,0,2,30,1,1,1,13,0,3,0,2,1,0,1,0,0.5,0,3,3,1,False
720,3,0,1,0,0,2,5,45,1,2,3,3,1,3,0,19,1,0,1,0,0.733333333333333,0,3,4,1,True
721,2,0,1,1,4,0,4,17,1,0,0,3,1,1,0,3,1,0,1,0,0.25,0,3,4,0,True
722,0,0,1,0,0,0,2,21,1,2,0,0,0,3,0,5,1,0,1,0,1.0,0,3,1,0,False
723,0,0,1,1,0,0,1,26,3,3,4,5,0,1,0,8,2,1,1,0,1.0,0,2,1,1,False
