commit_id,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
611,10.0,21.0,0.0,7.0,1,6.0,19.0,5,3,False
612,22.0,13.0,0.0,9.0,1,121.0,13.0,10,2,False
613,2.0,3.0,0.0,2.0,1,1133.0,3.0,13,2,False
614,29.4285714285714,2.0,2.69026039096838,3.5714285714285694,1,400.714285714286,2.0,34,18,True
615,15.6111111111111,0.0,5.31562135659268,0.5185185185185179,2,972.703703703704,0.0,159,121,True
616,1.0,1.0,0.0,1.0,1,1743.0,1.0,0,5,False
617,3.0,2.0,0.0,3.0,1,820.0,2.0,0,3,False
618,29.0,0.0,0.0,12.0,1,12.0,0.0,3,4,False
619,69.0,19.0,0.0,20.0,1,71.0,15.0,1,1,False
620,18.372549019607803,21.0,4.74975293328316,0.7450980392156858,3,137.843137254902,0.500001286237638,3755,396,True
621,30.0,22.0,1.2323754495368502,4.66666666666667,1,521.333333333333,18.0,151,121,True
622,27.0,23.0,0.0,10.0,1,33.0,20.0,3,2,True
623,35.0,1.0,0.0,13.0,1,13.0,1.0,3,1,False
624,20.0,1.0,1.4365926126309698,3.4,1,138.0,1.0,265,85,False
625,39.75,1.0,1.25274540842172,7.0,1,23.75,1.0,209,45,True
626,27.1666666666667,4.0,2.89902087482495,2.6666666666666696,3,45.9166666666667,0.604938271604938,784,74,True
627,10.0,5.0,1.65620640482967,2.0,1,505.5,5.0,138,126,False
628,2.0,0.0,0.448864488723029,0.5,1,750.0,0.0,31,1,False
629,13.666666666666698,6.0,1.5696670098234902,5.33333333333333,1,3.0,6.0,26,0,False
630,31.0,0.0,0.0,16.0,1,161.0,0.0,3,0,False
631,34.55,1.5,3.24617589247054,2.1,1,272.45,3.0,633,57,True
632,30.0,7.0,0.0,12.0,1,9.0,7.0,52,0,False
633,4.5,0.0,0.91829583405449,3.0,1,753.0,0.0,7,2,False
634,27.6842105263158,1.0,2.6202779952695,2.4210526315789505,3,531.526315789474,0.666666666666667,280,1,False
635,68.3333333333333,0.0,1.49370954643224,9.0,1,132.0,0.0,12,9,False
636,39.0,1.0,1.03713230987173,4.33333333333333,1,332.66666666666697,0.0,69,1,False
637,16.1111111111111,1.5,2.8842286453200097,2.0,1,781.666666666667,2.0,140,14,False
638,45.0,3.0,1.51264474782106,6.66666666666667,1,347.666666666667,2.0,22,4,False
639,13.727272727272696,0.0,3.3927474104487803,1.72727272727273,2,1434.4545454545498,0.0,13,13,False
640,31.0,1.0,0.0,13.0,1,68.0,1.0,31,5,True
641,51.4,3.0,1.73975234307518,6.0,1,229.6,4.0,27,20,False
642,3.0,2.0,0.0,3.0,1,58.0,2.0,1,1,False
643,3.0,5.5,0.0,2.0,1,1266.0,6.0,2,9,False
644,1.0,0.0,0.0,1.0,1,2052.0,0.0,3,0,False
645,27.7,0.0,2.98070706259868,2.6,1,103.7,0.0,258,69,False
646,42.0,1.0,0.0,13.0,1,78.0,1.0,8,1,False
647,22.0,2.0,0.7642045065086199,8.5,1,54.0,2.0,6,3,False
648,1.0,13.0,0.0,1.0,1,9.0,13.0,18,1,False
649,17.695652173913,5.0,3.8157136734013,1.56521739130435,2,496.9565217391298,0.84375,144,55,True
650,85.0,7.5,0.0,21.0,1,0.0,9.0,0,3,False
651,0.0,0.0,2.53212517218071,0.0,1,0.0,0.0,300,0,False
652,17.6666666666667,10.0,1.97467809502176,3.0,1,681.5,12.0,51,12,False
653,2.0,4.0,0.0,2.0,1,281.0,4.0,17,1,False
654,31.5,11.0,1.0366472295287,6.0,1,40.0,13.0,260,20,True
655,41.0,0.0,0.0,18.0,1,35.0,0.0,1,1,False
656,70.0,3.5,0.0,16.0,1,29.0,3.0,4,0,False
657,34.7272727272727,4.5,2.53831712429002,3.18181818181818,1,107.636363636364,4.0,950,3,False
658,19.0,5.5,1.54975878111251,4.0,2,16.5,0.9921875,347,8,False
659,65.3333333333333,6.5,0.206399392837092,10.0,3,49.3333333333333,0.4999237921048621,150,34,False
660,28.2083333333333,0.0,3.618064703977472,1.625,1,36.25,0.0,623,86,False
661,26.0,15.0,0.999473020185984,6.0,1,262.5,17.0,36,1,False
662,13.3030303030303,16.0,4.01044000393806,1.12121212121212,5,5.303030303030299,0.250000004095934,2583,78,False
663,11.0,0.0,0.996038361365918,5.5,1,493.0,0.0,49,5,False
664,0.833333333333333,5.0,2.26672699590246,0.666666666666667,4,1.5,0.000244140625,89,30,False
665,0.0,15.5,1.12331800667408,0.0,1,0.0,1.0,144,150,False
666,0.0,16.5,0.0,0.0,1,0.0,0.0,0,8,False
667,5.628571428571429,17.0,3.8438334885058905,0.914285714285714,5,0.6,0.0080000008273264,2918,220,True
668,0.25,17.0,1.68130335289695,0.25,1,1.75,0.0,36,45,False
669,0.0,19.0,0.0,0.0,1,0.0,4.0,34,51,False
670,0.285714285714286,0.0,3.83044932623567,0.19047619047619,2,78.8571428571429,0.0,2676,231,False
