File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
369,0,0,1,0,0,0,3,1,0,0,0.21,0,0,3,0,3,1,3.33333333333333,2,1.33333333333333,1,1,0.0,0,1.0,0,1,0,False
370,1,0,1,0,1,0,0,1,0,0,0.0,0,0,3,0,6,1,3.33333333333333,2,2.33333333333333,1,1,0.6,0,0.666666666666667,0,2,0,False
371,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,1,1,8.0,8,2.0,2,1,0.0,0,1.0,0,2,0,False
372,0,0,1,0,0,0,0,1,0,1,0.0,0,0,2,0,2,1,1.75,1,2.0,1,1,0.0,0,1.0,0,1,0,False
373,0,0,1,0,0,0,5,1,0,2,0.16,0,0,2,4,3,1,4.25,2,2.5,1,1,0.666666666666667,0,1.0,0,2,0,False
374,0,0,1,0,0,0,1,1,0,0,0.08,0,0,3,0,3,1,1.33333333333333,0,1.33333333333333,1,1,0.0,0,1.0,0,1,0,False
375,8,0,2,0,4,8,1095,2,0,6,0.71,1,96,1,0,179,1,5.55172413793103,1,8.07758620689655,1,1,0.689075630252101,0,0.694444444444444,0,3,0,False
376,0,0,1,0,0,0,0,1,0,1,0.0,0,50,3,1,1,1,4.5,1,2.5,2,1,0.0,0,0.5,0,3,0,False
377,0,0,1,0,0,0,7,1,0,4,0.15,0,70,3,0,6,1,2.0,0,3.5,0,1,0.375,0,0.666666666666667,0,2,0,False
378,1,0,1,0,0,1,81,1,0,8,0.53,1,81,2,2,11,1,4.44444444444444,1,2.72222222222222,1,1,0.7,0,0.5,0,2,0,False
379,0,0,1,0,0,0,1,1,0,6,0.05,0,0,1,0,3,1,2.0,2,9.0,9,1,0.0,0,0.0,0,1,0,False
380,0,0,1,1,0,3,5,1,0,1,0.29,1,0,4,0,4,1,5.0,5,5.0,5,2,1.0,1,0.75,0,2,0,False
381,2,0,1,2,4,1,20,1,0,3,0.23,0,80,2,1,7,1,4.61538461538461,0,3.0,1,1,0.666666666666667,0,0.526315789473684,0,2,1,False
382,0,0,1,0,0,3,57,1,0,0,2.38,0,0,0,1,8,0,7.625,0,0.5625,0,1,0.0,0,0.75,0,2,1,False
383,2,0,1,0,0,0,72,1,1,10,0.42,0,90,1,3,15,2,2.92592592592593,0,2.51851851851852,0,1,0.482758620689655,0,0.555555555555556,0,2,1,False
384,0,0,1,0,0,0,2,1,0,2,0.08,0,50,2,0,5,1,2.0,0,2.8,1,1,0.0,0,0.666666666666667,0,3,0,False
385,0,0,1,0,0,0,11,1,0,6,0.18,0,84,3,0,8,1,4.27272727272727,1,2.81818181818182,1,1,0.307692307692308,0,0.5,0,2,0,False
386,0,0,1,0,0,0,0,1,0,1,0.0,0,0,2,0,0,1,1.5,1,2.0,2,1,0.6,0,0.0,0,2,0,False
387,0,0,1,0,0,0,7,1,0,1,0.13,0,33,2,0,3,1,2.0,0,2.16666666666667,1,1,0.714285714285714,0,1.0,0,1,0,False
388,0,0,1,0,0,0,15,1,0,1,1.25,0,50,2,0,0,1,1.0,0,2.0,1,1,0.0,0,1.0,0,1,0,False
389,0,0,1,0,0,0,5,1,0,1,0.71,0,0,2,0,0,1,1.5,1,1.5,1,1,0.0,0,0.0,0,1,0,False
390,0,0,1,0,0,0,6,1,0,1,0.19,0,16,2,0,0,1,1.66666666666667,0,2.0,1,1,1.0,0,1.0,0,1,0,False
391,0,0,1,0,0,0,0,1,0,1,0.0,0,0,3,0,0,1,1.0,1,2.0,2,1,0.0,0,0.0,0,1,0,False
392,1,0,1,2,0,0,0,1,0,0,0.0,0,75,3,0,0,1,0.75,0,1.25,1,1,0.0,0,0.0,0,1,0,False
393,0,0,1,0,0,0,0,1,0,2,0.0,0,0,2,0,1,1,2.5,2,2.5,2,1,0.0,0,1.0,0,1,0,False
394,0,0,1,0,0,0,11,1,0,2,0.25,0,28,2,0,2,1,2.28571428571429,0,2.28571428571429,1,1,0.333333333333333,0,1.0,0,1,0,False
395,0,0,2,0,0,0,8,1,0,1,0.22,0,16,2,0,0,1,2.0,0,2.0,1,1,1.375,0,1.0,0,1,0,False
396,0,0,1,0,0,0,0,1,0,0,0.0,0,0,2,6,0,1,0.0,0,1.0,1,1,0.0,0,0.0,0,1,0,False
397,0,0,1,0,0,0,4,1,0,1,0.21,0,25,2,1,1,1,1.5,0,1.75,1,1,0.0,0,1.0,0,1,0,False
398,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,1,1,2.0,2,2.0,2,1,0.0,0,0.0,0,1,0,False
399,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,0,1,1.0,1,2.0,2,1,0.0,0,0.0,0,1,0,False
400,0,0,3,0,0,0,3,1,0,1,0.07,0,33,3,0,4,1,1.83333333333333,0,2.0,1,1,0.75,0,0.0,0,1,1,False
401,0,0,2,0,0,0,1,1,0,1,0.04,0,40,3,0,4,1,2.4,0,1.8,1,1,0.428571428571429,0,0.0,0,2,0,False
402,0,0,1,0,0,0,0,1,0,0,0.0,0,0,4,0,0,1,3.0,3,2.0,2,1,0.0,0,0.666666666666667,0,2,0,False
403,0,0,1,0,0,0,6,1,0,1,0.16,0,28,2,0,3,1,2.0,0,2.0,1,1,0.888888888888889,0,1.0,0,1,0,False
404,0,0,1,0,0,0,0,1,0,2,0.0,0,0,1,0,1,1,3.0,3,3.0,3,1,0.0,0,0.0,0,1,0,False
405,0,0,1,1,0,0,0,1,0,1,0.0,0,50,2,0,0,1,3.25,1,1.75,1,1,0.0,0,1.0,0,2,0,False
406,0,0,1,0,0,0,9,1,0,1,0.32,0,0,3,1,0,1,2.66666666666667,1,1.66666666666667,1,1,0.5,0,0.5,0,2,0,False
407,0,0,2,0,0,0,1,1,0,1,0.03,0,25,2,0,6,1,6.25,0,2.5,1,1,0.5,0,1.0,0,2,0,False
408,0,0,1,10,0,0,9,1,0,0,0.53,0,100,3,0,0,1,4.66666666666667,1,1.33333333333333,1,1,0.0,0,0.0,0,2,0,False
409,1,0,1,1,0,0,1,1,0,0,0.12,0,66,3,0,0,1,0.333333333333333,0,1.0,1,1,0.0,0,0.0,0,1,0,False
410,0,0,1,1,0,0,20,1,0,0,1.33,0,100,1,24,1,1,6.28571428571429,1,0.857142857142857,0,1,0.0,0,1.0,0,1,1,False
411,0,0,1,0,0,0,9,1,0,2,0.26,0,37,2,0,2,1,1.875,0,2.0,1,1,0.3,0,1.0,0,1,0,False
412,0,0,1,0,0,0,0,1,0,1,0.0,0,0,2,3,0,1,2.5,1,1.5,1,1,0.0,0,0.0,0,1,0,False
413,0,0,1,0,0,0,6,1,0,2,0.27,0,41,2,0,0,1,1.83333333333333,0,1.83333333333333,1,1,0.0,0,1.0,0,1,1,False
414,0,0,1,0,0,0,3,1,0,0,0.11,0,0,3,0,0,1,0.666666666666667,0,1.5,1,1,0.375,0,0.5,0,2,0,False
415,0,0,1,0,0,0,5,1,0,1,0.15,0,14,2,0,3,1,1.57142857142857,0,2.0,1,1,0.444444444444444,0,1.0,0,1,0,False
416,0,0,1,0,0,0,2,1,0,0,0.4,0,0,2,0,0,1,0.0,0,1.0,1,1,0.0,0,1.0,0,1,0,False
417,0,0,1,0,0,0,1,1,0,2,0.07,0,37,3,0,2,1,2.5,0,2.75,1,1,0.0,0,0.0,0,2,0,False
418,0,0,1,0,0,0,12,1,0,1,0.39,0,28,2,0,1,1,1.42857142857143,0,1.57142857142857,1,1,0.333333333333333,0,1.0,0,1,1,False
419,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,0,1,2.0,2,2.0,2,1,0.0,0,0.0,0,1,0,False
420,0,0,1,0,0,0,2,1,0,1,0.17,0,0,4,0,0,1,2.0,1,2.0,1,1,0.0,0,1.0,0,1,0,False
421,0,0,2,0,0,0,4,1,0,1,0.13,0,19,3,1,0,1,2.0,1,2.0,1,1,0.428571428571429,0,0.5,0,2,0,False
422,0,0,1,0,0,0,2,1,0,0,0.09,0,0,2,3,0,2,1.6,1,1.6,1,1,0.0,0,0.555555555555556,0,2,1,False
423,0,1,1,0,0,0,20,2,0,63,0.45,0,100,1,0,1,1,1.94117647058824,0,1.47058823529412,1,0,0.0,0,1.0,0,1,1,False
424,0,1,1,0,0,0,5,1,0,6,0.1,0,74,1,0,3,1,4.0,1,2.44444444444444,1,1,0.833333333333333,0,0.75,0,2,0,False
425,6,0,1,0,0,1,66,4,0,19,0.17,1,100,1,0,23,2,4.3,0,3.86666666666667,1,0,0.771428571428571,0,0.888888888888889,0,2,0,False
426,0,0,0,0,0,0,2,1,0,0,0.5,0,0,2,0,0,1,0.0,0,0.0,0,0,0.333333333333333,0,0.0,0,1,0,False
427,0,0,0,0,0,0,2,1,0,0,0.5,0,0,2,0,0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0,False
428,3,0,1,1,0,0,16,3,0,9,0.06,0,94,1,2,35,2,3.94444444444444,0,4.13888888888889,1,1,0.325,0,0.8,0,3,0,False
429,0,0,1,0,0,0,0,1,0,2,0.0,0,0,1,0,0,1,2.0,2,3.0,3,1,0.0,0,0.0,0,1,0,False
430,3,1,1,1,5,0,48,3,1,22,0.15,1,93,1,0,19,2,3.7037037037037,0,5.85185185185185,1,1,0.870967741935484,0,1.0,0,2,1,False
431,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0.0,0,1.0,1,1,0.0,0,0.0,0,1,0,False
432,0,0,1,1,0,0,0,1,0,0,0.0,0,100,2,0,0,1,27.0,27,1.0,1,1,0.0,0,0.0,0,1,0,False
433,0,0,1,0,0,7,73,1,0,0,8.11,0,0,0,1,4,0,0.6,0,0.6,0,1,0.0,0,0.0,0,1,0,False
434,0,0,3,1,1,5,32,1,0,0,0.41,7,0,1,0,3,1,7.0,7,23.0,23,197,4.0,4,1.0,0,1,0,False
435,2,0,1,0,11,1,51,4,0,0,0.2,1,0,2,0,5,1,3.10526315789474,0,5.36842105263158,1,1,1.0,0,1.0,0,1,0,False
436,0,0,1,0,0,0,30,1,0,0,0.55,0,0,0,1,4,0,3.07692307692308,0,0.0769230769230769,0,1,0.0,0,1.0,0,1,2,False
437,0,0,1,0,1,0,3,2,0,0,0.11,0,0,3,0,4,2,2.0,1,2.75,2,1,0.5,0,1.0,0,1,0,False
438,1,0,1,1,1,0,5,4,0,0,0.06,2,100,2,0,6,2,2.0,0,7.6,1,1,0.818181818181818,0,1.0,0,2,3,False
439,2,0,1,3,0,0,34,23,8,29,0.07,0,100,2,0,11,2,3.96153846153846,0,4.19230769230769,0,0,0.473684210526316,0,0.5,0,3,3,False
440,0,1,2,0,1,3,87,1,0,9,3.11,0,95,1,0,0,1,2.0,0,1.8,1,0,1.125,0,1.0,0,1,0,False
441,4,0,1,1,1,0,49,2,0,3,0.26,0,61,2,0,23,2,5.4375,1,5.125,1,1,1.4,0,0.818181818181818,0,1,0,False
442,0,0,1,0,0,5,47,1,0,0,5.88,0,0,1,1,2,1,0.5,0,1.0,1,1,0.0,0,0.0,0,1,0,False
443,0,0,1,0,0,6,365,1,0,0,5.62,0,0,0,1,6,0,0.0,0,0.48,0,1,0.0,0,0.75,0,1,1,False
444,0,0,1,0,0,7,42,1,0,0,10.5,0,0,1,1,0,1,1.0,1,1.0,1,1,0.0,0,1.0,0,1,0,False
445,0,11,1,0,0,9,145,1,0,0,9.06,0,0,1,1,2,1,1.0,1,1.0,1,1,0.0,0,1.0,0,1,0,False
446,0,4,1,0,0,11,81,1,0,0,8.1,0,0,1,1,2,1,1.25,1,1.0,1,1,0.0,0,0.0,0,1,0,False
447,0,0,1,0,0,0,34,1,0,0,3.4,0,0,2,0,0,1,2.5,2,1.0,1,1,0.0,0,1.0,0,1,0,False
448,0,0,1,0,0,0,33,1,1,2,1.22,0,37,1,3,4,2,3.5,1,1.25,1,1,1.0,0,1.0,0,1,0,False
449,1,3,1,0,0,5,196,1,0,4,0.82,0,56,1,0,7,2,5.55555555555556,1,3.59259259259259,1,1,0.838709677419355,0,1.0,0,1,0,False
450,0,1,1,0,0,0,33,1,0,0,3.3,0,0,0,0,0,0,0.0,0,1.0,1,1,0.0,0,0.0,0,1,0,False
451,0,0,2,0,0,4,59,1,0,4,0.68,0,50,1,0,14,2,4.4,1,6.8,1,1,1.28571428571429,0,0.875,0,2,0,False
452,0,0,2,0,0,3,42,1,0,1,0.84,0,0,1,0,8,2,3.0,1,9.5,2,1,1.8,0,1.0,0,1,0,False
453,2,0,2,0,0,0,35,2,0,7,0.09,0,100,1,0,25,2,6.42857142857143,0,5.39285714285714,1,0,1.14634146341463,0,0.909090909090909,0,1,0,False
454,1,1,2,0,0,0,36,1,0,2,0.17,0,60,1,0,30,2,5.5,1,7.0,2,1,1.33333333333333,0,0.8,0,2,0,False
455,1,0,1,0,0,0,35,1,0,6,0.81,0,70,1,0,5,1,4.4,3,3.0,1,1,0.571428571428571,0,1.0,0,1,0,False
456,0,7,1,0,0,5,72,1,0,0,4.24,0,0,0,1,4,0,12.8571428571429,0,0.714285714285714,0,1,0.0,0,1.0,0,1,0,False
457,0,0,1,0,0,0,33,1,0,1,1.03,0,0,2,0,4,1,1.4,1,3.2,1,1,0.714285714285714,0,1.0,0,1,0,False
458,0,0,1,1,0,0,36,1,0,0,0.9,0,33,2,0,5,1,1.5,1,3.33333333333333,1,1,0.75,0,1.0,0,1,0,False
459,0,0,1,0,0,0,33,2,0,1,1.22,0,19,2,0,3,2,1.0,0,2.0,2,1,0.0,0,1.0,0,1,0,False
460,0,0,1,0,0,0,35,1,0,0,3.89,0,0,2,0,0,1,8.5,3,1.0,1,1,0.0,0,1.0,0,1,0,False
461,4,0,1,2,0,15,276,1,0,9,1.33,0,76,2,0,0,1,6.13333333333333,1,3.8,0,1,1.27777777777778,0,1.0,0,1,0,False
462,1,0,1,0,0,9,113,1,0,3,1.26,0,58,2,0,0,1,3.625,1,4.25,1,1,0.7,0,0.0,0,1,0,False
463,4,1,1,1,0,0,34,1,0,1,0.19,0,58,1,0,4,2,5.11764705882353,1,4.82352941176471,1,1,1.6,0,0.666666666666667,0,1,0,False
464,2,2,2,0,0,0,34,1,0,3,0.32,0,29,2,0,9,1,5.0,2,5.375,1,1,1.1,0,1.0,0,1,0,False
465,2,3,2,0,0,0,39,2,0,7,0.22,0,83,1,0,3,2,5.0,0,3.0,1,0,0.958333333333333,0,1.0,0,1,0,False
466,3,1,1,0,0,0,37,1,0,3,0.14,0,68,1,0,10,4,7.16666666666667,1,4.95833333333333,1,1,0.928571428571429,0,1.0,0,1,0,False
467,1,0,1,1,0,0,42,1,0,9,0.34,0,87,1,0,6,2,4.78571428571429,2,3.28571428571429,1,1,0.6875,0,0.916666666666667,0,1,0,False
468,2,0,1,1,0,0,39,1,0,5,0.29,0,73,1,0,1,1,3.6,1,3.0,1,1,0.941176470588235,0,1.0,0,1,0,False
469,4,2,3,0,0,0,34,1,0,3,0.38,0,66,1,0,0,1,2.5,2,5.33333333333333,1,1,1.77777777777778,0,0.0,0,1,0,False
470,0,1,1,0,1,6,40,1,0,0,3.08,0,0,1,0,1,1,10.0,10,4.0,4,2,1.0,1,0.0,0,1,0,False
471,0,0,0,0,0,0,44,1,0,3,7.33,0,100,1,0,0,1,0.0,0,1.0,1,0,0.0,0,1.0,0,1,0,False
472,0,0,0,0,0,0,50,1,0,4,8.33,0,100,1,0,0,1,0.0,0,1.0,1,0,0.0,0,1.0,0,1,0,False
473,0,0,1,0,0,0,36,1,0,0,4.0,0,0,2,0,0,1,3.0,3,1.0,1,1,0.0,0,1.0,0,1,0,False
474,0,0,0,0,0,0,51,1,0,3,10.2,0,100,1,0,0,1,0.0,0,1.0,1,0,0.0,0,0.0,0,1,0,False
475,0,1,2,0,1,3,70,1,0,6,2.8,0,93,1,0,0,1,2.0,0,1.8,1,0,0.857142857142857,0,1.0,0,1,0,False
476,6,0,1,1,0,8,1029,1,0,5,2.03,0,85,1,0,39,2,9.93457943925234,0,2.98130841121495,1,1,0.226890756302521,0,0.925925925925926,0,1,1,True
477,0,0,1,0,0,5,54,1,0,1,1.02,0,50,1,0,0,1,3.5,2,5.0,2,1,2.0,0,1.0,0,1,0,False
478,1,0,3,0,9,6,92,1,0,0,0.7,0,0,1,0,8,1,4.0,1,5.22222222222222,4,2,1.27272727272727,1,1.0,0,1,0,True
479,0,0,1,0,1,0,37,1,6,5,0.39,0,75,1,6,7,2,3.84615384615385,1,2.76923076923077,1,1,0.9375,0,1.0,0,1,0,True
480,0,0,1,0,0,4,101,2,0,5,5.61,0,100,1,1,3,1,2.16666666666667,0,0.583333333333333,0,0,0.0,0,1.0,0,1,0,False
481,1,1,1,1,3,5,80,1,0,0,1.45,0,75,2,0,6,1,3.375,0,3.0,1,1,0.8,0,1.0,0,1,0,False
482,2,2,1,1,4,5,91,1,0,1,1.26,0,80,2,0,6,1,3.0,0,2.8,0,1,0.5,0,1.0,0,1,0,False
483,1,1,1,1,6,5,105,1,2,0,1.28,0,84,2,1,5,1,3.38461538461538,0,2.76923076923077,0,1,0.666666666666667,0,1.0,0,1,0,False
484,1,0,2,1,3,5,81,1,0,0,1.16,0,75,2,0,8,1,3.5,0,4.0,1,1,1.4,0,1.0,0,1,0,False
485,2,1,1,1,5,5,85,1,0,0,1.29,0,77,3,0,4,1,3.66666666666667,2,3.77777777777778,2,1,0.727272727272727,0,1.0,0,1,0,False
486,1,1,1,1,3,6,84,1,0,0,1.38,0,75,2,0,8,1,2.75,0,2.875,0,1,0.8,0,1.0,0,1,0,False
487,1,0,1,1,3,6,81,1,0,0,2.08,0,71,2,0,8,1,1.85714285714286,0,1.85714285714286,0,1,0.444444444444444,0,1.0,0,1,0,False
488,1,0,4,0,0,7,98,1,0,1,0.6,0,22,1,0,16,1,6.11111111111111,2,5.11111111111111,1,1,2.18181818181818,0,1.0,0,1,0,False
489,1,0,1,0,1,3,38,1,0,0,1.09,1,0,1,0,2,1,2.66666666666667,2,7.0,5,2,1.0,1,0.0,0,2,1,False
490,0,0,1,0,4,1,36,1,0,0,0.38,3,0,1,0,10,1,8.5,7,10.25,2,1,1.85714285714286,0,0.0,0,2,4,False
491,2,0,2,0,22,1,74,1,0,0,0.31,1,0,1,0,33,1,6.45454545454545,2,6.09090909090909,2,1,1.16666666666667,0,1.0,0,2,2,False
492,0,0,1,4,0,0,48,8,1,2,1.07,0,100,4,6,4,2,4.21428571428571,0,1.57142857142857,1,1,0.208333333333333,0,1.0,0,3,2,False
493,0,0,1,1,0,0,26,1,0,3,0.7,0,75,2,0,0,2,2.77777777777778,0,1.33333333333333,1,1,0.0,0,1.0,0,2,0,False
494,2,0,1,2,3,1,48,1,1,2,0.31,1,83,3,0,13,1,8.92857142857143,0,6.14285714285714,1,1,0.8125,0,1.0,0,5,5,False
495,0,0,0,1,0,0,27,1,0,0,6.75,0,0,2,0,0,2,0.0,0,0.0,0,0,0.0,0,1.0,0,2,0,False
496,0,0,0,0,0,0,33,1,0,0,11.0,0,0,0,5,0,0,0.0,0,0.0,0,0,0.0,0,1.0,0,1,0,False
497,0,0,1,0,8,0,2,3,0,0,0.02,0,0,1,0,11,2,3.0,1,5.2,2,1,0.666666666666667,0,1.0,0,1,0,False
498,0,0,1,2,1,3,52,1,2,1,1.11,0,73,5,2,9,1,3.2,1,3.4,1,1,0.75,0,0.0,0,1,1,False
499,2,0,1,1,3,4,672,1,9,3,0.92,0,96,3,2,22,1,3.7410071942446,1,4.85611510791367,1,1,0.120567375886525,0,0.5,0,1,2,False
500,0,0,1,0,0,0,0,1,0,0,0.0,0,0,2,3,0,1,2.5,2,0.0,0,1,0.0,0,0.0,0,1,0,False
501,6,0,1,3,5,0,1,8,1,4,0.0,0,78,3,2,10,2,4.25581395348837,0,2.38372093023256,0,1,0.210526315789474,0,1.0,0,1,0,True
502,3,0,1,3,2,0,2,3,0,5,0.02,1,100,5,0,9,2,4.0,1,4.91666666666667,2,1,0.5,0,1.0,0,1,0,False
503,4,1,1,3,12,0,2,2,3,1,0.01,0,100,4,0,13,2,5.17857142857143,0,3.28571428571429,1,1,0.0,0,1.0,0,1,0,False
504,0,0,1,1,2,3,72,1,0,5,0.57,0,78,4,0,10,2,3.61538461538462,1,3.61538461538462,1,1,0.666666666666667,0,1.0,0,1,0,False
505,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,1,3,1,3.0,3,1.0,1,1,0.0,0,0.0,0,1,0,False
506,0,1,1,0,0,0,0,1,0,0,0.0,0,0,1,6,0,1,14.0,14,1.0,1,1,0.0,0,0.0,0,1,0,False
507,1,0,1,1,1,0,3,2,0,0,0.12,0,100,4,0,5,2,3.33333333333333,2,3.0,2,1,0.0,0,0.0,0,1,0,False
508,1,0,1,1,2,2,63,3,1,0,0.53,0,100,1,2,23,2,3.16666666666667,0,3.83333333333333,1,1,0.625,0,1.0,0,1,0,False
509,0,0,1,0,0,0,0,1,0,0,0.0,0,0,2,0,1,2,0.666666666666667,0,1.33333333333333,1,1,0.0,0,0.0,0,1,0,False
510,0,0,1,0,0,0,3,1,2,2,0.02,0,95,1,5,4,2,1.25,0,1.45454545454545,1,1,0.0,0,1.0,0,1,0,False
511,0,3,1,1,0,4,66,2,0,2,1.35,0,26,1,0,1,2,2.125,1,2.0,1,1,0.5,0,0.0,0,1,0,False
512,0,0,1,2,3,0,30,2,0,0,0.51,0,100,4,0,14,2,3.83333333333333,2,5.16666666666667,2,1,0.333333333333333,0,0.666666666666667,0,1,1,False
513,0,0,4,0,2,0,30,1,0,0,0.51,4,0,1,0,14,1,4.0,3,11.0,2,1,1.5,0,0.0,0,1,0,False
514,1,4,1,1,2,2,19,2,0,4,0.32,0,55,3,0,2,2,4.125,1,3.125,2,1,0.916666666666667,0,0.0,0,1,0,False
515,1,4,1,3,0,0,2,1,0,4,0.01,0,71,1,1,5,3,4.81632653061224,0,2.44897959183673,1,1,0.0588235294117647,0,1.0,0,1,0,False
516,10,7,2,3,9,2,112,8,1,11,0.25,1,90,5,2,35,2,5.87096774193548,0,5.45161290322581,1,1,0.875,0,1.0,0,1,1,False
517,1,1,1,0,0,0,35,2,0,3,0.7,0,66,1,0,11,2,2.75,0,3.5,1,1,0.272727272727273,0,0.0,0,1,0,False
518,0,0,1,0,0,0,4,1,0,4,0.06,0,55,2,0,11,1,3.6,0,3.6,1,1,1.28571428571429,0,1.0,0,1,1,False
519,0,0,1,0,0,0,30,1,0,2,1.07,0,40,2,0,2,2,2.0,0,2.4,1,1,0.0,0,0.0,0,1,0,False
520,0,0,2,0,0,0,0,1,0,2,0.0,0,0,3,3,8,1,8.5,8,6.5,6,3,2.75,2,1.0,0,1,0,False
521,4,6,1,33,9,0,144,37,0,10,0.22,0,100,2,18,64,2,4.38235294117647,0,4.08823529411765,1,1,0.330188679245283,0,0.904761904761905,0,1,1,False
522,0,0,1,0,0,0,0,1,0,1,0.0,0,0,4,0,6,1,5.5,5,4.0,3,1,1.5,0,1.0,0,1,0,False
523,0,0,1,0,0,0,0,1,0,3,0.0,0,0,4,0,6,1,7.5,5,5.0,5,1,1.5,0,1.0,0,1,0,False
524,0,0,1,0,0,0,0,1,0,2,0.0,0,0,4,0,6,1,6.5,5,4.5,4,1,1.5,0,1.0,0,1,0,False
525,0,0,1,0,0,0,0,1,0,1,0.0,0,0,3,0,6,1,5.0,4,3.0,2,1,0.0,0,1.0,0,1,0,False
526,1,2,1,4,3,0,7,4,0,7,0.05,0,79,5,0,13,2,3.10526315789474,0,3.68421052631579,1,1,0.333333333333333,0,0.0,0,1,0,False
527,1,0,1,0,2,1,18,2,0,0,0.21,0,0,2,0,18,1,2.09090909090909,0,3.72727272727273,2,1,0.357142857142857,0,1.0,0,1,1,False
528,0,0,1,1,0,0,0,1,0,3,0.0,0,75,2,7,6,1,3.75,0,2.25,1,1,0.0,0,0.0,0,1,1,False
529,2,8,2,25,2,0,1,24,0,0,0.0,0,100,2,9,41,2,4.20588235294118,0,3.29411764705882,1,1,0.355932203389831,0,1.0,0,1,0,True
530,1,0,1,0,0,0,0,1,0,1,0.0,0,50,3,0,7,1,4.5,2,3.25,2,1,0.0,0,0.0,0,1,0,False
531,1,0,1,0,0,0,0,1,0,3,0.0,0,50,3,0,7,1,6.0,3,3.75,2,1,0.0,0,0.0,0,1,0,False
532,1,0,1,0,0,0,0,1,0,2,0.0,0,50,3,0,7,1,5.25,3,3.5,2,1,0.0,0,0.0,0,1,0,False
533,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,7,1,5.33333333333333,4,3.33333333333333,2,1,0.0,0,0.0,0,1,0,False
534,1,0,1,0,0,0,0,1,0,2,0.0,0,50,3,0,8,1,5.0,2,4.25,2,1,0.5,0,0.0,0,1,0,False
535,1,0,1,0,0,0,0,1,0,6,0.0,1,50,3,0,8,1,7.0,3,5.25,2,1,0.5,0,0.0,0,1,0,False
536,1,0,1,0,0,0,0,1,0,4,0.0,0,50,3,0,8,1,6.0,3,4.75,2,1,0.5,0,0.0,0,1,0,False
537,0,0,1,1,0,0,0,1,0,3,0.0,0,75,2,4,6,1,3.0,0,2.25,1,1,0.0,0,0.0,0,1,1,False
538,1,6,2,30,1,0,0,29,0,0,0.0,0,100,2,11,43,2,4.35294117647059,0,3.14705882352941,1,1,0.25,0,1.0,0,1,0,True
539,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,7,1,5.0,4,3.33333333333333,2,1,0.0,0,0.0,0,1,0,False
540,2,9,2,2,10,1,23,1,0,0,0.19,2,81,1,0,16,1,5.90909090909091,0,4.18181818181818,1,1,0.769230769230769,0,0.857142857142857,0,1,0,False
541,0,1,1,0,2,0,3,1,0,6,0.02,2,71,6,0,20,1,5.0,1,8.85714285714286,3,1,1.22222222222222,0,1.0,0,1,0,False
542,0,1,1,0,0,0,4,1,0,0,0.5,0,0,0,1,2,0,8.0,8,1.0,1,1,0.0,0,1.0,0,1,0,False
543,0,2,1,0,0,0,0,1,0,0,0.0,0,0,0,1,2,0,4.5,3,1.0,1,1,0.0,0,0.0,0,1,0,False
544,0,1,1,0,0,0,8,1,0,0,1.33,0,0,0,12,2,0,8.0,8,1.0,1,1,0.0,0,0.0,0,1,0,False
545,0,4,1,0,0,0,4,1,0,2,0.15,0,50,1,0,1,1,6.25,3,1.5,1,1,1.16666666666667,0,0.0,0,1,0,False
546,0,0,1,0,0,0,0,1,0,3,0.0,0,66,2,2,5,1,2.25,0,2.0,1,1,0.0,0,0.0,0,1,1,False
547,0,2,1,0,2,0,2,1,0,5,0.02,2,60,6,0,15,1,6.6,4,9.0,5,1,1.14285714285714,0,1.0,0,1,0,False
548,0,1,1,0,0,0,0,1,0,0,0.0,0,0,0,1,2,0,3.0,3,1.0,1,1,0.0,0,0.0,0,1,0,False
549,0,1,1,0,0,0,0,1,0,0,0.0,0,0,0,15,2,0,5.0,5,1.0,1,1,0.0,0,0.0,0,1,0,False
550,0,0,1,0,1,0,3,1,0,0,0.12,1,0,1,1,7,1,9.0,9,10.0,10,3,1.0,1,0.0,0,1,0,False
551,1,2,1,1,1,0,1,1,0,3,0.01,0,55,1,1,5,3,4.06382978723404,0,1.72340425531915,1,1,0.0612244897959184,0,1.0,0,1,0,False
552,0,0,1,0,0,0,3,1,0,0,0.33,0,0,0,2,3,0,1.0,0,0.333333333333333,0,1,0.0,0,0.0,0,1,0,False
