File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,target
1119,0,0,1,0,2,5,96,1,0,10,12,0.88,75,1,0,8,1,4.25,1,1,0.571428571428571,0,1,0.969827586206897,0.5,0,2,False
1120,0,0,1,0,0,7,89,1,1,2,6,0.75,28,4,0,10,1,4.28571428571429,0,1,1.33333333333333,0,0,0.976,0.0,0,1,False
1121,1,0,1,2,5,4,557,1,15,33,90,0.66,97,1,2,51,3,2.4811320754717,0,0,0.675925925925926,0,29,0.962668298653611,0.6,0,6,True
1122,0,1,1,0,2,11,58,1,0,0,2,1.04,0,1,0,5,1,4.0,0,1,0.8,0,1,0.954198473282443,1.0,0,1,False
1123,0,3,1,0,0,6,362,1,10,27,35,0.6,95,1,1,23,2,7.85416666666667,0,0,1.08,0,33,0.994594594594595,1.0,0,1,False
1124,1,0,1,0,0,10,84,1,0,5,5,1.22,60,1,2,3,2,4.5,2,2,0.625,0,0,0.965909090909091,1.0,0,1,False
1125,1,1,2,1,0,9,124,1,2,3,5,0.59,58,5,0,14,2,7.88888888888889,1,1,1.36363636363636,0,1,0.976,0.5,0,3,True
1126,0,1,1,0,0,2,30,1,0,1,2,1.15,33,2,0,3,1,1.66666666666667,0,0,0.0,0,3,0.882352941176471,0.25,0,2,True
1127,1,0,1,0,0,2,47,1,0,4,10,0.55,72,1,0,5,2,2.36363636363636,1,1,0.615384615384615,0,0,0.9625,0.0,0,1,False
1128,0,0,1,8,0,6,86,1,0,10,6,0.48,65,1,0,9,2,5.66666666666667,0,1,1.0,0,1,0.92358803986711,0.5,0,2,False
1129,0,0,1,0,0,0,27,1,0,0,8,1.29,0,2,0,3,1,0.125,0,0,0.3,0,0,0.907692307692308,0.0,0,0,False
1130,0,3,1,0,2,20,144,1,0,6,3,0.78,77,3,2,27,1,6.16666666666667,1,1,1.5,0,0,0.975757575757576,1.0,0,3,False
1131,0,0,1,0,0,4,99,1,0,6,12,0.73,66,1,0,9,2,2.66666666666667,0,1,1.14285714285714,0,0,0.978571428571429,1.0,0,1,False
1132,0,0,1,0,0,4,72,1,1,2,9,1.04,40,2,0,6,1,1.5,0,1,0.333333333333333,0,0,0.962732919254658,1.0,0,1,False
1133,0,1,3,0,0,23,94,1,0,6,2,0.57,22,2,0,18,1,12.0,6,2,2.6,2,32,0.768976897689769,0.5,0,1,False
1134,1,3,2,0,0,22,167,1,0,6,2,0.55,52,4,0,33,1,8.83333333333333,2,1,1.625,0,24,0.98874296435272,0.5,0,1,False
1135,2,2,3,0,0,33,233,1,0,8,2,0.51,66,4,0,49,1,8.83333333333333,1,1,2.0,0,29,0.973111395646607,0.4,0,3,True
1136,0,1,1,0,0,11,63,1,0,2,2,1.21,16,2,0,11,1,3.33333333333333,1,1,0.6,0,0,0.958904109589041,1.0,0,1,True
1137,0,1,1,0,0,26,104,1,0,9,2,0.49,25,2,0,23,1,14.6666666666667,3,2,2.4,1,28,0.869209809264305,0.5,0,3,False
1138,1,1,1,0,0,29,143,1,0,20,2,0.64,50,3,0,18,1,14.5,1,2,1.33333333333333,0,0,0.832929782082324,1.0,0,2,True
1139,0,1,1,0,0,12,73,1,0,8,2,0.63,29,2,0,20,1,10.3333333333333,1,2,0.8,0,17,0.964285714285714,0.5,0,2,False
1140,1,0,1,0,0,1,53,1,0,4,5,1.23,54,1,0,0,1,1.66666666666667,0,1,0.75,0,0,0.947368421052632,1.0,0,0,False
1141,2,1,1,0,0,8,137,1,0,6,9,0.86,80,3,0,15,2,3.08333333333333,0,1,1.5,0,4,0.872093023255814,0.666666666666667,0,3,True
1142,0,0,1,0,0,3,27,1,0,0,2,1.93,0,2,0,0,1,0.5,0,1,0.75,0,0,0.877551020408163,1.0,0,0,False
1143,0,3,3,0,2,31,210,1,3,0,0,1.22,0,1,12,23,2,7.33333333333333,4,1,3.375,0,1,0.928746928746929,0.5,0,3,True
1144,0,1,1,0,0,5,28,1,0,1,0,2.55,0,2,7,1,1,8.0,8,2,0.0,0,0,0.877551020408163,1.0,0,0,True
1145,5,6,1,0,0,3,90,1,0,9,4,0.28,74,4,0,17,1,4.73333333333333,1,2,2.11764705882353,0,3,0.98155737704918,0.5,0,3,False
1146,0,0,1,0,0,8,75,1,0,3,5,0.93,40,2,0,10,1,5.2,0,1,0.0,0,0,0.967914438502674,1.0,0,1,False
1147,0,9,1,0,0,9,154,1,0,25,4,0.39,77,3,1,33,1,9.69230769230769,0,1,1.8,0,19,0.970948012232416,0.4,0,4,True
1148,0,0,1,0,0,8,45,1,1,2,1,0.42,50,4,0,16,1,8.0,3,2,2.25,0,1,0.943181818181818,1.0,0,3,True
1149,9,2,1,0,0,3,135,1,0,51,12,0.28,92,4,0,28,2,6.21739130434783,0,1,1.0,0,29,0.970873786407767,0.666666666666667,0,3,True
1150,0,1,1,0,0,0,65,1,0,0,0,2.95,0,5,0,3,1,11.0,11,2,0.0,0,3,0.940594059405941,0.5,0,0,True
1151,1,1,1,0,0,14,161,1,1,7,5,0.88,69,5,0,18,1,6.25,0,2,1.6,0,2,0.959899749373434,0.666666666666667,0,2,True
1152,0,1,1,0,0,7,41,1,0,1,1,0.59,50,5,0,7,1,13.0,6,3,1.5,0,0,0.937984496124031,0.5,0,2,True
1153,0,1,1,0,0,3,42,1,1,7,4,0.61,71,3,3,7,1,2.83333333333333,1,0,0.5,0,2,0.942857142857143,0.5,0,3,False
1154,1,4,1,0,0,10,98,1,2,8,1,0.76,82,2,4,18,1,5.25,1,1,1.6,0,45,0.808429118773946,0.5,0,1,True
1155,0,1,1,0,0,10,54,1,0,3,2,1.42,22,2,0,8,1,3.33333333333333,1,1,0.6,0,5,0.939130434782609,0.5,0,1,False
1156,0,1,1,0,0,18,80,1,0,3,2,0.62,22,4,0,17,1,9.66666666666667,3,1,1.4,0,2,0.976744186046512,0.5,0,1,True
1157,0,1,1,0,0,15,69,1,0,2,2,0.96,16,4,0,11,1,5.66666666666667,1,1,1.2,0,1,0.965909090909091,0.666666666666667,0,1,True
1158,0,1,1,0,0,8,51,1,0,1,2,1.82,0,2,0,5,1,1.66666666666667,1,1,0.0,0,4,0.941747572815534,0.5,0,0,False
1159,0,1,1,0,0,1,23,1,0,4,2,0.4,25,2,0,9,1,4.0,2,1,0.6,0,0,0.941176470588235,1.0,0,0,False
1160,1,1,3,0,0,27,134,1,0,5,2,0.7,44,3,0,23,1,7.0,1,1,2.66666666666667,0,4,0.971502590673575,0.666666666666667,0,2,True
1161,0,1,1,0,0,12,58,1,0,2,2,0.83,16,3,0,13,1,4.0,1,1,0.8,0,1,0.959459459459459,0.5,0,1,False
1162,0,1,1,0,0,10,54,1,0,3,2,0.96,22,2,0,11,1,4.33333333333333,1,1,0.8,0,1,0.955555555555556,0.5,0,1,False
1163,0,0,2,2,1,11,128,1,0,12,7,0.55,47,1,0,9,2,8.0,0,1,2.11111111111111,0,0,0.978102189781022,1.0,0,1,False
1164,0,3,2,0,0,14,65,1,0,0,0,1.38,0,2,0,11,1,6.33333333333333,1,1,1.4,0,0,0.9453125,0.0,0,0,False
1165,0,1,1,0,0,13,73,1,2,5,1,0.82,60,3,2,16,1,6.5,1,2,1.33333333333333,0,8,0.962765957446808,0.5,0,1,True
1166,0,12,1,0,0,9,150,1,0,9,0,0.74,81,1,0,13,1,4.91666666666667,2,1,1.0,0,0,0.985330073349633,1.0,0,1,False
1167,0,0,1,0,1,11,417,1,1,0,31,0.87,0,1,0,53,1,7.21875,1,1,0.0,0,2,0.963730569948187,0.75,0,2,True
1168,0,1,2,0,0,2,47,1,0,2,3,0.87,50,2,0,7,2,2.75,1,1,1.16666666666667,0,6,0.950413223140496,0.666666666666667,0,1,False
1169,0,0,1,0,0,3,108,1,0,2,18,0.56,94,1,0,35,4,3.27777777777778,0,0,0.3,0,2,0.982404692082111,0.666666666666667,0,1,False
1170,0,0,1,0,0,4,70,1,0,9,10,0.71,71,1,0,6,2,3.0,1,1,0.75,0,0,0.969072164948454,1.0,0,1,False
1171,1,0,1,0,1,5,261,1,0,0,42,0.29,0,1,0,52,2,9.51162790697674,1,1,0.0888888888888889,0,101,0.893890675241158,0.333333333333333,0,3,True
1172,1,5,1,0,0,10,107,1,1,9,1,0.82,75,1,2,13,1,5.625,2,0,1.0,0,0,0.971774193548387,0.0,0,1,False
1173,0,0,1,0,0,5,77,1,0,7,10,1.0,72,1,0,3,2,2.5,0,0,0.666666666666667,0,0,0.967741935483871,1.0,0,1,False
1174,0,2,2,0,0,15,111,1,4,10,0,0.97,73,1,2,15,1,4.5,1,0,1.875,0,0,0.784860557768924,0.0,0,3,True
1175,0,1,1,0,0,2,22,1,0,3,2,0.73,22,1,0,3,2,3.33333333333333,1,1,0.0,0,2,0.861538461538462,1.0,0,1,False
1176,7,1,2,0,0,13,259,1,0,18,7,0.73,85,4,1,24,2,6.26666666666667,2,1,1.52941176470588,0,14,0.988522238163558,0.6,0,2,True
1177,0,1,1,0,0,0,20,1,0,0,0,0.8,0,5,0,2,1,13.0,13,2,0.0,0,1,0.888888888888889,1.0,0,0,True
1178,0,1,1,0,0,0,20,1,0,0,0,0.67,0,6,0,2,1,15.0,15,2,0.0,0,1,0.898305084745763,1.0,0,0,True
1179,2,2,2,3,0,8,172,1,0,37,12,0.34,87,4,1,25,2,8.5625,0,1,2.0,0,41,0.952442159383033,0.375,0,5,True
1180,2,1,2,0,0,13,199,1,0,27,9,0.46,82,3,0,22,2,8.33333333333333,1,2,2.5,1,9,0.979591836734694,0.333333333333333,0,3,True
1181,12,1,1,0,0,9,232,1,0,19,9,0.56,84,1,0,36,1,5.54545454545455,1,0,1.45833333333333,0,14,0.985754985754986,1.0,0,2,False
1182,0,0,1,0,0,2,67,1,0,2,8,1.6,37,1,0,1,3,2.75,0,1,0.0,0,0,0.953488372093023,1.0,0,1,False
1183,0,0,1,0,0,6,42,1,1,3,2,1.45,44,3,2,3,1,3.66666666666667,2,1,0.6,0,0,0.919540229885057,1.0,0,0,False
1184,0,1,1,0,0,3,80,1,0,1,8,1.51,44,2,0,3,2,1.55555555555556,0,1,0.454545454545455,0,0,0.963414634146341,1.0,0,1,False
1185,0,1,1,0,0,15,195,1,0,21,9,0.56,78,3,0,23,2,8.9,1,1,2.33333333333333,0,1,0.884735202492212,0.5,0,2,True
1186,1,0,1,3,0,8,124,1,0,16,10,0.54,73,1,0,14,1,7.54545454545455,2,1,1.76923076923077,0,0,0.985185185185185,0.0,0,1,False
1187,0,1,1,0,0,0,47,1,0,1,16,0.65,11,1,0,5,2,1.64705882352941,1,1,0.210526315789474,0,10,0.913907284768212,0.5,0,2,False
1188,0,0,1,0,0,6,116,1,0,6,11,0.95,63,2,0,10,1,4.45454545454545,0,1,0.461538461538462,0,0,0.978571428571429,1.0,0,1,False
1189,21,2,2,0,0,16,620,2,1,46,10,0.38,88,3,0,80,2,10.3235294117647,1,1,1.89189189189189,0,229,0.879071661237785,0.3,0,6,True
1190,1,0,1,0,0,9,68,1,1,4,3,0.37,44,4,0,14,1,6.8,3,3,2.71428571428571,0,1,0.965753424657534,1.0,0,3,True
1191,1,6,2,0,0,7,274,1,1,17,18,0.79,88,1,0,24,3,3.07692307692308,0,1,1.14285714285714,0,0,0.983965014577259,0.0,0,2,False
1192,8,0,1,0,5,7,120,3,0,6,6,0.53,62,1,0,16,2,6.28571428571429,1,2,1.16666666666667,0,49,0.985037406483791,1.0,0,1,True
1193,0,2,1,0,0,6,104,1,2,16,6,0.72,83,3,2,7,2,5.2,1,2,1.0,0,3,0.968641114982578,0.5,0,2,True
1194,0,1,1,0,0,11,134,1,0,15,6,0.85,89,4,0,11,1,5.57142857142857,0,1,1.22222222222222,0,21,0.926380368098159,0.5,0,3,True
1195,0,1,1,0,0,5,40,1,0,3,2,0.73,22,1,0,6,2,6.0,1,1,1.2,0,1,0.942622950819672,0.5,0,0,False
1196,2,0,1,0,0,8,122,1,0,11,8,0.59,74,3,0,13,2,6.2,1,1,1.16666666666667,0,16,0.95822454308094,0.666666666666667,0,2,True
1197,0,0,1,0,0,4,55,1,1,1,5,1.17,16,3,0,3,1,1.5,1,1,0.375,0,0,0.947826086956522,1.0,0,0,True
1198,2,1,2,3,0,13,113,1,0,1,3,0.8,83,4,0,12,1,7.5,3,2,1.75,0,0,0.979865771812081,0.0,0,1,True
1199,0,1,1,0,0,5,45,1,0,0,2,2.25,0,2,1,3,1,1.33333333333333,0,0,0.0,0,23,0.641025641025641,0.4,0,1,True
1200,2,1,1,0,0,16,199,1,2,4,4,1.28,58,5,0,10,2,5.33333333333333,0,1,1.09090909090909,0,412,0.954314720812183,0.5,0,1,True
1201,0,2,2,0,0,12,89,1,0,2,3,0.53,50,4,2,10,1,8.8,1,2,2.14285714285714,0,3,0.97923875432526,1.0,0,1,True
1202,0,2,2,0,0,12,80,1,1,6,1,0.47,50,5,1,10,1,9.25,0,4,2.16666666666667,0,3,0.979020979020979,1.0,0,1,True
1203,0,1,2,0,1,6,194,1,5,11,19,0.67,93,2,17,21,1,6.44,0,0,1.03703703703704,0,5,0.913357400722022,0.5,0,2,True
1204,1,0,1,0,0,9,140,1,0,6,10,0.79,72,3,0,15,2,4.63636363636364,1,1,1.76923076923077,0,7,0.942934782608696,1.0,0,2,True
1205,0,2,1,0,2,8,307,1,1,13,30,1.12,95,1,3,24,2,2.09090909090909,0,0,0.514285714285714,0,36,0.945987654320988,0.5,0,3,True
1206,0,0,1,3,0,8,92,1,0,7,7,0.53,72,3,0,13,1,7.0,1,1,2.11111111111111,0,1,0.980456026058632,0.5,0,1,True
1207,0,0,1,0,0,7,61,1,0,1,5,1.42,19,2,2,4,1,2.4,1,0,0.428571428571429,0,0,0.95,1.0,0,0,False
1208,0,0,1,0,0,10,46,1,2,0,1,1.15,0,1,2,7,1,5.0,1,0,0.8,0,0,0.717171717171717,0.0,0,1,True
1209,1,1,1,0,0,9,174,1,0,13,13,0.53,80,3,0,15,2,5.46666666666667,1,1,1.47058823529412,0,3,0.880067567567568,0.333333333333333,0,2,True
1210,0,0,9,0,0,11,93,1,0,0,5,0.08,0,1,0,84,2,29.4,0,1,2.14285714285714,0,0,0.971407072987208,1.0,0,2,False
1211,0,2,3,0,0,14,52,1,0,0,0,0.98,0,2,0,12,1,10.5,7,3,2.75,2,0,0.944444444444444,0.0,0,0,False
1212,3,0,1,0,0,8,98,1,0,9,4,0.41,58,3,0,20,1,8.57142857142857,1,1,2.0,0,0,0.985,1.0,0,1,True
1213,5,0,4,3,0,8,107,1,0,14,2,0.54,73,1,0,9,1,6.0,4,2,2.77777777777778,0,0,0.979827089337176,0.0,0,1,False
1214,0,1,1,0,0,8,70,1,0,1,5,0.91,16,1,0,9,1,5.83333333333333,3,0,1.5,0,0,0.952941176470588,0.0,0,1,False
1215,0,0,1,0,0,12,39,1,0,1,2,0.71,0,2,0,9,1,4.0,2,2,1.5,0,13,0.7,1.0,0,1,True
1216,1,0,1,0,0,11,176,1,0,22,12,0.51,81,1,0,19,2,6.84615384615385,1,1,1.86666666666667,0,1,0.969798657718121,1.0,0,3,True
1217,0,2,1,0,0,5,82,1,0,5,6,0.68,72,3,0,7,2,4.25,1,1,1.8,0,2,0.974683544303797,0.5,0,1,True
1218,0,2,4,0,0,14,49,1,0,0,0,0.78,0,2,0,9,1,5.5,5,2,3.0,0,0,0.921875,0.0,0,2,False
1219,0,0,1,0,19,6,148,1,0,0,19,0.68,0,1,0,10,1,4.31578947368421,1,1,1.33333333333333,0,7,0.983050847457627,0.666666666666667,0,1,False
1220,0,0,1,0,0,4,47,1,0,3,6,0.51,55,3,0,3,1,6.0,0,2,0.444444444444444,0,0,0.962962962962963,1.0,0,1,False
1221,1,0,1,1,0,5,88,1,2,12,8,0.75,86,1,1,3,2,7.27272727272727,0,1,0.307692307692308,0,0,0.97489539748954,1.0,0,1,False
1222,0,0,1,0,0,5,47,1,0,0,5,0.85,0,3,0,3,1,3.0,0,1,0.0,0,0,0.951219512195122,1.0,0,1,False
1223,0,0,1,0,0,6,48,1,0,1,4,0.52,25,3,0,3,1,8.25,1,2,2.5,0,0,0.965909090909091,1.0,0,1,False
1224,0,0,1,0,0,4,46,1,0,4,5,0.74,60,2,1,3,1,5.2,0,2,0.428571428571429,0,0,0.953488372093023,1.0,0,1,False
1225,0,0,1,0,0,5,47,1,0,1,5,1.09,60,2,0,3,1,3.0,0,2,0.428571428571429,0,0,0.945454545454545,1.0,0,0,False
1226,0,0,1,0,0,4,48,1,0,1,6,0.68,83,4,0,3,1,5.0,0,2,0.0,0,0,0.956834532374101,1.0,0,1,False
1227,0,0,1,0,0,5,54,1,0,0,6,0.31,0,4,0,4,1,11.5,0,2,0.875,0,0,0.976653696498054,1.0,0,1,False
1228,0,0,1,0,0,4,46,1,0,5,6,0.46,60,3,0,4,1,6.66666666666667,0,2,0.375,0,0,0.964705882352941,1.0,0,1,False
1229,0,0,1,0,0,2,25,1,1,0,1,0.38,0,5,0,3,1,12.0,5,2,0.75,0,0,0.925925925925926,1.0,0,1,False
1230,0,0,1,0,0,2,25,1,1,0,1,0.45,0,6,0,3,1,10.5,2,2,0.0,0,0,0.916666666666667,1.0,0,1,False
1231,0,0,1,0,0,5,54,1,0,12,6,0.27,62,3,1,5,1,11.8333333333333,0,2,1.125,0,0,0.978723404255319,1.0,0,1,False
1232,0,0,1,0,0,5,54,1,0,7,6,0.33,73,3,0,4,1,8.16666666666667,0,1,1.875,0,0,0.975708502024291,1.0,0,1,False
1233,0,1,1,0,0,4,57,1,0,3,7,0.55,58,3,0,4,1,4.75,0,1,0.3,0,0,0.967567567567568,1.0,0,1,False
1234,0,0,1,0,0,5,47,1,0,6,5,0.49,60,2,0,3,1,6.4,0,2,1.0,0,0,0.964705882352941,1.0,0,1,False
1235,0,0,1,0,0,5,47,1,0,2,5,0.87,60,2,0,3,1,3.6,0,2,0.428571428571429,0,0,0.951612903225806,1.0,0,1,False
1236,0,0,1,0,0,4,29,1,0,5,2,0.52,50,3,1,3,1,8.5,1,2,0.0,0,0,0.903846153846154,1.0,0,1,False
1237,0,0,1,0,0,5,54,1,0,4,6,0.5,50,3,0,3,1,6.66666666666667,0,2,0.5,0,0,0.968586387434555,1.0,0,1,False
1238,0,0,1,0,0,4,47,1,0,3,6,0.55,55,3,0,3,1,5.83333333333333,0,2,0.0,0,0,0.961290322580645,1.0,0,1,False
1239,0,0,1,0,0,3,50,1,1,5,6,0.36,60,4,2,3,1,8.14285714285714,0,1,0.777777777777778,0,0,0.913636363636364,1.0,0,1,False
1240,0,0,1,0,0,4,44,1,1,1,4,0.41,60,5,1,3,1,9.6,0,2,0.0,0,0,0.954022988505747,1.0,0,2,False
1241,0,0,1,0,0,6,33,1,1,4,1,0.6,50,2,20,0,1,27.0,24,3,0.75,0,0,0.943396226415094,1.0,0,0,False
1242,0,0,1,0,0,4,47,1,0,1,6,0.62,33,3,0,3,1,4.83333333333333,0,2,0.0,0,0,0.958620689655172,1.0,0,1,False
1243,0,0,1,0,0,5,56,1,2,8,4,0.97,87,1,5,4,2,4.0,0,1,0.5,0,0,0.956521739130435,1.0,0,1,False
1244,0,0,1,0,0,4,47,1,0,3,6,0.5,55,3,0,3,1,6.0,0,2,0.0,0,0,0.96319018404908,1.0,0,1,False
1245,0,0,1,0,0,6,61,1,0,6,6,0.4,55,3,0,3,1,9.0,0,2,2.25,0,0,0.975806451612903,1.0,0,1,False
1246,0,0,1,0,0,5,47,1,0,1,5,0.71,60,3,0,3,1,4.4,0,1,0.0,0,0,0.955882352941177,1.0,0,1,False
1247,0,0,1,0,0,4,47,1,0,3,6,0.55,55,3,1,3,1,5.66666666666667,0,2,0.0,0,0,0.961038961038961,1.0,0,1,False
1248,0,0,1,0,0,4,47,1,0,3,6,0.53,55,3,0,3,1,5.83333333333333,0,2,0.0,0,0,0.961783439490446,1.0,0,1,False
1249,0,0,1,0,0,10,82,1,0,6,6,0.81,52,3,0,4,1,8.0,0,2,0.0,0,0,0.971153846153846,1.0,0,1,False
1250,0,0,1,0,0,4,47,1,0,6,6,0.42,61,3,0,5,1,7.16666666666667,0,2,0.375,0,0,0.967213114754098,1.0,0,1,False
1251,0,0,1,0,0,6,58,1,0,12,6,0.32,61,3,0,5,1,11.8333333333333,0,2,0.75,0,0,0.930909090909091,1.0,0,2,False
1252,0,0,1,0,0,4,47,1,0,5,6,0.47,53,3,0,3,1,6.83333333333333,0,2,0.0,0,0,0.964705882352941,1.0,0,1,False
1253,0,0,1,0,0,5,48,1,0,4,5,0.71,60,2,0,3,1,5.0,0,2,0.428571428571429,0,0,0.958620689655172,1.0,0,1,False
1254,0,0,1,0,0,5,52,1,0,1,6,0.7,50,3,0,3,1,4.5,0,2,0.0,0,0,0.960526315789474,1.0,0,1,False
1255,0,0,1,0,0,7,46,1,0,0,3,6.57,0,0,2,0,0,15.3333333333333,1,1,0.0,0,0,0.903225806451613,1.0,0,0,False
1256,0,0,1,0,0,5,133,1,0,15,20,0.65,84,1,0,4,2,3.25,1,1,0.636363636363636,0,0,0.984334203655353,1.0,0,1,False
1257,0,1,2,0,0,6,41,1,0,2,2,0.91,0,2,0,6,1,3.33333333333333,2,2,1.4,0,0,0.931372549019608,0.0,0,0,False
1258,1,1,1,0,0,12,205,1,1,7,8,0.89,80,4,1,14,2,6.09090909090909,0,1,1.46153846153846,0,2,0.98207171314741,0.333333333333333,0,2,True
1259,2,3,2,0,0,9,97,1,0,7,2,1.15,69,3,4,8,1,6.71428571428571,1,1,1.0,0,204,1.0,0.666666666666667,0,0,False
1260,5,0,2,4,0,10,395,1,0,19,23,0.59,81,3,0,18,2,7.0,1,1,1.43333333333333,0,22,0.687707641196013,0.6,0,5,True
1261,4,1,1,0,0,10,145,1,1,5,2,0.51,80,2,0,26,1,4.0,0,0,1.9,0,1,0.987603305785124,0.5,0,1,False
1262,3,1,2,0,0,5,119,1,0,15,14,0.49,83,3,0,10,2,4.44444444444444,1,1,1.2,0,1,0.67258883248731,1.0,0,1,True
1263,0,1,1,0,0,6,47,1,0,2,2,0.92,0,1,0,11,2,4.66666666666667,3,1,1.2,0,1,0.928,0.5,0,2,False
1264,0,1,1,0,0,4,41,1,0,1,2,1.64,0,1,0,3,2,1.66666666666667,1,1,0.0,0,1,0.931818181818182,0.5,0,0,False
1265,0,1,1,0,0,6,33,1,0,0,1,2.06,0,3,0,2,1,1.0,0,1,0.0,0,1,0.885245901639344,0.5,0,1,True
1266,6,0,2,0,0,11,257,1,0,21,8,0.87,82,3,0,20,2,5.71428571428571,1,2,1.375,0,2,0.988853503184713,0.666666666666667,0,2,True
1267,1,0,1,0,0,8,178,1,0,5,7,2.62,70,1,0,10,1,2.75,1,2,0.3,0,0,0.977777777777778,0.0,0,1,False
1268,0,2,1,0,0,9,38,1,0,0,0,0.97,0,2,0,7,1,4.5,4,2,0.75,0,0,0.931818181818182,0.0,0,0,False
1269,0,0,1,0,0,9,52,1,1,0,2,1.58,0,3,1,4,1,1.33333333333333,0,1,0.6,0,0,0.936842105263158,1.0,0,0,False
1270,0,0,1,0,0,0,25,1,1,1,4,0.71,19,1,2,3,2,2.4,1,0,0.428571428571429,0,0,0.921052631578947,1.0,0,0,False
1271,4,0,1,11,0,9,84,1,1,4,2,0.44,78,2,0,17,1,7.57142857142857,4,1,2.0,0,12,0.476973684210526,1.0,0,3,True
1272,2,1,2,0,0,13,594,1,6,47,14,0.82,87,4,2,28,3,9.56521739130435,0,1,1.92,0,123,0.875085324232082,0.285714285714286,0,4,True
1273,4,0,2,4,0,8,167,1,0,23,10,0.45,81,1,0,20,2,11.1428571428571,0,1,1.5625,0,72,0.82516339869281,0.333333333333333,0,2,True
1274,2,0,1,0,1,7,529,1,0,18,59,0.97,93,1,0,17,4,1.9672131147541,0,0,0.412698412698413,0,13,0.952177625960717,0.333333333333333,0,3,True
1275,0,5,1,9,0,5,48,1,0,2,0,0.89,76,1,0,0,1,3.0,2,1,0.428571428571429,0,0,0.948717948717949,1.0,0,0,False
1276,1,1,1,0,0,8,60,1,0,12,3,0.29,55,1,0,24,1,14.0,5,1,2.42857142857143,0,0,0.98,0.0,0,1,False
1277,0,0,0,6,0,0,21,1,0,0,0,2.1,0,1,0,1,1,0.0,0,0,0.0,0,0,0.842105263157895,1.0,0,0,False
1278,2,2,1,0,0,6,113,1,0,3,6,0.76,40,1,0,8,2,3.5,0,1,1.25,0,0,0.97972972972973,1.0,0,1,False
1279,0,0,1,0,0,5,87,1,0,7,9,0.5,61,3,0,7,2,5.11111111111111,1,2,1.90909090909091,0,1,0.980769230769231,0.5,0,1,True
1280,0,0,1,0,0,2,28,1,0,3,2,0.88,16,2,0,5,1,6.0,3,2,0.0,0,0,0.922077922077922,1.0,0,0,False
1281,0,0,1,0,0,6,50,1,0,2,3,0.98,66,2,0,2,1,2.0,0,1,0.0,0,0,0.953846153846154,1.0,0,1,False
1282,0,0,1,0,0,8,80,1,0,3,5,0.94,40,2,0,9,1,5.2,0,1,0.0,0,0,0.969849246231156,1.0,0,1,False
1283,4,9,2,0,1,13,296,1,0,35,5,0.43,83,3,0,43,1,10.6666666666667,1,1,2.5,0,9,0.979223125564589,0.25,0,4,True
1284,2,0,2,1,0,3,45,1,0,9,4,0.28,66,2,0,18,1,5.16666666666667,0,1,2.5,0,0,0.974248927038627,0.0,0,1,False
1285,1,0,1,0,0,8,44,1,1,2,1,0.33,66,4,0,13,1,8.0,3,2,3.0,0,1,0.951456310679612,1.0,0,3,True
1286,0,1,1,0,0,3,129,1,1,2,18,0.85,50,1,1,5,3,3.0,0,1,0.863636363636364,0,19,0.948484848484848,0.5,0,2,False
1287,3,3,1,0,0,4,125,1,0,20,15,0.32,88,3,0,21,3,4.80952380952381,0,1,1.82608695652174,0,20,0.990196078431373,0.5,0,1,True
1288,0,2,1,0,0,6,153,1,0,17,14,0.85,77,1,4,15,3,5.8125,0,0,0.5,0,14,0.984496124031008,0.8,0,1,False
1289,0,1,1,0,0,3,232,1,0,5,61,0.72,77,1,0,26,2,1.58064516129032,1,1,0.109375,0,0,0.990936555891239,0.5,0,1,True
1290,0,0,1,0,0,2,17,1,0,0,1,1.21,0,2,0,0,1,1.0,1,1,1.0,1,0,0.853658536585366,0.0,0,0,False
1291,0,0,1,0,0,5,110,1,0,7,14,1.02,64,1,0,5,3,2.0,0,1,0.1875,0,0,0.975510204081633,1.0,0,1,False
1292,0,0,1,0,0,5,63,1,0,1,6,1.19,66,1,0,11,3,1.5,0,0,0.5,0,0,0.958041958041958,1.0,0,1,False
1293,1,9,1,2,0,6,136,1,0,10,2,0.95,83,1,0,11,1,5.08333333333333,1,1,0.714285714285714,0,0,0.976539589442815,1.0,0,2,True
1294,2,2,1,0,0,4,153,1,0,3,21,0.6,58,1,0,13,2,4.04,1,1,1.18518518518519,0,2,0.983673469387755,0.333333333333333,0,3,False
1295,0,11,1,0,0,5,425,1,1,33,50,0.76,94,1,1,39,2,3.06451612903226,0,1,0.421875,0,26,0.916379310344828,0.333333333333333,0,5,True
1296,0,0,1,0,0,5,130,1,0,4,15,0.79,68,1,0,7,3,2.53333333333333,0,1,0.941176470588235,0,0,0.982300884955752,1.0,0,1,False
1297,3,0,2,0,2,13,176,1,0,5,8,0.48,70,1,0,23,2,5.0,1,1,1.46153846153846,0,1,0.901294498381877,1.0,0,3,True
