File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,target
337,0,0,1,1,0,0,20,1,0,0,3,1.11,0,100,2,0,2,3,2.0,1,3.33333333333333,2,1,0.0,0,0.0,0,1,0,0,False
338,1,0,1,0,0,0,17,1,0,0,4,0.25,3,0,2,0,13,1,1.6,1,7.8,4,1,0.857142857142857,6,0.5,0,2,2,2,False
339,4,0,1,0,2,1,47,4,2,2,6,0.15,8,25,2,0,25,2,4.41666666666667,0,9.0,2,1,0.941176470588235,37,0.454545454545455,0,3,5,3,True
340,0,0,1,0,0,0,21,2,0,1,5,0.46,1,75,2,0,12,1,0.6,0,3.0,0,1,0.0,17,0.333333333333333,0,3,3,0,False
341,0,0,1,0,0,0,15,1,0,0,1,0.5,6,0,2,0,12,1,5.0,5,12.0,12,1,0.0,1,1.0,0,1,1,1,False
342,1,0,1,0,0,0,18,1,0,0,1,0.44,3,0,2,0,11,1,3.0,1,6.0,4,1,0.75,78,0.666666666666667,0,1,2,1,False
343,8,0,2,0,2,1,58,3,0,9,14,0.2,0,78,2,0,26,2,4.27272727272727,0,6.13636363636364,0,1,1.3448275862069,160,0.384615384615385,0,5,5,2,True
344,12,1,1,16,1,2,67,2,0,8,3,0.29,0,87,1,0,3,1,5.5,1,4.3125,1,1,0.894736842105263,25,0.333333333333333,0,2,3,3,False
345,16,0,1,18,12,2,378,11,5,27,78,0.49,0,95,2,0,16,2,3.19191919191919,0,3.23232323232323,0,1,0.756521739130435,145,0.375,0,3,6,9,True
346,10,1,1,2,4,1,171,3,1,5,7,0.51,1,88,4,0,23,2,2.89473684210526,0,5.52631578947368,0,1,1.73913043478261,39,0.555555555555556,0,3,4,7,True
347,5,0,1,1,0,0,44,2,1,10,25,0.13,1,81,4,0,7,1,2.58064516129032,1,3.32258064516129,1,1,1.14285714285714,446,0.333333333333333,0,1,3,2,False
348,0,0,1,0,1,8,52,1,0,2,3,0.61,2,33,1,0,8,1,8.66666666666667,4,12.3333333333333,3,1,4.0,168,0.5,0,1,4,5,False
349,3,0,2,1,2,0,39,1,0,3,5,0.35,0,68,1,0,3,1,4.0,3,5.25,3,1,1.5,171,0.666666666666667,0,1,2,1,False
350,0,0,2,0,1,2,54,3,2,2,8,0.32,0,42,3,0,8,2,2.6,1,5.3,1,1,1.92857142857143,237,0.5,0,1,2,1,False
351,1,0,1,0,0,2,48,2,0,6,7,0.55,1,66,2,0,9,1,3.875,1,5.125,1,1,1.45454545454545,188,0.4,0,1,4,4,False
352,5,0,1,5,0,3,80,1,1,3,5,0.48,0,78,2,0,5,1,5.0,2,4.36363636363636,1,1,1.35714285714286,277,0.4,0,4,4,5,False
353,1,2,1,1,2,0,20,3,1,2,1,0.3,0,50,2,0,7,1,2.8,1,5.0,1,1,1.0,110,0.333333333333333,0,2,5,3,False
354,0,0,1,0,1,0,20,1,0,0,1,0.74,4,0,1,0,5,1,3.0,3,7.0,7,4,1.0,57,0.333333333333333,0,2,3,3,False
355,0,0,1,0,0,8,126,1,0,13,10,1.1,0,80,3,1,1,1,4.9,1,3.4,1,1,0.5,283,0.4,0,2,4,5,False
356,0,0,3,0,0,17,118,1,4,0,1,0.66,2,0,2,0,7,1,4.0,3,11.2,2,1,2.375,353,0.375,0,2,4,5,True
357,2,0,2,0,0,2,96,2,7,7,7,0.35,0,62,2,0,13,1,4.3125,1,5.0,1,1,1.35,433,0.428571428571429,0,1,5,5,True
358,0,12,1,0,0,5,82,1,0,0,0,5.47,0,0,0,1,0,0,1.58333333333333,0,0.833333333333333,0,1,0.4,116,0.5,0,3,2,0,False
359,1,0,1,0,0,0,33,1,0,6,13,0.4,0,70,1,0,0,2,2.07142857142857,0,1.92857142857143,1,1,0.5,124,0.5,0,1,2,1,False
360,0,0,2,0,0,7,72,1,1,5,4,0.64,0,56,2,0,1,1,5.2,2,4.0,2,1,1.57142857142857,206,0.5,0,2,2,0,False
361,10,0,2,9,3,3,258,4,9,32,35,0.27,0,100,2,1,31,2,5.40740740740741,0,4.7962962962963,0,0,1.28813559322034,1425,0.833333333333333,0,2,2,2,False
362,0,0,0,0,0,0,41,1,0,36,0,0.57,0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,119,0.5,0,2,2,0,False
363,25,0,5,8,1,0,13,1,1,11,7,0.01,0,87,1,0,3,2,4.84848484848485,1,4.78787878787879,1,1,1.71428571428571,1193,0.8,0,2,2,1,False
364,0,0,1,0,2,4,70,1,0,8,7,1.79,0,94,1,0,0,1,2.14285714285714,0,1.71428571428571,1,1,0.333333333333333,136,0.5,0,2,2,0,False
365,0,0,1,4,2,4,54,1,2,1,4,0.74,0,96,2,0,0,1,3.5,0,2.83333333333333,1,1,1.125,153,0.666666666666667,0,2,2,0,False
366,0,0,1,3,0,0,31,5,0,7,19,0.18,1,50,2,0,16,2,1.84210526315789,0,2.73684210526316,1,1,0.4,266,0.2,0,3,5,2,False
367,0,0,1,0,0,3,19,1,0,0,1,0.36,2,0,3,0,11,1,4.0,4,20.0,20,8,1.0,77,1.0,0,1,1,0,False
368,0,0,1,0,0,3,25,1,0,2,3,0.26,0,0,2,0,13,1,3.33333333333333,2,12.6666666666667,12,1,0.6,128,0.5,0,1,2,1,False
369,0,0,1,0,0,0,14,1,0,0,1,0.2,21,0,2,0,15,1,9.0,9,19.0,19,2,1.0,115,0.5,0,2,3,1,False
370,2,0,1,1,0,0,29,1,0,6,7,0.21,2,47,2,0,26,1,7.0,1,7.33333333333333,2,1,0.363636363636364,347,0.333333333333333,0,4,5,2,False
371,0,0,1,0,0,2,28,2,0,0,4,0.21,8,0,2,0,3,2,0.25,0,4.5,2,1,0.714285714285714,209,0.5,0,1,2,3,False
372,0,0,1,3,0,0,29,5,0,5,15,0.2,1,60,2,0,16,2,1.8,0,2.4,1,1,0.428571428571429,225,0.2,0,3,5,3,False
373,1,0,1,0,0,0,19,2,0,9,7,0.23,0,61,2,0,7,1,3.25,0,4.0,1,1,0.545454545454545,125,0.25,0,1,4,4,True
374,2,0,1,0,0,3,34,2,2,6,2,0.35,1,55,2,0,18,1,4.5,0,5.33333333333333,1,1,0.888888888888889,151,0.4,0,1,4,4,True
375,1,0,1,1,0,1,73,4,2,6,33,0.16,0,95,4,0,19,1,2.13888888888889,0,3.5,1,1,0.536585365853659,615,0.666666666666667,0,2,3,3,True
376,3,0,1,0,0,2,44,1,1,3,5,0.31,0,44,2,0,8,1,5.22222222222222,2,4.55555555555556,1,1,1.91666666666667,25,0.666666666666667,0,2,2,2,False
377,0,0,2,0,0,2,40,3,0,3,7,0.51,2,13,2,0,4,2,3.14285714285714,0,2.71428571428571,1,1,0.727272727272727,6,1.0,0,2,1,1,False
378,2,0,2,4,0,0,37,1,0,3,11,0.23,0,71,2,0,6,1,3.38461538461538,1,3.61538461538462,1,1,1.4,3,0.666666666666667,0,1,2,1,False
379,0,0,1,0,0,4,35,1,0,2,3,1.75,0,33,1,0,2,2,5.33333333333333,2,1.66666666666667,1,1,0.0,0,0.0,0,1,0,0,False
380,1,0,2,1,0,2,79,6,1,15,17,0.26,0,69,3,0,20,2,4.47368421052632,0,4.68421052631579,1,1,1.07692307692308,35,0.4,0,2,3,3,False
381,5,2,1,11,1,5,498,3,1,15,40,1.13,0,94,2,0,27,1,2.85416666666667,1,2.9375,1,1,0.641509433962264,162,0.461538461538462,0,2,5,4,False
382,0,0,1,0,0,0,31,1,0,8,19,0.28,0,81,2,0,5,1,1.89473684210526,1,1.73684210526316,1,1,0.142857142857143,5,0.5,0,1,2,2,False
383,1,0,3,0,1,21,63,1,0,0,1,1.34,0,0,1,0,11,1,3.0,0,6.0,1,1,1.5,9,0.5,0,1,3,3,False
384,0,0,2,0,0,1,31,1,0,1,4,0.5,0,0,2,0,5,1,3.0,1,5.25,1,1,1.83333333333333,8,0.333333333333333,0,1,3,2,False
385,4,0,1,0,0,0,17,1,1,2,9,0.13,0,89,2,0,19,1,4.07142857142857,1,4.28571428571429,2,1,0.1875,51,0.5,0,1,4,3,False
386,0,0,1,0,0,0,16,1,0,0,1,1.23,0,0,2,0,3,1,0.0,0,4.0,4,1,0.0,17,1.0,0,1,1,0,False
387,1,0,1,1,0,1,25,1,2,4,5,0.19,0,40,2,0,18,1,6.375,3,7.875,3,1,1.1,26,0.4,0,1,4,3,False
388,1,0,1,0,0,0,20,1,1,3,4,0.22,0,50,2,0,16,1,4.0,0,8.33333333333333,3,1,0.0,2,0.5,0,2,2,2,False
389,2,0,1,0,0,0,19,1,2,3,1,0.21,2,46,3,0,17,1,3.0,1,10.6,3,1,0.571428571428571,130,0.5,0,1,3,2,False
390,0,0,1,0,0,1,18,1,0,0,2,0.31,3,0,2,0,12,1,1.5,0,9.5,6,1,0.75,18,0.5,0,2,2,2,False
391,0,1,1,0,0,10,32,1,0,0,0,5.33,0,0,0,2,2,0,2.0,2,1.0,1,1,1.25,43,1.0,0,1,1,0,False
392,4,0,2,1,0,4,76,1,0,2,4,0.85,5,70,1,2,6,2,3.0,0,3.5,1,1,2.3,227,0.25,0,1,4,2,False
393,0,0,1,0,0,4,36,1,0,1,3,2.0,1,0,2,0,0,1,2.0,1,1.66666666666667,1,1,0.666666666666667,65,0.5,0,1,2,1,False
394,0,1,1,0,0,6,30,1,0,0,0,7.5,0,0,0,2,1,0,1.0,1,0.0,0,1,0.0,38,0.5,0,2,2,0,False
395,0,0,1,0,0,10,56,1,0,1,2,3.11,1,0,2,2,2,1,4.0,3,2.0,1,1,0.75,85,1.0,0,1,1,0,False
396,1,0,1,14,0,1,23,1,0,0,0,1.0,0,100,2,0,0,1,0.0,0,1.0,1,1,0.0,54,1.0,0,1,1,0,False
397,0,0,2,1,0,1,25,1,0,0,3,0.6,1,100,3,1,2,1,1.66666666666667,0,5.66666666666667,3,2,1.5,79,0.5,0,1,2,1,False
398,0,0,1,1,0,2,39,1,0,2,8,0.48,1,50,4,0,3,1,1.875,1,3.5,1,1,1.6,146,0.5,0,1,2,1,False
399,0,0,2,1,0,1,27,1,0,0,4,0.61,1,100,2,4,2,1,2.75,0,5.0,2,1,0.666666666666667,85,0.5,0,1,2,1,False
400,1,0,1,1,0,3,48,1,0,1,6,0.87,1,71,2,0,5,1,2.28571428571429,0,3.71428571428571,1,1,0.666666666666667,127,0.4,0,1,4,2,False
401,0,0,1,1,0,0,22,1,0,0,4,1.1,0,100,2,2,1,1,0.75,0,1.25,1,1,0.0,53,0.5,0,1,2,1,False
402,0,2,1,0,0,5,35,1,0,0,0,7.0,0,0,3,6,0,1,7.5,7,0.5,0,1,0.0,45,1.0,0,1,1,0,False
403,0,0,1,1,0,1,61,1,2,5,16,0.66,0,74,2,4,2,3,4.61111111111111,1,2.11111111111111,1,1,0.25,187,0.666666666666667,0,1,2,1,False
404,0,0,1,1,0,2,41,1,0,2,8,0.93,0,66,3,0,1,1,2.75,1,1.875,1,1,0.3,101,0.5,0,1,2,1,False
405,0,0,1,1,0,1,29,1,0,0,6,0.71,0,100,2,0,4,1,1.83333333333333,0,3.16666666666667,2,1,0.5,87,0.25,0,1,4,2,False
406,0,0,1,1,0,0,22,1,0,0,4,1.16,0,100,2,0,1,1,0.25,0,1.25,1,1,0.0,51,0.5,0,1,2,1,False
407,0,0,1,1,0,0,22,1,0,0,2,2.2,0,100,3,0,0,1,1.5,0,1.0,1,1,0.0,38,0.5,0,1,2,1,False
408,0,0,1,1,0,1,39,2,0,4,12,0.4,0,64,2,1,6,1,2.58333333333333,0,2.5,1,0,0.533333333333333,167,0.2,0,1,5,3,False
409,0,0,1,1,0,0,21,1,0,0,4,1.0,0,100,3,0,1,1,0.25,0,1.5,1,1,0.0,52,0.5,0,2,2,0,False
410,0,0,1,1,0,2,33,1,0,2,6,1.03,0,44,2,0,1,1,1.66666666666667,1,2.0,1,1,0.0,82,0.5,0,1,2,1,False
411,0,0,2,1,0,1,26,1,0,0,3,0.6,1,100,3,0,2,1,1.0,0,6.33333333333333,3,2,1.0,80,0.5,0,1,2,1,False
412,0,0,1,1,0,1,35,8,0,7,14,0.59,0,100,3,6,2,1,1.28571428571429,0,1.57142857142857,1,0,0.0,133,0.333333333333333,0,2,3,0,False
413,0,0,1,1,0,0,21,1,0,0,8,0.31,2,100,2,1,4,2,2.875,0,3.625,2,1,1.0,121,0.5,0,1,2,1,False
414,1,0,1,1,0,2,84,2,0,4,15,0.79,0,55,2,0,3,2,2.0625,1,2.8125,1,1,0.578947368421053,231,0.25,0,2,4,2,False
415,1,0,1,1,0,0,22,1,0,1,8,0.34,1,77,2,0,5,2,1.55555555555556,0,3.33333333333333,1,1,0.636363636363636,114,0.4,0,1,4,2,False
416,1,4,1,1,1,2,69,6,0,9,15,0.5,0,100,3,3,6,1,1.9,0,2.6,1,0,0.444444444444444,275,0.333333333333333,0,2,5,2,False
417,0,0,1,0,0,2,54,1,0,0,14,2.57,0,0,2,2,1,1,4.71428571428571,0,0.642857142857143,0,1,0.0,95,1.0,0,1,1,0,False
418,1,0,1,2,0,1,53,1,4,5,14,0.43,1,85,1,14,2,3,7.0,1,2.89473684210526,1,1,0.571428571428571,228,0.333333333333333,0,1,3,2,True
419,0,0,1,1,0,2,31,1,0,0,4,1.15,0,100,3,0,1,1,2.75,0,2.0,1,1,0.5,67,0.5,0,1,2,1,False
420,1,0,1,1,0,0,32,1,0,1,8,0.52,1,77,2,0,4,2,2.11111111111111,0,3.33333333333333,1,1,0.636363636363636,121,0.4,0,1,4,2,False
421,0,2,1,0,0,0,19,1,0,0,0,3.8,0,0,0,1,0,0,0.0,0,0.5,0,1,0.0,29,0.5,0,2,2,0,False
422,0,0,1,1,0,0,23,1,0,0,6,0.39,2,100,2,0,1,2,0.5,0,4.0,2,1,1.5,107,0.333333333333333,0,1,3,2,False
423,0,1,1,0,0,3,29,2,0,2,2,3.62,0,100,1,1,1,1,1.0,0,1.0,1,0,0.0,41,1.0,0,1,1,0,False
424,0,0,1,0,0,7,26,1,0,0,1,3.71,0,0,0,1,2,0,4.0,4,1.0,1,1,0.0,36,1.0,0,1,1,0,False
425,0,0,2,0,0,0,28,1,3,0,1,0.68,3,0,2,0,8,1,1.0,1,1.75,1,1,2.28571428571429,93,0.5,0,1,2,1,False
426,0,0,1,0,0,7,63,1,0,0,3,7.0,0,0,0,3,3,0,3.66666666666667,1,0.666666666666667,0,1,0.0,79,1.0,0,1,1,0,False
427,2,0,1,1,0,5,126,2,4,3,5,1.64,2,81,2,20,4,2,3.0,0,2.36363636363636,1,1,1.0,253,1.0,0,1,1,0,False
428,0,0,1,0,0,7,75,1,0,2,6,2.27,1,41,1,1,3,2,3.66666666666667,1,1.66666666666667,1,1,0.5,128,1.0,0,1,1,0,False
429,0,0,2,0,0,0,23,1,3,0,2,0.41,4,0,2,0,4,1,1.0,1,3.4,1,1,2.14285714285714,113,0.5,0,1,2,1,False
430,0,0,1,1,0,3,41,1,0,1,4,1.95,1,62,2,0,1,2,2.75,1,2.0,1,1,0.142857142857143,75,1.0,0,1,1,0,False
431,0,0,1,1,0,0,30,1,0,1,8,0.73,0,68,2,1,3,2,3.0,0,2.25,1,1,0.0,90,0.5,0,1,2,1,False
432,0,0,1,1,0,2,50,1,3,4,9,0.98,0,86,3,1,3,1,1.58333333333333,1,1.41666666666667,1,1,0.0,123,0.333333333333333,0,1,3,1,False
433,0,0,1,0,0,13,162,1,0,4,10,2.45,1,70,1,1,6,1,5.1,1,2.5,1,1,0.583333333333333,265,1.0,0,1,1,0,False
434,1,0,5,0,1,2,29,2,0,4,3,0.54,1,100,1,0,4,1,1.75,0,2.5,1,0,1.25,94,1.0,0,1,1,0,False
435,1,0,1,0,2,2,51,1,0,2,11,0.58,0,25,1,0,0,2,3.75,1,2.75,1,1,1.28571428571429,163,0.5,0,1,3,2,False
436,0,0,1,0,0,2,21,1,0,0,2,0.57,6,0,1,0,12,2,2.5,0,5.0,1,1,3.2,77,1.0,0,1,1,1,False
437,1,0,2,0,1,0,26,1,0,0,2,0.47,7,0,1,0,15,2,4.33333333333333,1,4.33333333333333,1,1,2.8,114,0.333333333333333,0,1,3,2,False
438,0,0,1,0,0,0,23,1,0,0,2,1.1,2,0,1,0,5,2,1.5,1,3.0,1,1,0.75,54,1.0,0,1,1,1,False
439,0,0,1,0,0,0,20,1,0,0,2,1.33,1,0,1,0,5,2,1.0,1,3.0,1,1,0.0,43,1.0,0,1,1,1,False
440,0,0,1,0,0,0,20,1,0,0,2,1.25,1,0,1,0,6,2,1.0,1,4.0,1,1,0.0,44,1.0,0,1,1,1,False
441,0,0,1,0,0,0,22,1,0,0,2,1.47,1,0,1,0,5,2,1.5,1,2.0,1,1,0.0,45,1.0,0,1,1,1,False
442,0,0,1,0,0,1,22,1,0,0,2,1.05,1,0,1,0,7,2,1.5,1,4.0,1,1,0.75,56,0.333333333333333,0,2,3,1,False
443,0,0,1,0,0,0,21,1,0,0,2,0.5,7,0,1,0,9,2,1.5,1,6.5,1,1,2.25,84,1.0,0,1,1,1,False
444,0,0,1,0,0,0,21,1,0,0,2,0.78,4,0,1,0,8,2,1.5,1,4.0,1,1,1.5,64,1.0,0,1,1,1,False
445,0,0,1,0,0,0,21,1,0,0,2,0.95,2,0,1,0,9,2,1.5,1,5.5,1,1,0.75,61,0.666666666666667,0,2,2,0,False
446,0,0,1,0,0,0,20,1,0,0,2,0.57,4,0,1,0,11,2,2.5,1,6.0,1,1,0.75,70,0.5,0,1,2,1,False
447,0,0,1,0,0,0,23,1,0,0,2,1.0,2,0,1,0,7,2,1.5,1,3.5,1,1,0.75,57,1.0,0,1,1,1,False
448,1,0,2,0,1,0,26,1,0,0,2,0.46,6,0,1,0,15,2,4.0,1,5.0,1,1,2.8,113,0.333333333333333,0,2,3,1,False
449,0,0,1,0,0,0,23,1,0,0,1,2.56,0,0,1,20,3,1,1.0,1,1.0,1,1,0.0,37,1.0,0,2,1,0,False
450,0,0,1,0,0,0,25,1,0,0,2,0.53,0,0,2,0,33,2,1.5,1,9.5,2,1,0.0,82,0.333333333333333,0,2,3,1,False
451,0,0,1,0,0,0,21,1,0,0,2,0.95,1,0,1,0,9,2,1.5,1,4.0,1,1,0.75,57,0.666666666666667,0,2,2,0,False
452,0,0,1,0,0,0,22,1,0,0,2,2.75,0,0,1,1,0,1,1.5,1,0.5,0,1,0.4,33,1.0,0,2,1,0,False
453,0,0,1,1,0,0,24,1,0,1,7,0.6,0,64,2,0,0,2,0.857142857142857,0,0.714285714285714,0,1,0.333333333333333,86,0.666666666666667,0,2,2,1,False
454,0,0,1,0,0,0,23,1,0,0,2,2.56,0,0,1,1,1,1,1.0,1,0.5,0,1,0.0,35,1.0,0,2,1,0,False
455,0,0,1,1,0,0,25,1,0,1,8,0.53,0,62,2,0,1,2,0.75,0,1.125,0,1,0.6,92,0.5,0,2,2,1,False
456,0,0,1,0,0,0,24,1,0,0,2,3.0,0,0,1,1,0,1,1.0,1,0.5,0,1,0.0,35,1.0,0,2,1,0,False
457,0,0,1,1,0,0,26,1,0,1,8,0.63,0,68,2,0,0,2,0.75,0,0.875,0,1,0.3,86,0.5,0,2,2,1,False
458,0,0,1,0,0,3,29,1,0,0,2,2.64,0,0,1,1,1,1,1.5,1,0.5,0,1,0.0,43,1.0,0,2,1,0,False
459,0,0,1,1,0,0,24,1,0,1,8,0.5,0,68,2,0,1,2,0.75,0,1.375,0,1,0.6,92,0.5,0,2,2,1,False
460,0,0,1,0,0,0,23,2,0,2,4,2.09,0,100,1,1,1,1,0.5,0,0.75,0,0,0.0,39,1.0,0,2,1,0,False
461,0,0,1,1,0,0,25,1,0,1,8,0.54,1,81,2,0,1,2,0.75,0,1.25,0,1,0.7,94,0.5,0,2,2,1,False
462,0,0,1,0,0,0,23,1,0,0,2,2.88,0,0,1,1,0,1,1.0,1,0.5,0,1,0.0,34,1.0,0,2,1,0,False
463,0,0,1,1,0,0,25,1,0,1,8,0.57,0,62,2,0,0,2,0.75,0,1.0,0,1,0.3,87,0.5,0,2,2,1,False
464,0,0,1,0,0,1,23,1,0,0,2,2.88,0,0,1,1,0,1,1.0,1,0.5,0,1,0.0,35,1.0,0,1,1,1,False
465,0,0,1,1,0,0,26,1,0,1,8,0.55,0,68,2,0,0,2,0.75,0,1.125,0,1,0.4,94,0.5,0,2,2,1,False
466,0,0,1,1,0,0,27,1,0,1,2,1.29,1,50,1,0,5,2,2.5,2,5.0,2,1,1.5,61,0.5,0,1,2,2,False
467,0,0,1,1,0,0,28,1,0,1,2,0.9,3,50,1,0,6,2,2.5,2,5.0,2,1,1.5,83,0.5,0,2,2,1,False
468,0,0,1,1,0,0,23,1,0,1,8,0.49,0,68,2,0,2,2,0.75,0,1.125,0,1,0.4,91,0.5,0,2,2,1,False
469,0,0,1,0,0,0,23,1,0,0,4,2.3,0,0,1,1,0,1,1.5,1,0.5,0,1,0.0,36,1.0,0,2,1,0,False
470,0,0,1,1,0,0,25,1,0,2,10,0.51,0,76,2,0,1,2,0.8,0,0.9,0,1,0.25,96,0.5,0,2,2,1,False
471,0,0,1,0,0,0,22,1,0,0,2,2.44,0,0,1,1,0,1,1.0,1,0.5,0,1,0.0,35,1.0,0,2,1,0,False
472,0,0,1,1,0,0,24,1,0,1,8,0.51,0,62,2,0,0,2,0.75,0,1.25,0,1,0.6,92,0.5,0,2,2,1,False
473,0,0,1,1,0,0,24,1,0,1,8,0.55,0,62,2,0,0,2,0.75,0,0.875,0,1,0.3,87,0.5,0,2,2,1,False
474,0,0,1,0,0,0,22,1,0,0,2,2.75,0,0,1,1,0,1,0.5,0,0.5,0,1,0.0,33,1.0,0,2,1,0,False
475,0,0,1,1,0,0,24,1,0,1,8,0.57,0,68,2,0,0,2,0.75,0,1.125,0,1,0.3,86,0.5,0,2,2,1,False
476,0,0,1,1,0,0,23,1,0,0,2,2.09,0,100,1,1,1,1,1.0,1,0.5,0,1,0.0,40,0.5,0,2,2,0,False
477,0,0,1,1,0,0,25,1,0,1,8,0.57,0,68,2,0,2,2,0.75,0,0.875,0,1,0.3,89,0.333333333333333,0,2,3,1,False
478,0,0,1,0,0,0,22,1,0,0,2,2.75,0,0,1,1,0,1,1.0,1,0.5,0,1,0.0,33,1.0,0,2,1,0,False
479,0,0,1,1,0,0,24,1,0,1,8,0.55,0,62,2,0,0,2,0.75,0,0.875,0,1,0.3,86,0.5,0,2,2,1,False
480,0,0,1,0,0,0,23,1,0,0,2,2.3,0,0,1,1,0,1,1.0,1,0.5,0,1,0.0,37,1.0,0,2,1,0,False
481,0,0,1,1,0,0,25,1,0,1,8,0.52,0,62,2,0,0,2,0.75,0,1.125,0,1,0.6,94,0.5,0,2,2,1,False
482,0,0,1,0,0,2,26,1,0,0,1,1.3,2,0,3,0,12,1,2.0,2,5.0,5,1,0.0,56,0.5,0,2,2,0,False
483,0,0,1,0,3,32,190,1,0,0,5,2.79,0,0,2,0,7,1,6.6,4,5.6,5,1,1.625,269,1.0,0,1,1,1,False
484,0,0,1,1,0,0,23,1,0,0,1,2.3,0,100,3,0,1,1,3.0,3,2.0,2,1,0.75,39,1.0,0,2,1,0,False
485,0,0,1,1,0,0,22,1,0,0,6,0.35,2,100,2,0,1,2,0.5,0,4.0,2,1,1.5,110,0.5,0,1,2,2,False
486,0,0,1,1,0,2,33,1,0,0,4,1.5,0,100,4,0,0,1,2.25,0,2.75,1,1,0.0,65,0.5,0,1,2,1,False
487,0,0,1,1,0,2,31,1,0,1,3,1.24,1,66,3,0,1,1,2.0,0,3.0,1,1,0.0,83,0.25,0,1,4,3,False
488,0,0,1,1,0,1,27,1,0,1,2,1.59,1,50,3,0,0,1,2.5,2,2.0,1,1,0.0,55,1.0,0,2,1,0,False
489,0,0,1,1,0,2,31,1,0,0,5,1.03,0,100,3,1,1,1,2.6,1,2.8,1,1,0.428571428571429,72,0.5,0,1,2,1,False
490,6,0,3,6,6,6,70,1,0,0,2,0.37,2,85,1,0,5,2,5.125,3,5.375,3,3,2.63636363636364,300,0.25,0,1,4,3,False
491,0,1,1,1,1,1,53,1,7,17,31,0.11,1,85,1,0,0,1,4.41025641025641,0,2.97435897435897,1,1,0.902439024390244,618,0.5,0,1,2,1,False
492,2,0,1,1,2,3,68,1,0,4,3,0.59,0,88,4,0,4,1,5.2,2,4.6,2,1,1.57142857142857,203,0.333333333333333,0,1,3,2,False
493,9,0,2,4,1,0,101,3,0,23,24,0.14,0,84,2,0,26,3,6.51515151515152,0,6.21212121212121,0,1,1.75675675675676,991,0.25,0,1,4,2,False
494,0,0,0,0,0,0,40,1,0,35,0,0.57,0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,140,0.5,0,1,2,1,False
495,27,0,5,10,3,0,29,1,1,11,7,0.03,0,88,1,0,3,2,5.17142857142857,1,4.74285714285714,1,1,1.72972972972973,1401,0.5,0,1,2,1,False
496,0,0,1,1,2,4,75,1,0,8,7,1.88,0,95,1,0,0,2,2.42857142857143,0,1.71428571428571,1,1,0.333333333333333,132,0.5,0,1,2,1,False
497,0,0,1,5,2,4,59,1,2,1,4,0.81,0,97,2,0,0,1,3.33333333333333,0,2.83333333333333,1,1,1.125,148,0.5,0,1,2,1,False
498,0,0,2,0,0,0,27,1,3,0,2,0.51,3,0,2,0,10,1,1.4,1,3.4,1,1,2.25,125,0.333333333333333,0,1,5,3,False
499,0,0,3,0,0,2,50,1,3,2,2,0.25,15,60,2,0,21,1,2.0,1,7.2,1,1,3.42857142857143,357,0.4,0,1,4,3,False
500,0,0,2,0,0,0,25,1,3,0,1,0.6,3,0,2,0,6,1,1.25,1,2.0,1,1,2.0,91,0.5,0,1,2,2,False
501,0,0,2,0,0,0,25,1,3,0,0,0.68,4,0,2,0,8,1,1.33333333333333,1,3.66666666666667,1,1,1.8,85,0.5,0,1,2,2,False
502,0,0,1,0,0,0,28,1,4,2,2,0.5,3,66,2,0,8,1,1.5,1,2.5,1,1,1.125,121,0.333333333333333,0,1,3,3,False
503,0,0,1,0,0,0,27,1,3,0,0,0.71,4,0,2,0,6,1,1.33333333333333,1,4.0,1,1,1.8,87,0.5,0,1,2,2,False
504,3,0,2,0,0,0,33,1,0,4,4,0.28,6,71,1,0,13,2,2.85714285714286,1,4.85714285714286,1,1,2.11111111111111,221,0.333333333333333,0,1,3,2,False
505,0,0,1,0,0,0,27,1,3,0,2,0.59,3,0,2,0,9,1,1.2,1,2.6,1,1,1.0,106,0.25,0,2,4,2,False
506,0,0,2,0,0,0,24,1,3,0,1,0.73,2,0,2,0,4,1,1.0,1,2.25,1,1,1.0,82,0.333333333333333,0,1,3,2,False
507,0,0,2,0,0,0,32,1,4,1,1,0.48,5,60,2,0,7,1,1.6,1,3.4,1,1,2.71428571428571,137,0.333333333333333,0,1,3,3,False
508,0,0,1,0,0,1,27,1,3,0,0,0.79,2,0,2,0,6,1,1.66666666666667,1,2.66666666666667,1,1,1.2,93,0.4,0,2,4,1,False
509,0,0,1,0,0,2,50,1,3,0,1,0.52,7,0,2,0,16,1,3.0,1,7.0,1,1,1.5,205,0.4,0,2,4,2,False
510,0,0,2,0,0,0,24,1,3,0,1,0.75,2,0,2,0,5,1,1.0,1,1.25,1,1,1.0,74,0.5,0,1,2,2,False
