File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,target
3739,0,0,1,0,0,0,1,20,1,1,0,2,0,6,0,4,1,0,3.0,1,1,0,1.0,1,0,False
3740,0,0,1,0,0,0,1,17,1,2,0,0,2,9,0,5,1,0,6.5,2,1,0,0.0,2,0,False
3741,0,0,1,0,0,0,1,23,2,2,0,2,1,8,1,2,2,0,2.75,1,1,0,0.0,1,1,False
3742,0,0,1,0,0,0,1,17,1,2,0,0,1,9,0,4,1,0,5.0,2,1,0,0.0,2,0,False
3743,0,0,1,0,0,0,1,23,2,2,0,2,1,8,1,2,2,0,2.75,1,1,0,0.0,1,1,False
3744,0,0,1,0,0,0,1,17,1,2,0,0,2,9,0,5,1,0,6.5,2,1,0,0.0,2,0,False
3745,0,0,1,0,0,0,1,17,1,2,0,0,1,9,0,4,1,0,5.0,2,1,0,0.0,2,0,False
3746,1,0,1,0,0,0,1,23,2,1,0,2,1,8,0,2,2,0,2.75,1,1,0,0.0,1,0,False
3747,1,0,1,0,0,0,1,23,2,1,0,2,1,8,0,2,2,0,2.75,1,1,0,0.0,1,0,False
3748,1,0,1,0,0,0,1,23,2,1,0,2,1,8,0,2,2,0,2.75,1,1,0,0.0,1,0,False
3749,1,0,1,0,0,0,1,23,2,2,0,2,1,8,0,3,2,0,2.8,1,1,0,0.0,2,0,False
3750,0,0,1,0,0,1,1,21,2,1,0,2,1,6,0,3,2,0,3.66666666666667,1,1,0,0.0,1,1,False
3751,3,0,1,0,0,1,1,32,2,1,0,3,0,6,0,10,2,0,3.85714285714286,1,1,0,0.0,2,1,False
3752,0,0,1,0,0,1,1,20,1,1,0,0,0,7,0,0,1,0,2.0,2,1,0,0.0,1,1,False
3753,0,0,1,0,0,0,1,20,2,2,0,2,0,6,1,2,2,0,2.5,1,1,0,0.0,3,0,False
3754,1,0,1,0,0,1,1,25,4,1,1,5,1,6,0,4,2,0,3.42857142857143,0,1,0,0.0,1,1,False
3755,2,0,1,0,0,0,1,21,2,2,0,3,0,6,0,10,2,0,3.71428571428571,1,1,0,0.0,1,0,False
3756,2,0,1,0,0,0,1,21,2,1,0,3,0,6,0,9,2,0,3.5,1,1,0,0.0,1,0,False
3757,0,0,1,0,0,1,1,20,1,1,0,0,0,7,0,0,1,0,2.0,2,1,0,0.0,1,0,False
3758,0,0,1,0,0,1,1,20,1,1,0,0,0,7,0,0,1,0,2.0,2,1,0,0.0,1,1,False
3759,1,0,1,0,0,0,1,24,2,2,0,3,0,6,2,9,2,0,4.83333333333333,1,1,0,0.0,2,1,False
3760,0,0,1,0,0,1,1,21,1,1,0,0,0,7,0,0,1,0,2.0,2,1,0,0.0,1,1,False
3761,2,0,1,0,0,0,1,25,2,1,0,3,0,6,1,6,2,0,3.5,1,1,0,0.0,2,0,False
3762,2,0,1,0,0,1,1,27,3,1,0,4,0,6,0,9,2,0,5.0,0,1,0,0.0,1,2,False
3763,1,0,1,1,0,1,1,24,3,0,0,4,1,6,0,3,2,0,6.4,1,1,0,0.0,2,1,False
3764,0,0,1,0,0,0,1,23,3,3,0,4,0,6,1,4,2,0,3.42857142857143,1,1,0,1.0,2,1,False
3765,0,0,1,0,0,1,1,20,1,1,0,0,0,7,0,0,1,0,2.0,2,1,0,0.0,1,0,False
3766,0,0,1,0,0,0,1,23,4,1,0,8,1,6,1,6,2,0,7.33333333333333,1,1,0,0.0,1,0,False
3767,0,0,1,0,0,1,1,20,1,1,0,0,0,7,0,0,1,0,2.0,2,1,0,0.0,1,0,False
3768,1,0,1,0,0,0,1,20,2,2,0,3,0,6,1,4,2,0,2.33333333333333,1,1,0,0.0,2,1,False
3769,0,0,1,0,0,1,1,20,1,1,0,0,0,7,0,0,1,0,2.0,2,1,0,0.0,1,0,False
3770,1,0,1,0,0,0,1,23,2,2,0,3,0,6,1,9,2,0,4.33333333333333,1,1,0,0.0,2,1,False
3771,1,0,1,0,0,0,1,23,2,2,0,3,0,6,1,9,2,0,4.33333333333333,1,1,0,0.0,2,1,False
3772,1,0,1,0,0,0,1,20,2,1,0,2,0,6,0,2,2,0,3.0,1,1,0,0.0,2,0,False
3773,2,0,1,0,0,0,1,24,2,1,0,3,0,6,0,9,2,0,4.0,1,1,0,0.0,2,1,False
3774,2,0,1,0,0,0,1,21,2,1,0,3,0,6,0,9,2,0,3.5,1,1,0,0.0,2,0,False
3775,2,0,1,0,0,0,1,23,2,1,0,3,0,6,0,9,2,0,3.5,1,1,0,0.0,2,0,False
3776,1,0,1,0,0,1,1,24,3,2,0,4,0,6,1,9,2,0,4.28571428571429,1,1,0,0.0,1,1,False
3777,2,0,1,0,0,1,1,24,3,1,0,4,0,6,0,9,2,0,4.14285714285714,1,1,0,0.0,2,1,False
3778,1,0,1,0,0,1,1,25,2,2,0,3,0,6,1,9,2,0,4.5,1,1,0,0.0,1,2,False
3779,1,0,1,0,0,0,1,24,2,2,0,3,0,6,1,9,2,0,4.66666666666667,1,1,0,0.0,1,2,False
3780,0,0,1,0,0,0,1,21,2,2,0,3,1,6,1,4,2,0,3.4,1,1,0,0.0,1,0,False
3781,2,0,1,0,0,0,1,23,2,1,0,3,0,6,0,4,2,0,2.33333333333333,1,1,0,0.0,2,0,False
3782,2,0,1,0,0,0,1,26,3,2,0,4,0,6,0,4,2,0,2.875,1,1,0,1.0,1,0,False
3783,2,0,1,0,0,0,1,26,3,2,0,4,0,6,0,4,2,0,2.75,1,1,0,1.0,2,1,False
3784,2,0,1,0,0,0,1,22,3,0,0,6,0,6,0,3,2,0,2.875,1,1,0,0.0,2,0,False
3785,2,0,1,0,0,0,1,22,4,0,0,8,0,6,0,3,2,0,3.1,1,1,0,0.0,2,0,False
3786,2,0,1,0,0,0,1,22,3,0,0,6,0,6,0,3,2,0,2.875,1,1,0,0.0,2,0,False
3787,2,0,1,0,0,0,1,24,3,2,0,4,0,6,0,4,2,0,2.5,1,1,0,1.0,2,0,False
3788,2,0,1,0,0,0,1,21,2,1,0,3,0,6,0,9,2,0,3.5,1,1,0,0.0,1,0,False
3789,2,0,1,0,0,1,1,28,2,1,0,3,0,6,0,10,2,0,5.0,1,1,0,0.0,1,1,False
3790,1,0,1,2,0,0,1,24,3,2,0,4,0,6,0,5,2,0,3.0,1,1,0,0.0,1,0,False
3791,1,0,1,1,0,1,1,26,3,1,1,4,1,6,0,4,2,0,5.0,1,1,0,0.0,2,1,False
3792,2,0,1,0,0,0,1,23,2,1,0,3,0,6,0,9,2,0,3.5,1,1,0,0.0,2,0,False
3793,2,0,1,0,0,0,1,23,2,1,0,3,0,6,0,9,2,0,4.83333333333333,1,1,0,0.0,2,0,False
3794,2,0,1,0,0,1,1,27,2,1,0,3,0,6,0,10,2,0,4.83333333333333,1,1,0,0.0,2,0,False
3795,2,0,1,0,0,0,1,24,2,1,0,3,0,6,0,10,2,0,5.16666666666667,1,1,0,0.0,2,0,False
3796,0,0,1,0,0,6,1,31,2,1,0,2,1,4,0,1,2,0,1.0,0,1,0,0.0,2,0,False
3797,2,0,1,0,0,1,1,25,2,1,0,3,0,6,0,9,2,0,4.16666666666667,1,1,0,0.0,2,0,False
3798,1,0,1,0,0,0,1,20,2,1,1,2,0,6,0,2,2,0,2.75,1,1,0,0.0,2,0,False
3799,1,0,1,0,0,0,1,23,2,2,0,3,0,6,0,9,2,0,4.0,1,1,0,1.0,1,0,False
3800,3,0,1,0,0,4,1,39,3,1,0,4,2,6,0,9,2,0,4.25,1,1,0,0.0,1,1,False
3801,2,0,1,0,0,0,1,20,2,1,0,3,0,6,0,2,2,0,2.5,1,1,0,0.0,2,0,False
3802,1,0,1,0,0,1,1,27,1,0,0,5,3,6,0,8,1,0,8.66666666666667,1,1,0,1.0,2,0,False
3803,1,0,1,1,0,0,1,20,2,2,0,2,1,6,1,4,2,0,4.6,1,1,0,0.0,1,1,False
3804,0,0,1,0,0,1,1,20,1,1,0,0,0,7,0,0,1,0,2.0,2,1,0,0.0,1,0,False
3805,1,0,1,0,0,0,1,20,2,1,0,2,0,6,0,2,2,0,2.75,1,1,0,0.0,1,0,False
3806,1,0,1,0,0,0,1,22,3,2,0,4,0,6,0,9,2,0,3.85714285714286,1,1,0,0.0,1,0,False
3807,1,0,1,0,0,2,1,26,3,1,1,4,0,6,0,3,2,0,2.66666666666667,1,1,0,0.0,2,1,False
3808,2,0,1,0,0,0,1,22,3,1,0,4,0,6,0,9,2,0,3.85714285714286,1,1,0,0.0,2,0,False
3809,2,0,1,0,0,1,1,25,1,0,0,2,0,6,0,7,1,0,3.5,2,1,0,0.0,2,0,False
3810,2,0,1,0,0,0,1,22,2,1,0,3,0,6,0,2,2,0,2.16666666666667,1,1,0,0.0,2,0,False
3811,1,0,1,0,0,0,1,18,2,1,0,3,0,6,0,2,2,0,2.6,1,1,0,0.0,1,0,False
3812,0,0,1,0,0,1,1,20,1,1,0,0,0,7,0,0,1,0,2.0,2,1,0,0.0,1,0,False
3813,0,0,1,0,0,1,1,24,2,2,0,2,2,6,1,4,2,0,4.5,1,1,0,0.0,1,0,False
3814,0,0,1,0,0,0,1,21,2,2,0,3,1,6,0,4,2,0,3.8,1,1,0,0.0,1,0,False
3815,2,0,1,0,0,0,1,22,2,1,0,3,0,6,0,2,2,0,2.33333333333333,1,1,0,0.0,2,0,False
3816,1,0,1,1,0,0,1,25,3,2,0,8,0,6,0,4,2,0,2.18181818181818,0,1,0,0.0,2,0,False
3817,1,0,1,0,0,1,1,24,2,1,0,2,1,6,0,2,2,0,3.5,1,1,0,0.0,2,0,False
3818,2,0,1,0,0,0,1,22,2,1,0,3,0,6,0,2,2,0,2.33333333333333,1,1,0,0.0,2,0,False
3819,1,0,1,0,0,1,1,26,3,2,1,4,0,6,0,10,2,0,6.0,1,1,0,0.0,2,1,False
3820,1,0,1,0,0,1,1,27,3,2,0,4,0,6,1,10,2,0,5.57142857142857,1,1,0,0.0,2,0,False
3821,0,0,1,0,0,1,1,21,3,1,0,2,1,7,0,2,2,0,2.33333333333333,1,1,0,0.0,1,0,False
3822,2,0,1,0,0,0,1,21,2,1,0,3,0,6,0,3,2,0,3.16666666666667,1,1,0,0.0,2,0,False
3823,1,0,1,0,0,0,1,21,3,2,0,4,0,6,0,4,2,0,3.14285714285714,1,1,0,0.0,2,1,False
3824,2,0,1,0,0,0,1,20,2,1,0,3,0,6,0,6,2,0,3.83333333333333,1,1,0,1.0,3,0,False
3825,2,0,1,0,0,0,1,21,2,1,0,3,0,6,0,3,2,0,3.16666666666667,1,1,0,1.0,1,0,False
3826,1,0,1,0,0,0,1,20,2,1,0,3,0,6,0,5,2,0,4.2,1,1,0,0.0,1,0,False
3827,2,0,1,0,0,0,1,22,2,1,0,3,0,6,0,2,2,0,2.33333333333333,1,1,0,0.0,2,0,False
3828,1,0,1,0,0,1,1,27,1,1,0,4,2,6,0,8,1,0,7.16666666666667,1,1,0,0.0,1,1,False
3829,1,0,1,0,0,0,1,22,3,2,1,5,0,6,0,8,2,0,3.25,0,1,0,1.0,1,1,False
3830,3,0,1,0,0,0,1,22,2,2,0,3,0,6,0,3,2,0,2.5,1,1,0,0.0,2,0,False
3831,2,0,1,0,0,0,1,22,2,1,0,3,0,6,0,6,2,0,3.5,1,1,0,1.0,3,0,False
3832,0,0,1,0,0,0,1,20,1,1,1,2,0,6,0,4,1,2,4.66666666666667,2,1,0,0.0,1,0,False
3833,0,0,1,0,0,1,2,20,3,0,0,3,0,4,0,2,2,0,1.0,0,1,0,0.0,2,0,False
3834,1,0,1,0,0,1,2,22,1,0,0,1,1,6,0,8,1,2,8.5,7,1,0,0.0,1,0,False
3835,1,0,1,0,0,1,1,23,1,0,0,2,1,6,0,8,1,1,7.0,4,1,0,0.0,2,1,False
3836,1,0,1,0,0,0,1,21,2,1,0,2,0,6,0,2,2,0,2.5,1,1,0,0.0,1,0,False
3837,0,0,1,0,0,0,1,21,2,1,0,3,0,6,0,2,2,0,3.5,1,1,0,0.0,1,0,False
3838,1,0,1,0,0,1,1,23,1,0,0,2,2,6,0,7,1,0,6.0,1,1,0,0.0,1,1,False
3839,1,0,1,0,0,0,1,20,1,0,0,1,0,6,0,1,1,1,4.5,2,1,0,0.0,2,1,False
3840,1,0,1,0,0,0,1,20,1,0,0,1,0,6,0,1,1,1,4.5,2,1,0,0.0,2,1,False
3841,2,0,1,0,0,0,1,22,3,1,0,4,0,6,0,2,2,0,2.42857142857143,1,1,0,0.0,2,1,False
3842,1,0,1,0,0,0,1,17,1,0,0,1,0,6,0,0,1,0,2.0,2,1,0,0.0,1,0,False
3843,1,0,1,0,0,0,1,20,1,0,0,7,1,6,0,3,1,0,4.875,1,1,0,0.0,2,0,False
3844,1,0,1,0,0,0,1,22,2,1,0,10,0,6,0,2,1,0,3.0,1,1,0,0.0,3,0,False
3845,1,0,1,0,0,0,1,20,2,1,0,3,0,6,0,4,2,0,2.8,1,1,0,0.0,2,1,False
3846,1,0,1,1,0,0,1,20,2,1,0,3,0,6,0,4,2,0,3.2,1,1,0,0.0,2,1,False
3847,0,0,1,0,0,0,1,20,2,2,0,3,0,6,1,6,2,0,4.2,1,1,0,0.0,2,2,False
3848,1,0,1,0,0,0,1,20,2,1,0,3,0,6,0,4,2,0,3.2,1,1,0,0.0,2,1,False
3849,0,0,1,0,0,1,1,20,1,1,0,0,0,7,0,0,1,0,2.0,2,1,0,0.0,1,0,False
3850,1,0,1,0,0,0,1,20,2,1,0,3,0,6,0,4,2,0,3.0,1,1,0,0.0,2,1,False
3851,0,0,1,0,0,1,1,23,1,1,0,2,2,6,1,4,1,0,4.0,1,1,0,0.0,1,1,False
3852,1,0,1,0,0,0,1,17,1,0,0,1,0,6,0,1,1,1,4.5,2,1,0,0.0,1,1,False
3853,1,0,1,0,0,0,1,17,2,0,0,2,0,6,0,4,2,1,5.0,2,1,0,0.0,1,1,False
3854,1,0,1,0,0,0,1,17,2,0,0,2,0,6,0,4,2,1,5.0,2,1,0,0.0,1,1,False
3855,1,0,1,0,0,0,1,17,1,1,0,2,0,6,0,2,1,0,3.25,1,1,0,0.0,1,1,False
3856,1,0,1,0,0,0,1,21,3,1,0,3,2,6,0,2,2,0,4.8,1,1,0,0.0,1,0,False
3857,1,0,1,0,0,0,1,17,2,1,0,2,0,6,0,1,2,0,2.75,1,1,0,0.0,2,0,False
3858,1,0,1,0,0,0,1,22,1,0,0,3,0,6,0,4,1,0,3.5,1,1,0,0.0,1,1,False
3859,1,0,1,0,0,0,1,17,1,0,0,2,0,6,0,1,1,0,3.33333333333333,1,1,0,0.0,1,1,False
3860,1,0,1,0,0,0,1,22,1,0,0,7,2,6,0,7,1,0,7.125,1,1,0,0.0,1,1,False
3861,1,0,1,0,0,0,1,20,1,0,0,2,0,6,0,1,1,0,3.33333333333333,1,1,0,0.0,2,1,False
3862,1,0,1,0,0,1,1,24,2,1,0,2,1,6,0,3,2,0,3.5,1,1,0,0.0,1,2,False
3863,0,0,1,0,0,1,1,26,2,2,0,2,0,6,0,3,2,0,3.0,1,1,0,0.0,1,0,False
3864,0,0,1,0,0,2,1,27,2,2,0,2,0,6,0,3,2,0,3.0,1,1,0,0.0,1,0,False
3865,0,0,1,3,0,1,2,24,1,2,2,3,1,5,129,3,1,1,6.2,1,1,0,0.0,2,1,False
3866,2,0,1,0,0,1,1,26,2,1,0,3,1,6,0,7,2,0,3.66666666666667,1,1,0,0.0,1,0,False
3867,2,0,1,0,0,1,1,26,2,1,0,3,1,6,0,7,2,0,3.66666666666667,1,1,0,0.0,1,0,False
3868,0,0,1,0,0,2,1,24,2,1,0,2,2,6,0,3,2,0,4.33333333333333,1,1,0,0.0,1,0,False
3869,0,0,1,0,0,0,1,31,1,3,0,0,0,7,2,0,1,0,1.0,1,1,0,0.0,1,0,False
3870,0,0,1,0,0,0,1,31,1,3,0,0,0,7,3,0,1,0,1.0,1,1,0,0.0,1,0,False
3871,0,0,1,0,0,0,1,31,1,3,0,0,0,7,1,0,1,0,1.0,1,1,0,0.0,1,0,False
3872,0,0,1,4,0,3,2,40,1,6,0,0,1,6,8,1,1,1,6.0,1,1,0,0.0,1,0,False
3873,1,0,1,0,0,1,2,22,1,0,0,1,1,6,0,8,1,2,8.5,7,1,0,0.0,1,0,False
3874,0,0,1,0,0,0,1,16,2,1,0,3,0,4,0,2,2,0,2.0,1,1,0,0.0,1,1,False
3875,0,0,1,0,0,0,1,16,2,1,0,3,0,4,0,2,2,0,2.0,1,1,0,0.0,1,0,False
3876,1,0,1,0,0,0,1,20,3,1,0,3,0,6,0,4,2,0,4.0,1,1,0,0.0,1,1,False
3877,1,0,1,0,0,0,1,23,4,0,0,6,2,6,0,6,2,0,6.57142857142857,1,1,0,0.0,1,1,False
3878,0,0,1,0,0,0,1,19,1,0,0,1,0,1,0,0,2,2,2.0,2,1,0,0.0,1,0,False
3879,0,0,1,0,0,0,2,20,1,0,0,2,1,6,0,3,1,0,5.0,1,1,0,0.0,1,0,False
3880,0,0,1,0,0,2,2,23,1,0,0,2,1,6,0,1,1,0,4.0,1,1,0,0.0,1,0,False
3881,1,0,1,0,0,0,1,20,1,0,0,2,0,6,0,3,1,0,3.66666666666667,1,1,0,0.0,1,0,False
3882,0,0,1,0,0,1,2,22,1,0,0,3,1,6,0,4,1,0,6.66666666666667,1,1,0,0.0,1,0,False
3883,0,0,1,1,0,1,4,24,1,1,2,2,2,5,11,2,1,1,8.33333333333333,1,1,0,0.0,2,1,False
3884,0,0,1,0,0,1,2,22,1,0,0,2,1,6,0,7,1,0,6.5,1,1,0,0.0,1,1,False
3885,0,0,1,0,0,1,1,20,2,1,0,1,0,7,0,1,2,0,3.0,1,1,0,0.0,1,1,False
3886,0,0,1,0,0,1,1,21,2,1,0,2,1,6,1,3,2,0,4.33333333333333,1,1,0,0.0,1,1,False
3887,0,0,1,0,0,2,1,25,2,1,0,2,1,6,1,3,2,0,4.0,1,1,0,0.0,1,1,False
3888,0,0,1,0,0,1,1,22,2,1,0,2,1,6,1,3,2,0,4.33333333333333,1,1,0,0.0,1,1,False
3889,0,0,1,0,0,0,2,22,1,0,0,4,1,6,0,3,1,0,7.0,1,1,0,0.0,2,0,False
3890,0,0,1,0,0,0,2,22,1,0,0,4,1,6,0,3,1,0,7.0,1,1,0,0.0,1,1,False
3891,2,0,1,0,0,0,1,19,2,1,0,3,0,6,0,9,2,0,4.5,1,1,0,0.0,1,0,False
3892,1,0,1,0,0,2,1,64,2,0,0,15,1,4,0,12,2,0,8.0625,0,1,0,1.0,4,2,False
3893,0,0,1,2,0,13,3,55,1,0,0,2,0,1,1,5,2,5,12.0,11,2,1,0.0,1,0,False
3894,0,0,1,0,0,0,1,25,1,1,3,9,0,3,0,9,1,1,2.1,1,1,0,1.0,1,1,False
3895,1,1,1,0,0,3,1,134,2,0,12,25,0,3,0,11,1,0,1.77777777777778,1,0,0,0.0,1,0,False
3896,0,0,1,0,0,0,1,16,1,0,0,4,0,2,0,0,1,0,1.0,1,1,0,1.0,1,0,False
3897,1,0,1,0,0,3,1,45,1,0,4,7,0,1,0,0,2,1,2.75,1,1,0,0.0,1,0,False
3898,0,1,1,0,0,7,1,27,1,0,0,0,0,0,2,0,0,1,1.0,1,1,0,0.0,1,0,False
3899,0,0,1,2,0,4,2,27,1,0,1,2,1,1,0,0,2,2,5.5,1,1,0,0.0,1,0,False
3900,0,0,1,0,0,2,1,27,1,0,0,5,0,3,0,5,1,1,3.8,2,1,0,0.0,1,0,False
3901,0,2,1,0,0,8,1,35,1,0,0,0,0,0,2,0,0,1,0.0,0,1,0,0.0,1,0,False
3902,0,0,1,0,0,0,1,19,1,0,1,3,0,1,0,1,2,2,2.0,2,1,0,0.0,1,0,False
3903,0,0,2,1,1,5,2,46,1,0,1,4,0,1,0,0,1,3,2.25,1,1,0,0.0,1,0,False
3904,1,0,2,3,1,10,2,60,1,0,0,2,0,1,1,6,2,3,8.33333333333333,2,1,0,0.0,1,0,False
3905,0,0,1,0,0,2,2,24,1,0,3,2,0,1,0,5,2,5,6.0,4,1,0,0.0,1,0,False
3906,0,2,1,0,0,8,1,46,1,0,0,0,0,1,2,1,2,1,1.0,1,1,0,0.0,1,0,False
3907,0,2,1,0,0,0,1,22,1,0,0,0,0,1,0,1,2,0,0.5,0,1,0,0.0,1,0,False
3908,0,2,1,0,0,8,1,46,1,0,0,0,0,1,6,1,2,3,1.0,1,1,0,0.0,1,0,False
3909,0,2,1,0,0,0,1,22,1,0,0,0,0,1,3,1,2,0,0.5,0,1,0,0.0,1,0,False
3910,0,0,1,0,0,1,1,17,1,1,0,0,0,3,0,0,1,0,2.0,2,1,0,0.0,2,0,False
3911,0,0,1,0,0,0,1,17,1,1,0,2,0,4,0,1,1,0,1.33333333333333,1,1,0,0.0,1,1,False
3912,0,0,1,0,0,2,2,56,1,8,0,4,0,1,1,9,3,1,5.25,1,1,0,0.0,1,1,False
3913,0,0,1,0,0,0,1,24,1,2,0,0,0,6,0,8,1,4,5.0,2,1,0,1.0,3,0,False
3914,0,1,1,4,1,1,1,43,1,0,3,11,0,7,0,9,2,0,2.66666666666667,1,1,0,1.0,2,2,False
3915,0,0,1,1,0,0,1,19,1,0,3,4,0,3,0,0,1,1,1.75,1,1,0,0.0,1,0,False
3916,0,0,1,0,0,2,1,28,1,0,0,5,0,3,0,3,1,1,3.2,2,1,0,0.0,1,0,False
3917,0,0,1,5,0,11,4,60,1,0,0,2,0,1,1,4,2,5,11.0,5,4,1,0.0,1,0,False
3918,2,0,1,0,2,0,1,28,1,1,0,2,0,3,0,7,1,0,3.6,2,1,0,1.0,1,1,False
3919,0,0,1,0,0,1,1,38,1,0,9,18,0,1,0,0,1,2,1.0,1,1,0,0.0,1,0,False
3920,0,0,1,0,0,3,1,91,1,0,9,21,0,3,0,8,1,0,1.33333333333333,1,1,0,0.0,1,0,False
3921,0,0,1,0,0,1,1,25,1,0,0,5,0,3,0,5,1,1,3.4,2,1,0,0.0,1,0,False
3922,0,2,1,0,0,9,1,38,1,0,0,0,0,0,2,1,0,1,0.0,0,1,0,0.0,1,0,False
3923,1,0,1,0,1,5,2,48,1,2,0,2,0,1,0,1,2,1,7.8,3,1,0,0.0,1,0,False
3924,0,0,1,5,0,1,2,51,1,7,0,2,0,1,1,3,2,0,3.88888888888889,0,1,0,0.0,1,0,False
3925,0,0,1,0,0,0,1,21,1,1,0,0,0,3,0,4,1,4,4.0,4,1,0,1.0,2,0,False
3926,0,0,1,0,0,0,1,19,1,0,7,16,0,3,0,6,2,0,1.3125,1,1,0,0.0,1,1,False
3927,0,0,1,0,0,1,1,23,1,0,0,5,0,3,0,3,1,1,3.0,2,1,0,0.0,1,0,False
3928,0,0,1,6,0,3,2,69,1,4,0,4,0,1,1,5,3,0,3.75,1,1,0,0.0,1,0,False
3929,0,0,1,0,0,0,1,24,1,2,0,1,0,6,0,9,1,1,5.66666666666667,1,1,0,1.0,3,0,False
3930,0,0,1,0,0,1,1,40,1,0,4,11,0,7,0,8,2,0,1.72727272727273,1,1,0,0.0,1,1,False
3931,0,0,1,2,0,0,1,20,1,0,3,5,0,1,0,1,1,1,2.4,1,1,0,0.0,1,0,False
3932,0,0,1,0,0,1,1,21,1,0,0,5,0,3,0,3,1,1,3.0,2,1,0,0.0,1,0,False
3933,0,0,1,3,1,1,1,25,1,0,1,5,0,1,0,8,1,1,6.0,3,1,0,0.0,1,1,False
3934,0,0,1,0,0,1,1,22,1,0,1,6,0,1,0,9,1,0,9.33333333333333,1,1,0,0.0,1,2,False
3935,0,0,1,0,0,0,1,16,1,0,1,2,0,1,0,1,1,1,5.0,4,1,0,0.0,1,0,False
3936,0,0,1,0,0,0,1,16,1,0,1,2,0,1,0,1,1,1,3.0,2,1,0,0.0,1,0,False
3937,0,0,1,2,0,2,1,18,1,0,0,1,0,3,0,0,1,2,2.0,2,1,0,0.0,1,0,False
3938,0,0,1,0,0,0,1,21,6,0,1,10,0,1,0,5,2,0,2.7,0,1,0,0.0,1,0,False
3939,0,0,1,0,0,0,1,16,1,0,0,2,0,1,0,0,2,1,2.0,2,1,0,0.0,1,0,False
3940,1,0,1,0,2,0,1,18,3,0,0,2,0,1,0,7,2,0,3.0,1,1,0,0.0,1,0,False
3941,0,0,1,0,0,0,1,16,1,0,1,4,0,1,0,1,1,0,2.25,2,1,0,0.0,1,0,False
3942,0,0,1,3,1,0,1,16,1,0,1,6,0,1,0,10,1,1,5.0,3,1,0,0.0,1,0,False
3943,0,0,1,2,2,1,1,39,1,0,4,14,0,1,0,8,1,1,6.35714285714286,1,1,0,0.0,1,1,False
3944,0,0,1,0,0,2,1,18,1,0,0,1,2,3,0,2,1,1,6.0,6,1,0,0.0,1,0,False
3945,0,0,1,1,2,0,1,18,1,0,2,7,0,2,0,2,1,0,4.14285714285714,1,1,0,0.0,1,0,False
3946,0,0,1,1,0,2,1,25,1,0,0,4,0,1,0,4,1,0,4.75,0,1,0,0.0,1,1,False
3947,0,0,1,0,0,4,1,20,1,0,0,1,2,3,0,0,1,0,4.0,4,1,0,0.0,1,0,False
3948,0,0,1,0,1,0,1,17,1,0,0,3,0,2,0,0,1,0,5.33333333333333,4,1,0,0.0,1,0,False
3949,0,0,1,0,0,0,1,16,1,0,0,1,2,3,0,1,1,0,3.0,3,1,0,0.0,1,0,False
3950,0,0,1,1,2,0,1,16,3,0,3,8,0,1,0,4,2,1,2.25,1,1,0,0.0,1,0,False
3951,0,0,1,1,0,3,3,22,1,2,0,0,1,2,0,0,1,2,8.5,1,1,0,1.0,1,2,False
3952,1,0,1,2,5,0,1,19,2,0,1,5,0,1,0,8,2,0,2.0,1,1,0,0.0,1,0,False
3953,0,0,1,2,1,0,1,16,1,0,1,5,0,1,0,7,1,0,5.4,3,1,0,0.0,1,1,False
3954,0,0,1,0,0,3,1,19,1,0,0,1,0,1,0,2,1,0,13.0,13,1,0,0.0,1,1,False
3955,0,0,1,0,0,0,1,16,1,0,0,1,0,3,0,0,1,0,2.0,2,1,0,0.0,1,0,False
3956,0,0,1,0,0,0,1,16,2,0,1,2,0,1,0,4,2,0,2.0,0,1,0,0.0,1,0,False
3957,0,0,1,0,0,0,1,16,1,0,0,2,0,1,0,1,2,1,1.0,1,1,0,0.0,1,0,False
3958,1,0,1,2,3,0,1,17,2,0,1,3,0,1,0,6,2,0,1.25,1,1,0,0.0,1,0,False
3959,0,0,1,2,1,0,1,16,1,0,2,11,0,1,0,6,1,0,6.72727272727273,3,1,0,0.0,1,0,False
3960,0,0,1,1,0,0,1,16,1,0,0,1,0,1,0,3,1,2,14.0,14,1,0,0.0,1,1,False
3961,0,0,1,0,0,0,1,16,1,0,0,1,2,3,0,0,1,0,2.0,2,1,0,0.0,1,0,False
3962,0,0,1,0,0,0,1,16,3,0,4,7,0,1,0,3,2,1,5.0,1,1,0,0.0,1,0,False
3963,1,0,1,2,3,0,1,17,2,0,1,3,0,1,0,6,2,0,1.25,1,1,0,0.0,1,0,False
3964,0,0,1,3,4,0,1,19,1,5,0,2,0,1,3,0,1,1,1.42857142857143,0,1,0,0.0,1,0,False
3965,2,0,1,1,1,0,1,17,1,0,5,8,0,1,0,10,1,0,6.8,1,1,0,0.0,1,0,False
3966,0,0,1,0,0,0,1,16,1,0,0,1,0,3,0,0,1,0,3.0,3,1,0,0.0,1,0,False
