File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,target
406,0,0,1,0,0,7,1,1,0,0,2,2.06,0,0,1,0,0,2,2.0,1,2,0,0.618181818181818,0.0,0,False
407,0,0,1,0,0,0,1,1,0,1,4,0.78,0,25,1,0,3,2,3.5,1,2,0,0.526315789473684,0.0,0,False
408,0,0,1,1,0,1,1,1,0,2,11,0.67,0,54,1,0,0,2,3.63636363636364,1,1,0,0.505263157894737,0.0,0,False
409,4,6,1,15,0,0,2,3,3,19,44,0.09,0,94,1,1,12,2,4.49122807017544,0,1,0,0.770469798657718,0.5,0,True
410,0,0,1,1,0,2,3,1,0,10,6,0.35,1,59,1,0,2,1,5.83333333333333,3,2,0,1.0,1.0,0,False
411,0,2,1,0,0,0,1,1,0,5,16,0.28,0,72,2,1,1,2,4.5,1,1,0,0.842105263157895,0.666666666666667,0,True
412,0,0,2,0,0,0,3,1,0,4,7,0.27,1,50,1,0,6,1,6.28571428571429,2,1,0,1.0,1.0,0,False
413,0,5,1,0,0,0,2,2,0,9,9,0.17,0,62,1,0,4,1,3.57142857142857,1,1,0,0.969325153374233,0.0,1,False
414,1,0,2,2,0,3,3,6,1,21,13,0.27,2,65,2,1,9,2,6.53333333333333,0,1,0,0.983451536643026,0.75,2,False
415,2,0,1,1,2,0,1,2,0,4,20,0.2,0,77,1,0,9,2,1.72727272727273,0,0,0,1.0,0.0,0,False
416,2,0,1,0,2,0,1,2,0,2,12,0.29,0,27,1,0,4,2,3.14285714285714,0,0,0,1.0,1.0,0,False
417,0,2,1,4,0,0,1,1,0,5,18,0.32,0,81,1,0,1,2,7.8,1,1,0,0.933333333333333,0.0,0,False
418,2,0,3,0,0,8,6,1,1,0,1,0.42,6,0,2,0,8,1,7.75,3,2,0,1.0,1.0,0,False
419,0,0,1,1,0,1,3,2,0,1,6,0.3,1,80,2,0,5,2,3.16666666666667,0,1,0,1.0,1.0,0,False
420,0,1,1,0,0,0,1,1,0,0,4,0.79,0,0,3,0,0,1,1.8,0,0,0,1.0,1.0,0,False
421,0,0,1,1,0,0,2,1,10,9,14,0.23,0,84,1,2,10,1,4.33333333333333,0,0,0,0.61304347826087,1.0,0,False
422,0,0,1,0,0,0,1,1,1,1,2,1.62,0,0,1,3,1,1,2.0,1,2,0,0.5,0.0,0,False
423,0,1,1,0,0,0,2,1,1,0,11,0.28,0,0,2,0,3,2,1.61538461538462,0,1,0,0.554545454545455,0.0,0,False
424,0,1,1,0,0,0,1,1,0,3,3,0.91,0,41,1,0,2,2,2.0,1,2,0,0.58,0.0,0,False
425,0,1,1,0,0,0,2,1,0,0,12,0.24,0,0,2,0,5,2,1.46153846153846,0,1,0,0.596774193548387,0.0,0,False
426,0,1,1,0,0,0,2,1,0,4,3,0.64,0,18,1,0,4,2,3.0,1,1,0,0.580645161290323,1.0,0,False
427,0,0,1,0,0,0,2,1,1,0,6,0.86,0,0,2,0,5,2,3.28571428571429,2,2,0,0.547826086956522,0.0,0,False
428,0,1,1,0,0,0,1,1,0,2,3,1.05,0,12,1,0,1,2,2.75,2,1,0,1.0,0.0,0,False
429,0,1,1,0,0,0,2,1,0,0,11,0.23,0,0,2,0,4,2,1.58333333333333,0,1,0,0.50381679389313,0.0,0,False
430,0,1,1,0,0,0,1,1,0,4,3,0.58,0,25,1,1,3,2,3.0,1,1,0,0.546875,0.0,0,False
431,0,0,1,1,0,1,2,1,12,1,45,0.41,0,90,2,0,12,2,3.78947368421053,0,0,0,0.635650224215247,1.0,0,False
432,0,0,1,1,0,0,2,1,3,7,37,0.3,0,86,2,0,19,2,4.5,0,1,0,0.614478114478115,1.0,0,False
433,0,11,1,0,0,0,1,1,0,7,5,0.39,0,79,1,0,0,1,3.3125,2,1,0,0.508064516129032,0.0,0,False
434,0,2,1,0,0,2,1,1,0,3,9,1.07,0,60,1,0,0,3,3.72727272727273,1,1,0,0.534653465346535,0.0,0,False
435,3,4,1,6,0,0,2,2,1,10,23,0.42,0,89,1,0,9,2,3.19354838709677,1,1,0,0.727272727272727,1.0,0,False
436,0,0,0,0,0,0,0,1,0,5,0,2.62,0,0,0,2,0,0,0.0,0,0,0,1.0,0.0,0,False
437,0,1,1,0,0,0,1,1,0,0,0,3.2,0,0,0,1,1,0,1.0,1,0,0,0.884615384615385,0.0,0,False
438,0,1,1,0,0,2,1,1,0,2,2,1.38,0,16,1,0,6,1,3.66666666666667,2,4,0,0.64,0.0,0,False
439,0,1,1,0,0,2,1,1,0,2,4,0.79,0,40,1,0,5,1,4.6,1,0,0,0.730434782608696,0.0,0,False
440,0,14,1,0,0,0,1,1,0,0,0,0.76,0,0,0,2,3,0,1.85714285714286,0,0,0,1.0,0.0,0,False
441,0,0,1,1,0,4,1,1,0,0,2,3.0,0,100,2,0,0,1,1.5,1,1,0,0.5625,0.0,0,False
442,1,0,1,0,0,5,2,1,0,4,22,0.72,0,58,1,0,4,2,2.91304347826087,0,1,0,0.862359550561798,1.0,0,False
443,11,11,2,0,0,0,2,1,0,7,4,0.11,0,80,1,0,5,1,3.03846153846154,0,0,0,0.680351906158358,1.0,0,False
444,0,7,1,1,0,1,1,1,0,2,4,0.62,0,57,1,0,1,2,3.0,1,1,0,0.6,0.0,0,False
445,9,10,1,5,2,1,2,1,0,22,24,0.18,0,91,1,0,10,3,4.13953488372093,0,1,0,0.721544715447154,1.0,0,True
446,0,0,1,0,0,3,1,1,0,0,8,3.67,0,0,1,1,0,1,0.0,0,0,0,1.0,1.0,0,False
447,0,27,1,2,0,0,1,1,0,7,4,0.23,0,83,1,0,2,1,3.16129032258065,1,1,0,0.605381165919282,1.0,0,True
448,0,14,1,0,0,0,1,1,0,5,1,0.47,0,68,2,0,3,1,3.4,1,1,0,0.661157024793388,1.0,0,True
449,0,10,1,0,0,5,1,1,0,0,0,4.44,0,0,0,3,2,0,1.4,0,0,0,0.616161616161616,1.0,0,False
450,0,10,1,2,0,2,1,1,0,12,23,0.6,0,83,1,0,3,3,5.78787878787879,1,1,0,0.566153846153846,0.0,0,True
451,0,21,1,0,0,6,1,1,0,0,0,6.04,0,0,0,2,2,0,8.85714285714286,1,0,0,0.618090452261307,1.0,0,False
452,1,1,1,2,0,0,2,1,1,13,16,0.13,0,81,1,0,6,1,6.15789473684211,1,1,0,0.526315789473684,1.0,0,True
453,0,0,1,2,0,0,1,2,0,3,14,0.28,0,78,1,0,2,2,2.0,1,1,0,1.0,0.0,0,False
454,0,2,1,0,0,1,1,1,1,3,0,0.87,0,11,1,0,2,1,4.66666666666667,2,4,0,0.548387096774194,0.0,0,False
455,0,3,1,0,0,1,1,1,0,4,2,0.58,0,35,1,0,4,1,5.2,1,2,0,0.642857142857143,0.0,0,False
456,0,13,1,1,0,1,1,1,0,4,4,0.56,0,62,1,0,1,2,5.05882352941176,1,1,0,0.602739726027397,0.0,0,False
457,4,9,1,4,0,1,2,1,1,20,20,0.19,0,89,1,0,9,2,3.91176470588235,0,1,0,0.595238095238095,1.0,0,False
458,21,33,1,2,0,0,2,2,1,10,7,0.11,0,100,1,0,5,1,4.19354838709677,0,1,0,0.493438320209974,0.0,0,False
459,0,5,1,0,0,2,1,1,0,4,4,1.22,0,66,1,0,3,1,2.22222222222222,1,1,0,0.634408602150538,0.0,0,False
460,0,0,1,1,0,3,1,1,0,2,11,0.86,0,63,1,0,4,3,1.81818181818182,0,0,0,0.687022900763359,1.0,0,False
461,1,0,1,0,0,0,2,1,0,2,24,0.96,0,42,1,0,2,3,2.8,1,1,0,0.580204778156997,1.0,0,False
462,0,6,1,2,0,0,3,1,0,5,0,0.22,0,52,1,0,9,1,8.0,4,2,0,0.548148148148148,0.0,0,False
463,6,0,1,5,0,0,2,2,0,19,46,0.14,0,92,1,0,16,2,3.57692307692308,1,1,0,0.539115646258503,0.875,0,False
464,0,0,1,1,0,3,1,1,0,0,2,2.7,0,100,2,0,0,1,1.0,0,1,0,0.785714285714286,0.0,0,False
465,0,2,1,0,0,0,1,1,0,0,0,4.0,0,0,0,2,0,0,0.0,0,1,0,1.0,1.0,0,False
466,0,21,1,0,0,5,1,1,0,0,0,5.27,0,0,2,1,2,1,2.61904761904762,0,0,0,0.704301075268817,0.0,0,False
467,0,35,1,0,0,4,1,1,0,0,0,4.51,0,0,2,1,3,1,3.94285714285714,0,0,0,0.552631578947368,1.0,0,False
468,0,2,1,0,0,6,1,1,0,0,0,4.12,0,0,1,15,0,1,5.0,4,0,0,0.673469387755102,0.0,0,False
469,0,0,1,0,0,7,1,1,0,0,2,2.69,0,0,1,0,1,2,1.5,1,2,0,0.92156862745098,0.0,0,False
470,0,0,1,0,0,6,1,1,0,1,3,1.67,0,0,1,0,3,2,3.33333333333333,2,2,0,0.842857142857143,0.0,0,False
471,0,0,1,0,0,7,2,1,0,0,2,1.13,0,0,1,0,0,2,2.5,2,5,0,0.628571428571429,0.0,0,False
472,0,0,1,1,0,4,1,1,0,0,4,2.5,0,100,2,0,0,1,1.25,0,1,0,0.53968253968254,0.0,0,False
473,0,26,1,0,0,5,1,1,0,6,5,5.29,0,100,0,1,9,0,2.16129032258065,0,0,0,0.747540983606557,1.0,0,False
474,0,9,1,0,0,1,1,1,0,0,0,3.0,0,0,0,1,1,0,1.66666666666667,0,1,0,0.724137931034483,0.0,0,False
475,1,0,1,0,6,6,1,1,0,0,6,2.34,0,0,1,0,2,1,4.42857142857143,0,1,0,0.844036697247706,0.0,0,False
476,0,3,1,0,0,3,1,1,0,0,0,5.0,0,0,0,2,0,0,4.0,4,1,0,0.575,0.0,0,False
477,0,0,1,0,0,7,1,1,0,0,2,2.92,0,0,1,0,0,2,1.5,1,1,0,0.62,0.0,0,False
478,0,3,1,0,0,0,1,1,0,0,0,3.17,0,0,0,1,0,0,1.0,1,0,0,0.379310344827586,0.0,0,False
479,0,0,1,0,0,0,1,1,1,2,3,0.91,0,25,2,0,0,1,3.25,2,1,0,0.68,0.0,0,False
480,0,0,1,0,0,0,1,1,1,2,3,0.91,0,25,3,0,0,1,3.25,2,1,0,0.68,0.0,0,False
481,0,0,1,0,0,0,2,1,1,2,14,0.33,0,43,2,0,0,2,6.86666666666667,1,1,0,0.492753623188406,0.0,0,True
482,0,0,1,0,0,0,1,1,0,5,6,0.61,0,66,4,0,4,1,2.33333333333333,1,1,0,0.701492537313433,0.0,0,False
483,0,0,1,0,0,0,1,1,0,4,5,0.81,0,60,3,1,1,1,1.8,1,1,0,0.724137931034483,0.0,0,False
484,0,0,1,0,0,0,1,1,0,2,3,1.4,0,33,3,0,2,1,1.33333333333333,1,1,0,0.627906976744186,0.0,0,False
485,0,0,1,0,0,0,2,1,0,2,7,0.33,0,71,3,0,3,1,3.14285714285714,1,1,0,0.666666666666667,0.0,0,False
486,0,0,1,0,0,0,1,1,0,1,5,0.53,0,0,4,0,4,1,2.8,1,1,0,0.732394366197183,0.0,0,False
487,0,0,1,1,0,0,1,1,2,5,12,0.32,0,59,3,2,4,1,4.0,1,1,0,0.751445086705202,0.0,2,False
488,0,0,1,0,0,0,2,1,0,8,15,0.15,0,75,3,0,8,1,3.8,1,1,0,0.760869565217391,0.0,2,False
489,0,0,1,0,0,0,2,1,0,1,6,0.5,0,50,3,0,3,1,2.5,0,1,0,0.560975609756098,0.0,0,False
490,2,0,1,0,0,0,2,1,1,2,8,0.41,0,77,2,0,0,2,2.81818181818182,0,1,0,0.594827586206897,0.0,0,False
491,0,0,1,0,0,0,1,1,1,3,6,0.49,0,42,2,1,0,1,3.0,1,1,0,0.780821917808219,0.0,0,True
492,0,1,1,0,0,3,1,1,0,0,0,6.0,0,0,0,2,0,0,1.0,1,0,0,0.433333333333333,0.0,0,False
493,0,0,1,0,0,0,1,1,2,6,10,0.46,0,72,1,6,0,3,6.08333333333333,2,1,0,0.651376146788991,0.0,0,True
494,0,1,1,0,0,3,1,1,0,0,0,6.0,0,0,0,5,1,0,0.0,0,1,0,0.451612903225806,0.0,0,False
495,0,0,1,0,0,0,1,1,1,1,6,0.49,0,28,2,9,0,3,3.42857142857143,0,1,0,0.63013698630137,0.0,0,False
496,0,0,1,0,0,1,1,1,1,5,15,0.42,0,67,2,0,0,1,3.4375,1,1,0,0.906976744186046,0.0,2,True
497,0,4,1,0,0,2,1,1,0,0,0,4.43,0,0,0,2,1,0,1.75,1,0,0,0.555555555555556,0.0,0,False
498,0,0,1,0,0,0,1,1,0,5,10,0.32,0,54,1,0,4,1,4.2,2,1,0,0.798319327731092,0.0,0,False
499,0,0,1,0,0,1,1,1,0,4,6,0.76,0,58,1,0,1,2,2.16666666666667,0,1,0,0.768292682926829,0.0,0,False
500,0,0,1,0,0,1,2,1,3,4,6,0.4,0,58,1,0,1,2,3.33333333333333,0,1,0,0.796747967479675,0.0,0,False
501,0,5,1,0,0,5,1,1,0,0,0,6.12,0,0,0,2,0,0,1.0,1,0,0,0.578125,0.0,0,False
502,0,0,1,0,0,3,2,1,0,5,2,0.92,1,40,1,0,1,1,4.5,2,3,0,0.473684210526316,0.0,0,False
503,1,0,1,0,0,0,1,3,0,1,7,0.45,0,33,1,0,2,2,2.0,0,1,0,0.555555555555556,0.0,0,False
504,0,1,1,1,0,0,2,2,0,5,5,0.34,0,60,1,0,4,2,3.0,0,1,0,0.43956043956044,0.0,0,False
505,0,1,1,0,0,0,1,1,0,0,0,4.0,0,0,0,2,1,0,1.0,1,1,0,0.391304347826087,0.0,0,False
506,0,0,1,0,0,0,1,1,0,1,6,0.95,0,0,1,1,0,2,2.16666666666667,1,1,0,0.673076923076923,0.0,0,False
507,0,0,1,0,0,0,1,1,0,4,7,0.36,0,71,1,0,10,2,2.42857142857143,1,1,0,0.602040816326531,0.0,0,False
508,0,4,1,0,0,1,1,1,0,0,0,2.64,0,0,0,2,3,0,1.0,1,0,0,0.416666666666667,0.0,0,False
509,0,0,1,1,0,0,2,1,0,4,8,0.37,0,62,1,0,4,2,2.375,0,1,0,0.5,0.0,0,False
510,0,0,1,3,0,0,1,1,1,1,3,0.95,0,62,2,0,0,1,3.5,1,2,0,0.647058823529412,0.0,1,False
511,0,0,1,0,0,0,1,1,0,1,7,0.81,0,14,1,0,0,2,1.57142857142857,0,1,0,0.65,0.0,0,False
512,0,0,1,0,0,0,1,1,2,2,4,0.56,0,41,2,0,1,1,2.33333333333333,1,1,0,0.5,0.0,0,False
513,0,1,1,0,0,5,1,1,0,0,0,6.5,0,0,2,2,0,1,0.0,0,1,0,0.939393939393939,0.0,0,False
514,0,2,1,0,0,4,1,1,0,0,0,5.17,0,0,2,1,1,1,3.0,2,0,0,0.585365853658537,0.0,0,False
515,0,1,1,0,0,0,1,1,0,0,0,5.2,0,0,0,2,0,0,1.0,1,0,0,0.571428571428571,0.0,0,False
516,0,0,1,0,0,0,1,1,0,4,17,0.25,0,45,1,0,1,1,5.0,0,1,0,0.736526946107784,0.0,2,False
517,0,2,1,0,0,3,1,1,0,0,0,2.8,0,0,0,1,0,0,1.0,1,1,0,0.857142857142857,0.0,0,False
518,0,0,1,0,0,7,1,1,1,0,0,3.5,0,0,1,1,1,2,4.0,4,1,0,0.974358974358974,0.0,1,False
519,0,0,1,1,0,1,2,1,6,2,1,0.44,0,80,2,0,9,1,2.57142857142857,0,0,0,0.631578947368421,0.0,1,False
520,0,0,1,1,0,3,3,1,3,0,1,0.63,0,75,3,1,7,1,3.75,1,2,0,0.540816326530612,1.0,0,True
521,0,1,1,0,0,4,1,1,0,0,0,5.0,0,0,0,1,0,0,1.0,1,1,0,1.0,0.0,0,False
522,0,0,1,1,0,0,2,1,5,3,1,0.41,0,62,2,1,8,1,4.16666666666667,1,1,0,0.576086956521739,0.0,2,True
523,2,0,1,2,1,1,3,10,28,36,39,0.14,0,93,1,2,40,2,4.15942028985507,0,0,0,0.450604838709677,1.0,0,True
524,0,1,1,0,0,3,1,1,0,4,10,1.02,0,65,1,0,2,1,3.0,1,1,0,0.7265625,1.0,0,False
525,0,0,2,1,0,0,2,2,3,2,11,0.16,0,66,3,0,12,2,3.28571428571429,1,1,0,0.504672897196262,0.666666666666667,0,True
526,0,0,1,1,0,3,3,1,4,0,1,0.59,0,80,4,0,9,1,3.6,3,2,0,0.508620689655172,1.0,1,False
527,1,1,1,2,0,1,2,5,3,18,26,0.22,0,89,1,0,21,2,2.80645161290323,1,1,0,0.532467532467532,0.0,2,False
528,0,0,1,1,0,1,1,1,9,6,10,0.42,0,85,1,2,2,3,3.21052631578947,1,0,0,0.741573033707865,0.0,1,False
529,0,0,1,0,0,3,1,1,0,2,6,1.65,0,41,3,1,0,1,1.33333333333333,0,1,0,0.384615384615385,0.0,0,False
530,2,0,1,3,2,2,1,2,6,18,29,0.49,0,100,1,2,6,2,2.18918918918919,0,0,0,0.430232558139535,1.0,1,False
531,0,3,1,0,0,2,1,1,0,0,0,2.7,0,0,0,1,0,0,2.0,1,0,0,0.488372093023256,0.0,0,False
532,0,0,1,1,0,1,2,3,11,8,18,0.26,0,85,2,0,6,2,2.68965517241379,0,1,0,0.51219512195122,1.0,2,False
533,0,0,1,1,0,1,2,3,11,8,18,0.26,0,85,2,0,6,2,2.68965517241379,0,1,0,0.502439024390244,1.0,2,False
534,0,0,1,0,0,3,1,1,0,2,6,1.65,0,41,3,1,0,1,1.33333333333333,0,1,0,0.397435897435897,0.0,0,False
535,0,0,1,0,0,1,1,1,5,8,11,0.6,0,83,2,2,0,1,2.5,0,1,0,0.608695652173913,0.0,2,False
536,0,0,1,0,0,3,1,1,0,0,3,1.52,0,0,1,0,0,2,1.33333333333333,0,0,0,0.491525423728814,0.0,0,False
537,0,0,1,0,0,2,1,1,5,9,13,0.56,0,85,2,2,0,1,2.38888888888889,0,1,0,0.587912087912088,0.0,2,False
538,0,0,1,2,0,5,2,1,4,17,17,0.53,0,88,3,0,4,3,3.76190476190476,1,1,0,0.856531049250535,0.5,0,False
539,0,0,1,0,0,0,2,1,3,4,11,0.43,0,69,3,0,5,1,1.71428571428571,0,1,0,0.847133757961783,1.0,0,False
540,0,9,1,0,0,1,1,1,0,0,0,2.54,0,0,1,1,1,1,0.777777777777778,0,0,0,0.423728813559322,0.0,0,False
541,0,0,1,0,0,3,1,1,0,13,26,1.03,0,92,1,1,0,1,4.61538461538461,1,1,0,0.706666666666667,1.0,0,False
542,1,0,1,0,2,5,2,1,0,0,2,1.36,0,0,1,0,7,1,3.33333333333333,0,1,0,0.802816901408451,0.0,0,False
543,0,3,1,0,0,3,1,1,0,0,0,5.0,0,0,0,1,1,0,1.33333333333333,1,0,0,1.0,0.0,0,False
544,0,0,1,1,0,0,1,2,9,9,23,0.26,0,90,2,3,13,2,2.75,0,1,0,0.678832116788321,0.5,1,False
545,0,0,1,1,0,0,1,1,0,0,1,2.75,0,100,2,0,0,1,0.0,0,1,0,0.529411764705882,0.0,0,False
546,0,0,1,0,0,0,3,1,0,4,7,0.21,0,39,1,0,0,1,27.0,2,1,0,0.459016393442623,0.0,2,False
547,0,0,1,0,0,0,1,1,0,0,1,2.62,0,0,1,0,1,2,2.0,2,2,0,0.676470588235294,0.0,0,False
548,0,7,1,0,0,0,1,1,0,0,0,1.14,0,0,0,3,3,0,3.0,2,0,0,0.837837837837838,0.0,0,False
549,0,0,1,4,0,1,2,1,1,15,38,0.18,1,88,1,0,9,2,6.71794871794872,1,1,0,0.701078582434515,1.0,2,False
550,0,0,1,0,0,0,1,1,0,9,19,0.25,0,84,1,0,3,2,1.73684210526316,1,1,0,0.525179856115108,1.0,1,False
551,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,5,0,4,1,2.57142857142857,0,1,0,0.547826086956522,0.0,0,False
552,0,0,1,0,0,5,1,1,0,0,5,1.54,2,0,2,3,3,1,6.4,6,3,0,0.482456140350877,0.0,0,False
553,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,5,0,4,1,2.57142857142857,0,1,0,0.547826086956522,0.0,0,False
554,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,4,5,4,1,6.14285714285714,0,1,0,0.547826086956522,0.0,0,False
555,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,3,0,4,1,2.57142857142857,0,1,0,0.547826086956522,0.0,0,False
556,0,0,1,0,0,5,1,1,0,0,5,2.25,1,0,3,2,2,1,5.4,5,1,0,0.489795918367347,0.0,0,False
557,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,4,0,4,1,2.57142857142857,0,1,0,0.547826086956522,0.0,0,False
558,0,0,1,0,0,5,1,1,0,0,5,1.38,2,0,2,22,3,1,25.4,25,4,0,0.491525423728814,0.0,0,False
559,1,0,1,1,0,0,2,1,40,1,12,0.04,0,98,1,19,4,2,10.622641509434,0,0,0,0.961240310077519,1.0,2,False
560,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,2,0,4,1,2.57142857142857,0,1,0,0.523076923076923,0.0,1,False
561,0,0,1,0,0,5,2,1,0,0,7,0.66,2,0,3,0,5,1,2.57142857142857,0,1,0,0.545977011494253,0.0,0,False
562,0,0,1,0,0,4,1,1,0,0,7,0.98,1,0,3,0,4,1,2.57142857142857,0,1,0,0.96,0.0,1,False
563,0,0,1,0,0,4,1,1,0,0,7,1.3,1,0,3,0,5,1,2.57142857142857,0,1,0,0.940740740740741,0.0,2,False
564,0,0,1,0,0,5,2,1,0,0,7,0.64,2,0,3,0,6,1,2.57142857142857,0,1,0,0.569060773480663,0.0,0,False
565,0,0,1,0,0,4,1,1,0,0,7,1.2,1,0,3,0,5,1,2.57142857142857,0,1,0,0.956834532374101,0.0,1,False
566,0,0,1,0,0,5,1,1,0,0,7,1.13,1,0,2,0,4,1,2.57142857142857,0,1,0,0.565217391304348,0.0,1,False
567,0,0,1,0,0,5,2,1,0,0,7,0.39,2,0,3,0,8,1,2.57142857142857,0,1,0,0.677685950413223,0.0,1,False
568,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,3,0,4,1,2.57142857142857,0,1,0,0.530769230769231,0.0,1,False
569,0,0,1,0,0,5,2,1,0,0,7,0.95,2,0,4,0,4,1,2.57142857142857,0,1,0,0.546666666666667,0.0,1,False
570,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,4,0,4,1,2.57142857142857,0,1,0,0.530769230769231,0.0,1,False
571,0,0,1,0,0,5,1,1,0,0,5,2.25,1,0,2,0,2,1,3.4,3,1,0,0.938144329896907,0.0,0,False
572,0,0,1,0,0,5,2,1,0,0,7,0.67,2,0,3,0,7,1,2.57142857142857,0,1,0,0.610169491525424,0.0,1,False
573,0,0,1,0,0,4,1,1,0,0,7,1.3,1,0,2,0,4,1,2.57142857142857,0,1,0,0.577777777777778,0.0,1,False
574,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,3,0,4,1,2.57142857142857,0,1,0,0.547826086956522,0.0,0,False
575,0,0,1,0,0,4,1,1,0,0,7,1.49,1,0,4,0,4,1,2.57142857142857,0,1,0,0.527131782945736,0.0,1,False
576,0,0,1,0,0,4,1,1,0,0,7,1.3,1,0,2,0,6,1,2.57142857142857,0,1,0,0.503703703703704,0.0,1,False
577,0,0,1,0,0,5,1,1,0,0,7,0.88,1,0,2,0,7,1,2.57142857142857,0,1,0,0.597315436241611,0.0,1,False
578,0,0,1,0,0,4,1,1,0,0,7,1.2,1,0,2,0,5,1,2.57142857142857,0,1,0,0.503597122302158,0.0,1,False
579,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,3,0,4,1,2.57142857142857,0,1,0,0.539130434782609,0.0,0,False
580,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,3,0,4,1,2.57142857142857,0,1,0,0.852173913043478,0.0,0,False
581,0,0,1,0,0,5,1,1,0,0,7,1.26,1,0,3,0,5,1,2.57142857142857,0,1,0,0.527131782945736,0.0,1,False
582,2,0,1,1,2,0,1,1,0,0,1,0.39,0,33,1,0,55,1,0.666666666666667,0,1,0,0.752380952380952,0.0,1,False
583,0,0,1,0,0,4,1,1,0,0,7,0.87,1,0,3,0,8,1,2.57142857142857,0,1,0,0.525316455696203,0.0,1,False
584,0,0,1,0,0,4,1,1,0,0,7,1.09,1,0,3,0,7,1,2.57142857142857,0,1,0,0.486111111111111,0.0,1,False
585,0,0,1,0,0,5,1,1,0,0,7,1.05,1,0,3,0,7,1,2.57142857142857,0,1,0,0.5,0.0,1,False
586,0,0,1,0,0,5,1,1,0,0,7,1.09,1,0,2,0,5,1,2.57142857142857,0,1,0,0.571428571428571,0.0,1,False
587,0,0,1,0,0,5,2,1,0,0,5,0.29,4,0,3,1,10,1,4.4,4,32,0,0.75095785440613,0.0,1,False
588,0,0,1,0,0,4,1,1,0,0,7,1.33,1,0,2,0,5,1,2.57142857142857,0,1,0,0.955223880597015,0.0,1,False
589,0,0,1,0,0,4,1,1,0,0,7,1.33,1,0,2,1,4,1,3.28571428571429,0,1,0,0.873134328358209,0.0,1,False
590,0,0,1,0,0,5,2,1,0,0,7,0.84,2,0,3,0,7,1,2.57142857142857,0,1,0,0.558441558441558,0.0,1,False
591,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,3,0,4,1,2.57142857142857,0,1,0,0.530769230769231,0.0,1,False
592,0,0,1,0,0,4,1,1,0,0,7,1.17,1,0,3,0,5,1,2.57142857142857,0,1,0,0.492857142857143,0.0,1,False
593,0,0,1,0,0,4,1,1,0,0,7,1.36,1,0,3,0,4,1,2.57142857142857,0,1,0,0.87218045112782,0.0,1,False
594,0,0,1,0,0,4,1,1,0,0,7,1.49,1,0,3,4,4,1,5.42857142857143,0,1,0,0.558139534883721,0.0,1,False
595,0,0,1,0,0,5,1,1,0,0,7,1.24,1,0,2,0,4,1,2.57142857142857,0,1,0,0.548872180451128,0.0,1,False
596,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,3,0,5,1,2.57142857142857,0,1,0,0.530769230769231,0.0,1,False
597,0,0,1,0,0,4,1,1,0,0,7,1.07,1,0,2,0,5,1,2.57142857142857,0,1,0,0.489655172413793,0.0,1,False
598,0,0,1,0,0,5,1,1,0,0,5,2.25,1,0,2,2,2,1,5.4,5,1,0,0.479591836734694,0.0,0,False
599,0,0,1,0,0,4,1,1,0,0,7,1.2,1,0,3,0,6,1,2.57142857142857,0,1,0,0.496402877697842,0.0,1,False
600,0,0,1,0,0,4,1,1,0,0,7,1.05,3,0,2,0,4,1,2.57142857142857,0,1,0,0.52258064516129,0.0,1,False
601,0,0,1,0,0,4,1,1,0,0,7,1.2,1,0,3,0,4,1,2.57142857142857,0,1,0,0.496402877697842,0.0,1,False
602,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,5,0,4,1,2.57142857142857,0,1,0,0.947826086956522,0.0,0,False
603,0,0,1,0,0,5,1,1,0,0,5,1.54,2,0,2,3,3,1,6.4,6,3,0,0.947368421052632,0.0,0,False
604,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,5,0,4,1,2.57142857142857,0,1,0,0.947826086956522,0.0,0,False
605,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,4,5,4,1,6.14285714285714,0,1,0,0.947826086956522,0.0,0,False
606,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,3,0,4,1,2.57142857142857,0,1,0,0.947826086956522,0.0,0,False
607,0,0,1,0,0,5,1,1,0,0,5,2.25,1,0,3,2,2,1,5.4,5,1,0,0.938775510204082,0.0,0,False
